run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-SGD,metric_trainer/global_step,config_chpt_path,config_cifar_size,metric_lr-AdamW
7246995091.21287-0f63c8a2-f829,brainmvp_finetuned_20250720_095416,finished,2025-07-20T09:54:37Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_gender_single_t1gd/runs/7246995091.21287-0f63c8a2-f829,,09fdc230-8998-4977-9042-a40dccef8ca5,t-jiachentu,0.001,False,0,Classification,300,False,brainmvp,300,False,1,multiclass,False,auto,False,2,SGD,16-mixed,CosineAnneal,False,0,1,300,True,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.1,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1,False,False,gender,True,False,1,epochwise,cls_token,False,0.0,0.5,0.5,0.5,0.3667263090610504,0.6828944087028503,0.5,0.5,0.5,0.375,0.6776122450828552,8206,1799,1753013484.6014795,299,2.7415317243928465e-08,106199,,,
7246939955.27759-3524a579-e34a,resenc_pretrained_t1gd_2025-07-21_01-13-27,finished,2025-07-21T01:14:01Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_gender_single_t1gd/runs/7246939955.27759-3524a579-e34a,,add53eb2-fa2c-4ad6-9d85-0d84525d79ea,t-jiachentu,0.0001,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,,20,1,300,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,,False,batchgenerators.get_training_transforms,10,False,False,gender,True,False,1,epochwise,,,0.2,0.9825312495231628,0.9822393655776978,0.921918511390686,0.9242294430732728,0.40521934628486633,0.8697326183319092,0.8708254098892212,0.77173912525177,0.772709310054779,0.5999295711517334,30965,1799,1753091400.40763,299,,106199,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,False,3.147162264971471e-09
