run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_use_metadata,config_weight_decay,config_data_root_dir,config_deterministic,config_fusion_method,config_load_metadata,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_epoch
0kftmkv9,2025-07-08_09-13-49_survival_1year,crashed,2025-07-08T09:14:06Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_shared_metadata_multi_mod_0_1_2_3_average_pretrained/runs/0kftmkv9,,94062dc9-07ae-4b33-8cb0-b7dc17e067d6,t-jiachentu,5e-05,False,0,Classification,5,False,ResEncoderSharedMetadata_Classifier,5,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,True,20,1,False,5,True,True,0,gpu,0.2,2,16,val,False,0,False,True,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,average,True,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,8.153765961,0,1751966053.522472,2.380952380952381e-06,0,,,,,,,,,,,
7248033733.67901-89385288-9738,2025-07-08_21-07-48_survival_1year,finished,2025-07-08T09:41:17Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_shared_metadata_multi_mod_0_1_2_3_average_pretrained/runs/7248033733.67901-89385288-9738,,bf267917-0bab-4892-8fce-4233b8b833e6,t-jiachentu,5e-05,False,0,Classification,200,False,ResEncoderSharedMetadata_Classifier,200,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,2,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,True,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,average,True,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,79466.0,2436,1752047572.9177697,3.8076210902182585e-09,35399,0.5998374223709106,0.6026656627655029,0.5377148985862732,0.519727885723114,0.6837790012359619,0.6136534214019775,0.5904850959777832,0.5399564504623413,0.5134575366973877,0.6836416721343994,199.0
