run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_pretrained_checkpoint_path,config_dinov2_model_name,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch,config_dinov2_model_variant
7245717935.33117-4c4c5515-e2ef,brainmvp_pretrained_t2w_2025-08-04_04-40-10,finished,2025-08-04T04:40:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245717935.33117-4c4c5515-e2ef,,d88574b9-8600-4962-a9e2-cb1a8fad9119,t-jiachentu,False,0,Classification,200,False,brainmvp,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0.2,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.7579039931297302,0.7567567825317383,0.6604729890823364,0.6239826679229736,0.7388289570808411,0.8508872985839844,0.8478789329528809,0.7417862415313721,0.7420700788497925,0.5686253905296326,0.7779945135116577,0.757449746131897,0.7096327543258667,0.7097222208976746,0.6269606947898865,9842,1000.0,1754292280.2151017,200.0,4.5691453082619125e-09,11400.0,,,,,,,,,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,,,,,,,,,,,,,,,,
7245697176.73717-1debad77-4b91,resenc_SwinUNETR_pretrained_t2w_2025-08-04_10-25-24,finished,2025-08-04T10:25:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245697176.73717-1debad77-4b91,,7c83598f-e7e6-46bd-89a7-e7a78b088f18,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.9013351202011108,0.9145269989967346,0.5,0.34188035130500793,0.6866858601570129,1.0,1.0,1.0,1.0,0.32620617747306824,1.0,1.0,0.9864864945411682,0.9868215322494508,0.3323075771331787,14347,1000.0,1754317502.915565,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SwinUNETR/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245696330.14556-79f35d8c-7ad9,resenc_VoCo_pretrained_t2w_2025-08-04_10-39-33,finished,2025-08-04T10:40:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245696330.14556-79f35d8c-7ad9,,37722046-f2b0-40c9-95d7-4c8b931144cd,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.6704667806625366,0.6253378391265869,0.637499988079071,0.5749095678329468,0.9814149737358092,1.0,1.0,1.0,1.0,0.3267150819301605,1.0,1.0,1.0,1.0,0.3261643946170807,16585,1000.0,1754320590.7603898,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245695559.02832-45b521a6-943e,resenc_SimCLR_pretrained_t2w_2025-08-04_10-56-34,finished,2025-08-04T10:57:14Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245695559.02832-45b521a6-943e,,9a2c1da1-cef6-4cc7-b4e5-6379f6955d55,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.6176247596740723,0.5770269632339478,0.625,0.5557692050933838,0.6880121827125549,1.0,1.0,1.0,1.0,0.32656264305114746,1.0,1.0,1.0,1.0,0.3253055810928345,18160,1000.0,1754323193.7874024,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SimCLR/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245694765.10629-ec454f26-ded6,resenc_MG_pretrained_t2w_2025-08-04_11-13-13,finished,2025-08-04T11:13:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245694765.10629-ec454f26-ded6,,8854dbf2-98dc-4ebc-9c0d-49a99a68d295,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5575395226478577,0.5091216564178467,0.5824324488639832,0.5404232144355774,0.7753068804740906,1.0,1.0,1.0,1.0,0.3258504271507263,1.0,1.0,1.0,1.0,0.3252302408218384,17458,1000.0,1754323483.9364295,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-MG/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245693981.59217-588b61a6-8006,resenc_S3D_pretrained_t2w_2025-08-04_11-28-58,finished,2025-08-04T11:29:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245693981.59217-588b61a6-8006,,60172a8b-8b56-4bb6-83cf-d8798d34cbbb,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5940917730331421,0.5577702522277832,0.5,0.3245614171028137,0.8225285410881042,1.0,1.0,1.0,1.0,0.32629039883613586,1.0,1.0,1.0,1.0,0.32577016949653625,17543,1000.0,1754324518.5309527,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-S3D/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245693212.38096-968f5e37-71ad,resenc_VF_pretrained_t2w_2025-08-04_11-47-27,finished,2025-08-04T11:48:08Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245693212.38096-968f5e37-71ad,,1c5f96e9-0eb6-4347-b6ad-6971f8c3f9cb,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,8e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.6070913076400757,0.5942567586898804,0.6229729652404785,0.5722222328186035,0.6888285279273987,1.0,1.0,0.995726466178894,0.9955710172653198,0.32780760526657104,1.0,1.0,1.0,1.0,0.3251638114452362,17507,1000.0,1754325594.387724,200.0,6.092193744349217e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245607477.68071-14413bfd-4b50,resenc_multimodal_mm_mdae_pretrained_pretrained_t2w_2025-08-05_11-27-10,finished,2025-08-05T11:27:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245607477.68071-14413bfd-4b50,,2cb1d144-39e5-4303-baa7-eea19fa9367b,t-jiachentu,False,0,Classification,200,False,ResEncoderMultiModal_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.9345823526382446,0.9371621608734132,0.5,0.34188035130500793,0.6472606062889099,0.9998446106910706,0.9998431205749512,0.9911393523216248,0.9911393523216248,0.3401283919811249,0.9993239045143129,0.9993070363998412,0.9736659526824952,0.9736659526824952,0.34045296907424927,17379,1000.0,1754410633.401569,200.0,2.2845726541309562e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,,
7245606951.22866-23abd179-6a66,resenc_SimCLR_pretrained_t2w_2025-08-05_11-30-25,finished,2025-08-05T11:31:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245606951.22866-23abd179-6a66,,c328d78a-4ed2-4706-aab8-6b52c5fd0b47,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.6492172479629517,0.5736486911773682,0.49932432174682617,0.4848172962665558,0.7019940614700317,1.0,1.0,1.0,1.0,0.3257618546485901,1.0,1.0,1.0,1.0,0.3251497745513916,16902,1000.0,1754410361.334591,200.0,2.2845726541309562e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SimCLR/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245607349.05643-1b8b1a49-fbdf,resenc_VoCo_pretrained_t2w_2025-08-05_11-30-54,finished,2025-08-05T11:31:28Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245607349.05643-1b8b1a49-fbdf,,81f5ef7b-f631-4a94-89f2-707a2bb303d8,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.791649341583252,0.7736486196517944,0.6114864945411682,0.5455930233001709,0.9444117546081544,1.0,1.0,1.0,1.0,0.325566828250885,0.9986577033996582,0.9986140131950378,0.9608454704284668,0.9605194330215454,0.3556663990020752,17849,1000.0,1754411335.0872717,200.0,2.2845726541309562e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245606675.95376-17437700-f1b1,resenc_time_conditioned_pretrained_t2w_2025-08-05_11-36-00,finished,2025-08-05T11:36:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245606675.95376-17437700-f1b1,,a2221c04-4084-4c8f-94c2-07d22b824503,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,cls_token,,0.5,0.5835791230201721,0.5432432889938354,0.5989865064620972,0.5261538624763489,1.0241883993148804,0.9998446106910706,0.9998431205749512,0.995412826538086,0.9955682158470154,0.33400577306747437,1.0,1.0,1.0,1.0,0.3306688666343689,17854,1000.0,1754411657.4109795,200.0,2.2845726541309562e-09,11400.0,,,,,,,,False,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,256.0,0.5,64.0,,,,,,,,,,,,,
7245606506.05104-96e3afc6-b1a9,resenc_VF_pretrained_t2w_2025-08-05_11-41-16,finished,2025-08-05T11:41:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245606506.05104-96e3afc6-b1a9,,9a3dea63-28c2-40ff-b368-59f8b4b13137,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5820518732070923,0.5402027368545532,0.6104729771614075,0.5540817975997925,0.6893231272697449,1.0,1.0,1.0,1.0,0.32696422934532166,1.0,1.0,1.0,1.0,0.325247198343277,16971,1000.0,1754411081.5029607,200.0,2.2845726541309562e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VF/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245606111.58557-0333eda1-b1e8,resenc_SwinUNETR_pretrained_t2w_2025-08-05_15-40-57,finished,2025-08-05T15:41:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245606111.58557-0333eda1-b1e8,,1e969de4-408a-4a83-ba48-d3048ed16c65,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,3e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.9076952934265136,0.9175676107406616,0.5,0.34188035130500793,0.6873148679733276,1.0,1.0,1.0,1.0,0.3266961872577667,1.0,1.0,1.0,1.0,0.32592371106147766,17490,1000.0,1754425982.607032,200.0,2.2845726541309562e-09,5800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SwinUNETR/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245589756.70355-799f560c-07c2,resenc_pretrained_t2w_2025-08-05_16-24-09,finished,2025-08-05T16:24:47Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245589756.70355-799f560c-07c2,,f0b1f62a-de17-4a19-8cc9-d4d7db51f19b,t-jiachentu,False,0,Classification,180,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.8705158233642578,0.8689188957214355,0.6114864945411682,0.5455930233001709,0.7136496901512146,0.99969083070755,0.999686360359192,0.995412826538086,0.9955682158470154,0.3329366445541382,1.0,1.0,1.0,1.0,0.32594799995422363,13291,900.0,1754424377.5049362,180.0,6.746583127731344e-09,5220.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245589332.64776-b24295f5-7f63,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2w_2025-08-05_16-29-56,finished,2025-08-05T16:30:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245589332.64776-b24295f5-7f63,,72e28a6a-93b2-4ece-9bff-0c6df312ca79,t-jiachentu,False,0,Classification,180,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5782338380813599,0.5466216802597046,0.6000000238418579,0.5157232880592346,1.262786030769348,0.9969315528869628,0.9967851638793944,0.995412826538086,0.9955682158470154,0.3404587209224701,1.0,1.0,1.0,1.0,0.32802897691726685,13664,900.0,1754425102.0394151,180.0,6.746583127731344e-09,5220.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,,
7245588931.02655-7ba5f3b5-ea64,resenc_multimodal_mm_mdae_pretrained_pretrained_t2w_2025-08-05_16-31-24,finished,2025-08-05T16:31:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245588931.02655-7ba5f3b5-ea64,,2d3e7ff9-c120-45e3-b40d-9093c87a6f35,t-jiachentu,False,0,Classification,180,False,ResEncoderMultiModal_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5275832414627075,0.4716216325759888,0.5824324488639832,0.5404232144355774,0.9646414518356324,0.999303698539734,0.9992942810058594,0.9868658781051636,0.98671293258667,0.3463822901248932,0.9979998469352722,0.9979209899902344,0.9864864945411682,0.9868215322494508,0.34586527943611145,14491,900.0,1754426001.2267015,180.0,6.746583127731344e-09,5220.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,,
7245588052.95932-998d1a3b-e254,resenc_VoCo_pretrained_t2w_2025-08-05_16-52-30,finished,2025-08-05T16:53:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245588052.95932-998d1a3b-e254,,542cfb43-f54a-45cf-9aae-493719ebb1ee,t-jiachentu,False,0,Classification,180,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.7378705739974976,0.716891884803772,0.5969594717025757,0.5437036752700806,0.8834555745124817,1.0,1.0,1.0,1.0,0.3256133198738098,0.9993239045143129,0.9993070363998412,0.9864864945411682,0.9868215322494508,0.3372564911842346,12964,900.0,1754425758.4671185,180.0,6.746583127731344e-09,5220.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,,,,,,,,,,,,,,,,
7245587636.66433-906b0203-bfcb,resenc_SimCLR_pretrained_t2w_2025-08-05_16-56-32,finished,2025-08-05T16:57:11Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2w/runs/7245587636.66433-906b0203-bfcb,,abe2faf9-3294-416b-aef7-f8e026070797,t-jiachentu,False,0,Classification,180,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,2,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.6527097225189209,0.5942567586898804,0.6239864826202393,0.564479649066925,0.6846790313720703,0.999767541885376,0.9997648000717164,0.990825653076172,0.9911330938339232,0.3354766368865967,1.0,1.0,1.0,1.0,0.33028116822242737,13567,900.0,1754426596.6465535,180.0,6.746583127731344e-09,5220.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-SimCLR/checkpoint_final.pth,,,,,,,,,,,,,,,,,
