run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_stochastic_depth,config_train_transforms,config_gradient_clip_val,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,config_name,config_metrics,config_input_shape,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_epoch,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_val_acc,metric_val_loss,config_test_mode,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_lr-SGD
vn45rrus,brainiac_t1c_,crashed,2025-06-23T21:36:16Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/vn45rrus,,0eb92a36-9ca8-48de-9a17-8218bb08b887,t-jiachentu,0.001,False,0,Classification,5,False,BrainIACModel,5,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,5,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,10,False,False,True,False,2,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",32.054335982,1.0,1750714607.4818728,0.0001,2.0,0.0,,,,,0.6000000238418579,0.6765868663787842,True,,,,,,,,,,,
mkae77fq,brainiac_t1c_,failed,2025-06-23T21:43:48Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/mkae77fq,,a7d14a95-b264-492b-9c64-ca38253cab3c,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,10,False,False,True,False,8,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",99.131976377,2.0,1750715127.573397,0.0001,18.0,0.0,,0.5,,0.988421618938446,0.7448979616165161,1.0574209690093994,False,,,,,,,,,,,
ie3k5xao,brainiac_t1c_,finished,2025-06-23T22:07:55Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/ie3k5xao,,a1723f5b-2b4d-4ff6-895a-7700f004487b,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,10,False,False,True,False,1,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",1346.420055694,884.0,1750717821.2842507,1.0976769428005576e-06,7349.0,49.0,0.8873720169067383,1.0,0.4194547235965729,0.1991973966360092,0.8061224222183228,0.5994932651519775,False,,,,,,,,,,,
g4mkjlzn,brainiac_t1c_,finished,2025-06-23T22:33:54Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/g4mkjlzn,,3cc94a39-9a04-4a79-89f8-49d156488a0f,t-jiachentu,0.001,False,0,Classification,5,False,BrainIACModel,5,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,5,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,2,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",102.603952133,49.0,1750718136.7943602,1.0453658778440104e-05,14.0,4.0,0.800000011920929,1.0,0.7935784459114075,0.20280608534812927,0.6000000238418579,1.268313765525818,True,,,,,,,,,,,
jncmz3et,brainiac_t1c_,finished,2025-06-23T22:38:29Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/jncmz3et,,0dbd24dc-a02d-4c3e-9410-ab7242a2c81a,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",85.449171125,382.0,1750718393.9655268,9.990232305719943e-05,190.0,1.0,0.7815699577331543,1.0,0.7147093415260315,0.3785354495048523,0.7448979616165161,0.6321802139282227,False,,,,,,,,,,,
0ppolbxd,brainiac_t1c_2025-06-23_22-39-58,finished,2025-06-23T22:40:07Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/0ppolbxd,,d25eb287-d5e0-40b5-ba9f-d64392755ad8,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",1269.654985068,14799.0,1750719676.8678803,1.0976769428005576e-06,7349.0,49.0,0.8805460929870605,1.0,0.40390679240226746,0.200022891163826,0.8163265585899353,0.5554412007331848,False,,,,,,,,,,,
x0s673nc,brainiac_t1c_2025-06-23_22-44-19,finished,2025-06-23T22:44:30Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/x0s673nc,,17e5f5f0-8caf-4623-b6ad-24adad1ac628,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",1068.828880307,5548.0,1750719738.802433,1.8947512507439848e-05,5438.0,36.0,0.8054607510566711,1.0,0.5887979865074158,0.1986114531755447,0.7448979616165161,0.629469633102417,False,,,,,,,,,,,
2wfsr3up,brainiac_t1c_2025-06-23_23-00-37,finished,2025-06-23T23:01:05Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/2wfsr3up,,c7d39044-d52d-47ba-8f2f-1d29922d0c25,t-jiachentu,0.001,False,0,Classification,5,False,BrainIACModel,5,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,5,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,/home/t-jiachentu/repos/BrainIAC/src/BrainIAC/checkpoints/brainage_model_latest.pt,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,2,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",20.973659419,10.0,1750719685.9202907,9.05463412215599e-05,5.0,1.0,0.800000011920929,0.5,0.6413191556930542,0.979950785636902,0.8999999761581421,0.4386940002441406,True,,,,,,,,,,,
d9rcmoqp,brainiac_t1c_2025-06-23_23-03-46,finished,2025-06-23T23:03:56Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/d9rcmoqp,,4d32f698-8358-4881-a852-bfe0b38d6faf,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,/home/t-jiachentu/repos/BrainIAC/src/BrainIAC/checkpoints/brainage_model_latest.pt,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,,,,,,,,,,,,,,,,False,,,,,,,,,,,
g37tejlc,brainiac_t1c_2025-06-23_23-05-10,failed,2025-06-23T23:05:37Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/g37tejlc,,9ae31ae8-97f0-4971-9a05-9eed3f856681,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,/home/t-jiachentu/repos/BrainIAC/src/BrainIAC/checkpoints/BrainIAC.ckpt,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",51.709664411,148.0,1750719988.7701676,0.0001,146.0,0.0,,1.0,,0.3059020936489105,0.7448979616165161,0.7827100157737732,False,,,,,,,,,,,
b8ubrly0,brainiac_t1c_2025-06-23_23-19-41,finished,2025-06-23T23:19:50Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/b8ubrly0,,f558eb05-7643-4a3c-ab1e-e14d108bb5e5,t-jiachentu,0.001,False,0,Classification,50,False,BrainIACModel,50,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,50,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,/home/t-jiachentu/repos/BrainIAC/src/BrainIAC/checkpoints/brainage_model_latest.pt,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,1,epochwise,cls_token,True,0,,,,,,,,,,,,,,,,False,,,,,,,,,,,
7xz4fr42,brainiac_t1c_2025-06-23_23-20-28,failed,2025-06-23T23:20:37Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_brainiac/runs/7xz4fr42,,3764dddf-2cc7-48cc-99ef-a370de5c012f,t-jiachentu,0.001,False,0,Classification,5,False,BrainIACModel,5,False,1,multiclass,False,auto,False,3,SGD,16-mixed,CosineAnneal,0,2,5,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.1,/home/t-jiachentu/repos/BrainIAC/src/BrainIAC/checkpoints/brainage_model_latest.pt,False,batchgenerators.get_training_transforms,1,1,False,False,True,False,2,epochwise,cls_token,True,0,BrainIACModel,"['f1', 'balanced_acc', 'ap', 'auroc']","[128, 128, 128]",7.815330658,4.0,1750720844.7972822,0.0001,2.0,0.0,,0.5,,0.7966862916946411,0.6000000238418579,1.3760627508163452,True,,,,,,,,,,,
