run_id,run_name,state,created_at,url,project,metric_epoch,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Val/Balanced_Accuracy,metric_Val/F1,config_model,config_learning_rate,config_batch_size,config_epochs,modality
7245999981.77825-9b129d3c-6c75,resenc_pretrained_mixed_contrasts_2025-07-31_22-20-13,finished,2025-07-31T22:20:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245999981.77825-9b129d3c-6c75,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.5,0.3589743673801422,0.5,0.36283186078071594,0.5,0.3589743673801422,ResEncoder_Classifier,5e-05,4.0,100.0,mixed_contrasts
7245998277.49402-b0f8e05b-738a,brainiac_pretrained_mixed_contrasts_2025-07-31_22-46-56,failed,2025-07-31T22:47:18Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998277.49402-b0f8e05b-738a,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,,,,,,,,brainiac,5e-05,4.0,100.0,mixed_contrasts
7245998262.97001-436e65c5-fafe,brainiac_scratch_mixed_contrasts_2025-07-31_22-48-17,failed,2025-07-31T22:48:50Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998262.97001-436e65c5-fafe,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,,,,,,,,brainiac,5e-05,4.0,100.0,mixed_contrasts
7245998249.64639-e130d302-e9bb,brainmvp_pretrained_mixed_contrasts_2025-07-31_22-48-42,finished,2025-07-31T22:49:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998249.64639-e130d302-e9bb,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.5,0.3055555522441864,0.6042486429214478,0.59375,0.5616883039474487,0.4791666865348816,brainmvp,5e-05,4.0,100.0,mixed_contrasts
7245998155.37007-6caecadd-6f02,mri_core_frozen_mixed_contrasts_2025-07-31_22-50-05,finished,2025-07-31T22:50:41Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998155.37007-6caecadd-6f02,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.5,0.3589743673801422,0.5,0.36283186078071594,0.5,0.3589743673801422,MRICore,5e-05,4.0,100.0,mixed_contrasts
7245998209.12932-97871ccf-4172,resenc_pretrained_mixed_contrasts_2025-07-31_22-55-47,finished,2025-07-31T22:56:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998209.12932-97871ccf-4172,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.5,0.3589743673801422,0.7132179737091064,0.7163591384887695,0.4935064911842346,0.4791666865348816,ResEncoder_Classifier,5e-05,4.0,100.0,mixed_contrasts
7245998195.37593-6cdbf817-b8c3,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-07-31_22-55-51,finished,2025-07-31T22:56:27Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998195.37593-6cdbf817-b8c3,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,200.0,0.5,0.3589743673801422,0.9028323888778688,0.9012345671653748,0.3863636255264282,0.3842364549636841,ResEncoder_Classifier,5e-05,1.0,200.0,mixed_contrasts
7245998181.67333-6261cf5b-bb24,resenc_multimodal_mm_mdae_pretrained_pretrained_mixed_contrasts_2025-07-31_22-56-49,finished,2025-07-31T22:57:19Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998181.67333-6261cf5b-bb24,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.4220779538154602,0.4166666865348816,0.8705743551254272,0.8720126152038574,0.6038961410522461,0.5993589758872986,ResEncoderMultiModal_Classifier,5e-05,4.0,100.0,mixed_contrasts
7245998168.85272-721f7035-ca4a,resenc_time_conditioned_pretrained_mixed_contrasts_2025-07-31_22-56-50,crashed,2025-07-31T22:57:35Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998168.85272-721f7035-ca4a,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,,,,,,,,,,,,mixed_contrasts
7245998222.74665-5998ec87-7eef,dinov2_pretrained_mixed_contrasts_2025-07-31_23-00-21,finished,2025-07-31T23:00:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts/runs/7245998222.74665-5998ec87-7eef,july_stratified_tcga_gbm_dss_1year_single_mixed_contrasts,100.0,0.5,0.3589743673801422,0.6081825494766235,0.601702094078064,0.5,0.3589743673801422,dinov2,5e-05,1.0,50.0,mixed_contrasts
