run_id,run_name,state,created_at,url,project,metric_epoch,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Val/Balanced_Accuracy,metric_Val/F1,config_model,config_learning_rate,config_batch_size,config_epochs,modality
7245977075.40912-ac9c949a-42a7,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_06-25-49,finished,2025-08-01T04:44:27Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245977075.40912-ac9c949a-42a7,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.471255898475647,0.4626454114913941,0.7897995710372925,0.7914438247680664,0.630011796951294,0.6297740936279297,ResEncoder_Classifier,2e-05,4.0,200.0,T1
7245976260.59495-3809b8f9-7b4e,resenc_time_conditioned_pretrained_t1_2025-08-01_06-12-53,finished,2025-08-01T04:55:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245976260.59495-3809b8f9-7b4e,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.5,0.3535911738872528,0.7891607284545898,0.7920424938201904,0.5655955076217651,0.5655080080032349,ResEncTimeConditioned,2e-05,4.0,200.0,T1
7245974479.13057-f2acbebb-fab9,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_05-29-01,finished,2025-08-01T05:29:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245974479.13057-f2acbebb-fab9,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.5225530862808228,0.4935820698738098,0.6752653121948242,0.6760942935943604,0.5688384771347046,0.5688384771347046,ResEncoder_Classifier,2e-05,1.0,200.0,T1
7245973625.71453-659e2087-2eab,resenc_time_conditioned_pretrained_t1_2025-08-01_05-38-00,finished,2025-08-01T05:39:22Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245973625.71453-659e2087-2eab,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.5371462106704712,0.4555519819259643,0.6553164720535278,0.6552034020423889,0.5717865228652954,0.5710437297821045,ResEncTimeConditioned,2e-05,1.0,200.0,T1
7245972768.39088-a24245cc-3f35,brainiac_pretrained_t1_2025-08-01_06-03-44,finished,2025-08-01T06:04:06Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245972768.39088-a24245cc-3f35,july_stratified_upenn_gbm_survival_1year_single_t1,100.0,0.5393573045730591,0.4447457790374756,0.6379716992378235,0.6357929706573486,0.5588148832321167,0.5425676107406616,brainiac,0.0001,1.0,100.0,T1
7245971937.17177-84fc9f79-7207,mri_core_pretrained_t1_2025-08-01_06-19-49,finished,2025-08-01T06:20:22Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245971937.17177-84fc9f79-7207,july_stratified_upenn_gbm_survival_1year_single_t1,100.0,0.5,0.3535911738872528,0.49715015292167664,0.4138072431087494,0.5,0.3535911738872528,MRICore,0.0001,1.0,100.0,T1
7245971127.39371-0e9c16da-fc7c,brainmvp_pretrained_t1_2025-08-01_06-27-21,finished,2025-08-01T06:27:45Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245971127.39371-0e9c16da-fc7c,july_stratified_upenn_gbm_survival_1year_single_t1,100.0,0.47715210914611816,0.442307710647583,0.5247641801834106,0.49983763694763184,0.5,0.3535911738872528,brainmvp,0.0001,1.0,100.0,T1
7245970333.73685-84364a3a-3cfe,resenc_time_conditioned_pretrained_t1_2025-08-01_06-35-32,finished,2025-08-01T06:36:18Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245970333.73685-84364a3a-3cfe,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.5,0.3535911738872528,0.6031348705291748,0.6027826070785522,0.559699296951294,0.5555230975151062,ResEncTimeConditioned,0.0001,4.0,200.0,T1
7245969490.55717-f418387f-78a0,dinov2_pretrained_t1_2025-08-01_06-53-33,finished,2025-08-01T06:53:56Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245969490.55717-f418387f-78a0,july_stratified_upenn_gbm_survival_1year_single_t1,100.0,0.5,0.3535911738872528,0.49724841117858887,0.4300594031810761,0.5,0.3535911738872528,dinov2,0.0001,1.0,50.0,T1
7245968676.25335-bf3a6d3d-c64b,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_08-25-46,finished,2025-08-01T08:26:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_1year_single_t1/runs/7245968676.25335-bf3a6d3d-c64b,july_stratified_upenn_gbm_survival_1year_single_t1,200.0,0.4768573045730591,0.4039681851863861,0.7014052867889404,0.7026214599609375,0.5734080076217651,0.5732152462005615,ResEncoder_Classifier,0.0001,4.0,200.0,T1
