run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_depth,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_embed_dim,config_input_dim,config_mlp_ratio,config_num_heads,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_hidden_dim,config_image_size,config_max_epochs,config_patch_size,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_freeze_encoder,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_slice_aggregation,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_freeze_backbone,config_use_brainiac_preprocessing,config_dinov2_model_name,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch,config_dinov2_model_variant
7245464384.36771-dc00a1c7-9363,eva_swinunetr_pretrained_t2f_2025-08-07_15-20-31,finished,2025-08-07T03:12:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245464384.36771-dc00a1c7-9363,,fab431e1-91f4-4503-a23a-aaa9cf6b6621,t-jiachentu,False,0,Classification,200,16.0,False,Eva_MAE,200,False,1,multiclass,False,auto,False,864.0,3,2.66666667,12.0,AdamW,16-mixed,CosineAnneal,20,2,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-SwinUNETR/checkpoint_final.pth,0.2,0.6368995308876038,0.603378415107727,0.5614864826202393,0.4641081690788269,0.7526031732559204,0.988682210445404,0.9895710945129396,0.9737316370010376,0.9734326004981996,0.3622598350048065,0.8458772897720337,0.8485793471336365,0.7401247620582581,0.7338935732841492,0.6701156497001648,104931.0,1732,1754643004.372114,200,7.615242180436517e-09,11400,,False,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-SwinUNETR/checkpoint_final.pth,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate,
7245464389.74973-ad5b638c-d53b,eva_mae_pretrained_t2f_2025-08-07_03-14-04,finished,2025-08-07T03:14:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245464389.74973-ad5b638c-d53b,,c66488e3-62d3-417b-a040-5a053ef05c12,t-jiachentu,False,0,Classification,200,16.0,False,Eva_MAE,200,False,1,multiclass,False,auto,False,864.0,3,2.66666667,12.0,AdamW,16-mixed,CosineAnneal,20,2,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-MAE/checkpoint_final.pth,0.2,0.6207435131072998,0.6182432174682617,0.5719594359397888,0.5064102411270142,0.9525843858718872,0.9902793169021606,0.9901199340820312,0.9648710489273072,0.964576780796051,0.3796597719192505,0.990033745765686,0.9896050095558168,0.9466389417648317,0.9472222328186036,0.3990401923656464,57052.0,1000,1754593542.6827128,200,7.615242180436517e-09,11400,,False,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-MAE/checkpoint_final.pth,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate,
7245463115.72218-a981243d-ac75,eva_vf_pretrained_t2f_2025-08-07_15-23-34,finished,2025-08-07T03:31:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245463115.72218-a981243d-ac75,,df7631d6-c869-497d-84c0-e7fdff014ab7,t-jiachentu,False,0,Classification,200,16.0,False,Eva_MAE,200,False,1,multiclass,False,auto,False,864.0,3,2.66666667,12.0,AdamW,16-mixed,CosineAnneal,20,2,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-VF/checkpoint_final.pth,0.2,0.627025306224823,0.5925675630569458,0.6354729533195496,0.5898990035057068,0.9366707801818848,0.9962510466575624,0.9963146448135376,0.9871795177459716,0.9867191314697266,0.3402632772922516,1.0,1.0,1.0,1.0,0.32864078879356384,90831.0,1662,1754631337.7886136,200,7.615242180436517e-09,11400,,False,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-VF/checkpoint_final.pth,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate,
7245463080.36822-8579e9fe-765a,eva_mg_pretrained_t2f_2025-08-07_03-34-47,finished,2025-08-07T03:35:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245463080.36822-8579e9fe-765a,,611bbec0-51c0-486b-9b68-71cb577c2b29,t-jiachentu,False,0,Classification,200,16.0,False,Eva_MAE,200,False,1,multiclass,False,auto,False,864.0,3,2.66666667,12.0,AdamW,16-mixed,CosineAnneal,20,2,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-MG/checkpoint_final.pth,0.2,0.7563143968582153,0.7719594240188599,0.5364865064620972,0.41916412115097046,0.7974256277084351,0.9949119091033936,0.994824767112732,0.9648710489273072,0.964576780796051,0.366664320230484,0.9638429880142212,0.9632710218429564,0.9088703989982604,0.9078788161277772,0.44345182180404663,57757.0,1000,1754595490.1547518,200,7.615242180436517e-09,11400,,False,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-MG/checkpoint_final.pth,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate,
7245461820.93183-51b60134-996a,eva_simclr_pretrained_t2f_2025-08-07_03-48-46,finished,2025-08-07T03:49:25Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245461820.93183-51b60134-996a,,6405d64e-c9b0-4ff6-92a7-81ac4fd9c24c,t-jiachentu,False,0,Classification,200,16.0,False,Eva_MAE,200,False,1,multiclass,False,auto,False,864.0,3,2.66666667,12.0,AdamW,16-mixed,CosineAnneal,20,2,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,avg,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-SimCLR/checkpoint_final.pth,0.2,0.598395586013794,0.5692567825317383,0.5375000238418579,0.40310078859329224,0.901483416557312,0.9934273958206176,0.993256449699402,0.9737316370010376,0.9734326004981996,0.367179274559021,0.9214446544647216,0.924809455871582,0.8198198080062866,0.812544047832489,0.5508096218109131,59717.0,1000,1754598278.202253,200,7.615242180436517e-09,11400,,False,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/eva/PrimusM-OpenMind-SimCLR/checkpoint_final.pth,0.0,0.0,False,0.0,0.0,True,0.0,True,True,True,interpolate,
7245375613.14533-8b11912d-3e3c,dinov2_fb_pretrained_t2f_2025-08-08_09-25-25,finished,2025-08-08T08:39:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245375613.14533-8b11912d-3e3c,,4fed5353-b975-47db-b4b6-f1ef836a23a5,t-jiachentu,False,0,Classification,200,,False,dinov2_fb,50,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,1,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,,1,False,0,True,False,full,0.2,1,False,batchgenerators.get_training_transforms,10,mean,False,False,men_vs_met,True,power,3,False,1,True,epochwise,mean,,0.5,0.7966710329055786,0.7695945501327515,0.5,0.3245614171028137,1.0279576778411863,0.9051942229270936,0.903316855430603,0.8080843687057495,0.8086518049240112,0.525211751461029,0.8014901876449585,0.7886347770690918,0.6493416428565979,0.6125490069389343,0.675183117389679,40742.0,1049,1754683531.5059288,200,3.8076210902182585e-09,45200,,False,True,,,,,,,,,,,,,,,,,dinov2_vitl14
7245320096.24938-59a45899-57a3,resenc_MDAE_pretrained_t2f_2025-08-08_19-17-40,finished,2025-08-08T19:18:20Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245320096.24938-59a45899-57a3,,fc121b65-b718-4baa-9d2f-4b8a7acc6892,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,6e-05,,1,False,0,True,False,full,0.2,8,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_DDPM_90Mask_1500ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7844120264053345,0.7682431936264038,0.5874999761581421,0.4947305321693421,0.9021142721176147,0.9990751147270204,0.999058961868286,0.995726466178894,0.9955710172653198,0.3429396152496338,0.9760558605194092,0.9743589162826538,0.8839223980903625,0.8810641765594482,0.4814153909683227,14557.0,1000,1754695256.4698951,200,4.5691453082619125e-09,5800,,False,,,,,,,,,,,,,,,,,,
7245319285.71493-cfadc84d-01bd,resenc_MDAE_pretrained_t2f_2025-08-08_19-25-17,finished,2025-08-08T19:25:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245319285.71493-cfadc84d-01bd,,2ff31601-26c1-4bf8-82cc-25265f86e4eb,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,6e-05,,1,False,0,True,False,full,0.2,8,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_VE_90Mask_1500ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5551323890686035,0.5158783793449402,0.5864865183830261,0.5061224699020386,1.117714762687683,1.0,1.0,0.995412826538086,0.9955682158470154,0.3376794755458832,0.9894273281097412,0.9889119863510132,0.9480249881744384,0.9473684430122375,0.39603328704833984,18202.0,1000,1754699356.6283865,200,4.5691453082619125e-09,5800,,False,,,,,,,,,,,,,,,,,,
7245318456.01713-65419726-53fa,resenc_MDAE_pretrained_t2f_2025-08-08_19-42-58,finished,2025-08-08T19:43:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245318456.01713-65419726-53fa,,c262687e-f516-4427-aac1-5a0b487358d6,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,6e-05,,1,False,0,True,False,full,0.2,8,False,batchgenerators.get_training_transforms,10,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_Flow90_b48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.9227907657623292,0.9344594478607178,0.7327702641487122,0.7269504070281982,0.6566234827041626,1.0,1.0,1.0,1.0,0.3366992175579071,0.9734642505645752,0.9722799062728882,0.8967429399490356,0.894444465637207,0.4485165476799011,15073.0,1000,1754697285.4269123,200,4.5691453082619125e-09,5800,,False,,,,,,,,,,,,,,,,,,
7245057000.93554-29aa1528-c0c8,resenc_c2s_pretrained_t2f_2025-08-11_20-12-17,finished,2025-08-11T20:12:52Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245057000.93554-29aa1528-c0c8,,08df435a-4361-400e-a337-66ef1d4b3e79,t-jiachentu,False,0,Classification,100,,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,100,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/c2s/Openmind/0702/Dataset005_OpenMind/BaseC2STrainer_BS48_1000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7473245859146118,0.7668918371200562,0.5739864706993103,0.4854559898376465,0.9574495553970336,0.9993809461593628,0.9993727207183838,0.9819650650024414,0.9822661876678468,0.3669656813144684,0.91702139377594,0.9216909408569336,0.8697158694267273,0.8683298826217651,0.5074542164802551,6940.0,500,1754950110.4354105,100,3.854818796385494e-08,5700,,False,,,,,,,,,,,,,,,,,,
7245050374.46451-d70efe29-a164,resenc_emdae_base_pretrained_t2f_2025-08-12_00-27-55,finished,2025-08-11T22:10:12Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245050374.46451-d70efe29-a164,,2eee46df-802e-458f-8b74-b51669738f64,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BS48_90Mask_1000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.8082849383354187,0.7898648977279663,0.6114864945411682,0.5455930233001709,0.7959113121032715,0.9990887641906738,0.9990590810775756,0.9862385392189026,0.9866940975189208,0.346871942281723,0.9549394249916076,0.9570339918136596,0.8461538553237915,0.8393234610557556,0.5132009387016296,21466.0,1471,1754972300.6136203,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
7245049603.66068-f9836a0c-15e1,resenc_emdae_bottleneck_pretrained_t2f_2025-08-12_00-27-58,finished,2025-08-11T22:16:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245049603.66068-f9836a0c-15e1,,db0a8e03-77eb-4fc0-823a-837ad1ca13b4,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BottleneckCorruption_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.9081295728683472,0.9050675630569458,0.5,0.3245614171028137,0.8077659010887146,0.999767541885376,0.9997647404670716,0.9862385392189026,0.9866940975189208,0.3440750241279602,0.9238400459289552,0.9251558780670166,0.8704088926315308,0.8680555820465088,0.5189610719680786,21045.0,1456,1754972317.2350516,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
7245048916.56340-ec141eff-f11a,resenc_emdae_bottleneck_flow_pretrained_t2f_2025-08-12_00-21-45,finished,2025-08-11T22:27:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245048916.56340-ec141eff-f11a,,1f251087-a56f-4499-8e42-e0dc33ccb183,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BottleneckCorruption_Flow_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.8115106821060181,0.8054053783416748,0.6104729771614075,0.5540817975997925,0.818531334400177,0.9998446106910706,0.999843180179596,0.990825653076172,0.9911330938339232,0.3400937616825104,1.0,1.0,0.9871795177459716,0.9868398308753968,0.33810853958129883,21816.0,1376,1754973600.533865,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
7245048605.58640-813a607f-f43d,resenc_VoCo_pretrained_t2f_2025-08-11_22-32-35,finished,2025-08-11T22:33:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245048605.58640-813a607f-f43d,,897dcbb9-e94a-4935-a2a0-d1b6a7eec900,t-jiachentu,False,0,Classification,180,,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,180,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,8,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,0.2,0.6655469536781311,0.6760134696960449,0.7094594240188599,0.6910867094993591,0.7462350130081177,1.0,1.0,1.0,1.0,0.32552316784858704,0.99732506275177,0.9972280263900756,0.9743589758872986,0.9736841917037964,0.3626244068145752,13227.0,900,1754964837.624117,180,6.746583127731344e-09,5220,,False,,,,,,,,,,,,,,,,,,
7245048159.41912-c0bb771d-2405,resenc_emdae_multistage_flow_pretrained_t2f_2025-08-11_22-39-49,finished,2025-08-11T22:40:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245048159.41912-c0bb771d-2405,,86bd718e-ed0e-48a5-9822-b041f264b94b,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_MultiStage_Flow_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7280676960945129,0.7239865064620972,0.5864865183830261,0.5061224699020386,1.1782974004745483,1.0,1.0,1.0,1.0,0.3312113881111145,0.999323844909668,0.9993070363998412,0.9736659526824952,0.9736659526824952,0.3503430485725403,15347.0,1000,1754967386.3101022,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
7245047473.11355-fe5f51f5-eae6,resenc_emdae_randmask_flow_pretrained_t2f_2025-08-11_22-51-14,finished,2025-08-11T22:51:47Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245047473.11355-fe5f51f5-eae6,,4be70ca7-9d37-4693-b9b9-9d5f2beedf2f,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_BottleneckCorruption_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.6163877248764038,0.5939189195632935,0.5469594597816467,0.4669230580329895,0.9529331922531128,0.9986900091171264,0.9986670017242432,0.9822787046432496,0.9822787046432496,0.3512522280216217,0.9178714156150818,0.9175329208374025,0.8589743375778198,0.853204607963562,0.5267539620399475,14061.0,1000,1754966766.155351,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
7245046788.69026-88a5ca8d-ec48,resenc_emdae_randmask_multistage_pretrained_t2f_2025-08-12_00-01-42,finished,2025-08-11T23:08:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t2f/runs/7245046788.69026-88a5ca8d-ec48,,68130ce1-4fd6-4632-ae18-5a193ec2c55a,t-jiachentu,False,0,Classification,200,,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,,3,,,AdamW,16-mixed,CosineAnneal,20,4,False,,,200,,True,True,0,gpu,0.2,2,16,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,,1,False,0,True,False,full,0.2,4,False,batchgenerators.get_training_transforms,30,,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_MultiStage_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.6994289755821228,0.6675676107406616,0.6729729771614075,0.6404454112052917,0.7972859144210815,1.0,1.0,1.0,1.0,0.33334946632385254,1.0,1.0,1.0,1.0,0.3271511495113373,14643.0,1082,1754969986.0207534,200,5.330669526305569e-09,11400,,False,,,,,,,,,,,,,,,,,,
