run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_fusion_method,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step
77sr7al8,2025-07-08_06-22-35_survival_1year,failed,2025-07-08T06:22:49Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_multi_mod_0_1_2_3_shared_concatenate_pretrained/runs/77sr7al8,,b88b16fa-dfb4-4f49-82de-fe4577dcdcb6,t-jiachentu,0.0001,False,0,Classification,300,False,ResEncoderShared_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,concatenate,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,184.48714439,0,1751955953.105342,4.761904761904762e-06,0
8ff4eyor,2025-07-08_06-27-56_survival_1year,failed,2025-07-08T06:28:10Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_multi_mod_0_1_2_3_shared_concatenate_pretrained/runs/8ff4eyor,,7f0be246-dbe2-4790-93ca-90e66e60c721,t-jiachentu,0.0001,False,0,Classification,300,False,ResEncoderShared_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,concatenate,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,173.299267074,0,1751956262.8974624,4.761904761904762e-06,0
