run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric__runtime,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_dinov2_model_name,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7246061869.08380-a72ad940-3f16,mri_core_frozen_t2_2025-07-31_05-08-49,failed,2025-07-31T05:09:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061869.08380-a72ad940-3f16,,22ec02f6-23bb-4b6e-9e8e-9c87ae99fae4,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,8.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,890.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,True,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246062307.97413-81ee163f-53f7,brainmvp_pretrained_t2_2025-07-31_05-12-59,finished,2025-07-31T05:13:34Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246062307.97413-81ee163f-53f7,,0b0fe50c-1a6a-4973-8baf-6c729ad5600f,t-jiachentu,False,0,Classification,100.0,False,brainmvp,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,5760.0,,,,,,,,,,,,,,0.653798520565033,0.6593406200408936,0.5,0.4406779706478119,0.7843594551086426,0.688366174697876,0.7645915746688843,0.5690361857414246,0.5738779902458191,0.540477454662323,0.6773896217346191,0.7294372320175171,0.5,0.4399999976158142,0.7126109004020691,500.0,1753944573.4252074,100.0,7.709637592770997e-09,7400.0,,,,,,,,,,,,
7246061569.57122-e20ffae9-7beb,resenc_pretrained_t2_2025-07-31_05-14-17,finished,2025-07-31T05:14:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061569.57122-e20ffae9-7beb,,be809fb8-c834-4018-a62c-3fa39703413b,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,0.2,11585.0,,,,,,,,,,,,,,0.6968395113945007,0.7829670310020447,0.5,0.4406779706478119,0.5463571548461914,0.8981391787528992,0.9189160466194152,0.5,0.441904753446579,0.5036312937736511,0.819390058517456,0.822510838508606,0.5,0.4399999976158142,0.5339443683624268,500.0,1753950477.700675,100.0,7.709637592770997e-09,3700.0,,,,,,,,,,,,
7246061718.64247-2ec87652-e167,mri_core_pretrained_t2_2025-07-31_05-15-47,finished,2025-07-31T05:16:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061718.64247-2ec87652-e167,,816a8847-ea40-4e29-8fbc-dded8ec13e20,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,0.5,15621.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,,,,,0.526710569858551,0.553418755531311,0.5,0.4406779706478119,0.5830086469650269,0.5166105628013611,0.5028617978096008,0.5,0.441904753446579,0.5799497961997986,0.5647847652435303,0.6317254304885864,0.5,0.4399999976158142,0.5847442150115967,500.0,1753954617.8727522,100.0,7.709637592770997e-09,14700.0,,,,,,,,,,,,
7246061267.29579-0cb5cc7b-2934,resenc_multimodal_mm_mdae_pretrained_pretrained_t2_2025-07-31_05-17-46,finished,2025-07-31T05:18:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061267.29579-0cb5cc7b-2934,,02cd7d0b-a492-4157-9acb-9d64ae428e1c,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,11486.0,,,,,,,,,,,,,,0.7342071533203125,0.7759462594985962,0.5979853272438049,0.6093974113464355,0.5612936615943909,0.988842248916626,0.9947004318237304,0.9525508880615234,0.9580829739570618,0.37955453991889954,0.780985951423645,0.8033396005630493,0.7294372320175171,0.7501274943351746,0.5448786020278931,500.0,1753950580.3294544,100.0,7.709637592770997e-09,3700.0,,,,,,,,,,,,
7246061418.32570-b9452896-368c,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-07-31_11-03-13,finished,2025-07-31T05:22:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061418.32570-b9452896-368c,,f5a0bebf-3555-442e-92f1-57e202dc5bfc,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,5e-06,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,42235.0,,,,,,,,,,,,,,0.763863742351532,0.7661782503128052,0.6712453961372375,0.7018072605133057,0.5706923604011536,0.999298632144928,0.9996466636657716,0.9732546806335448,0.9790414571762084,0.34934160113334656,0.7790485620498657,0.7714903950691223,0.6948052048683167,0.7267149686813354,0.5661656260490417,1886.0,1753982758.6532495,200.0,3.8076210902182607e-10,7400.0,,,,,,,,,,,,
7246061119.67870-c43b0659-ecf8,resenc_time_conditioned_pretrained_t2_2025-07-31_05-26-23,finished,2025-07-31T05:27:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246061119.67870-c43b0659-ecf8,,281d62a4-1954-49ea-90b2-c7eda5cefc03,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,5e-06,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,22069.0,,,,,,,,False,,256.0,0.5,64.0,,0.6005600690841675,0.6688033938407898,0.5219780206680298,0.5068225860595703,0.6205447316169739,0.9840280413627625,0.9834652543067932,0.9465093612670898,0.9575546979904176,0.35945409536361694,0.7752268314361572,0.7891156673431396,0.6926407217979431,0.7061958909034729,0.5742344260215759,1000.0,1753961698.0127473,200.0,3.8076210902182607e-10,29400.0,,,,,,,,,,,,
7246058049.82356-03fffc25-779d,brainiac_pretrained_t2_2025-07-31_06-12-06,finished,2025-07-31T06:12:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246058049.82356-03fffc25-779d,,b119447a-778e-4663-bcb8-d5d2e097f226,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,8531.0,,,,,,,,,,,,,,0.6388479471206665,0.6623931527137756,0.5961538553237915,0.6008708477020264,0.6406760811805725,0.8668242692947388,0.8846099376678467,0.7515192031860352,0.7916945219039917,0.4815588891506195,0.6696372032165527,0.7050092816352844,0.6255411505699158,0.6318798065185547,0.8148233890533447,500.0,1753950890.704556,100.0,7.709637592770997e-09,7400.0,,,,,,,,,,,,
7246055928.37813-66fc3ba3-5dcb,brainiac_scratch_t2_2025-07-31_06-46-31,finished,2025-07-31T06:46:55Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246055928.37813-66fc3ba3-5dcb,,a77d9fdb-06f7-4676-a1d5-fa07558801fb,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,,True,0.0,8365.0,,,,,,,,,,,,,,0.6651589274406433,0.7442002296447754,0.5,0.4406779706478119,0.5521520972251892,0.8234255909919739,0.8820661306381226,0.6367651224136353,0.6664769649505615,0.4970780313014984,0.617891788482666,0.6873840093612671,0.6385281682014465,0.6501784920692444,0.5901570916175842,500.0,1753952780.181379,100.0,7.709637592770997e-09,7400.0,,,,,,,,,,,,
7246055718.26341-74b0bb53-fb22,dinov2_frozen_t2_2025-07-31_06-56-16,finished,2025-07-31T06:56:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7246055718.26341-74b0bb53-fb22,,51b7e7d2-d93a-4077-af23-8f988818ad4b,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,True,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,False,epochwise,mean,,True,0.5,6308.0,,,,,,,,,mean,,,,facebook/dinov2-base,0.635826587677002,0.6962759494781494,0.5,0.4406779706478119,0.5711244344711304,0.5848326683044434,0.6490248441696167,0.5496396422386169,0.5502790808677673,0.5887560844421387,0.6975047588348389,0.7247990369796753,0.5,0.4399999976158142,0.5686571002006531,500.0,1753951307.0826535,100.0,7.709637592770997e-09,7400.0,,,,,,,,,,,,
7245995866.49828-7cb32736-c1c7,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-07-31_23-27-11,finished,2025-07-31T23:27:52Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245995866.49828-7cb32736-c1c7,,deba2370-3d18-442c-abe6-b5a3e16d443e,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,5e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,19324.0,,,,,,,,,,,,,,0.7616807818412781,0.7985348105430603,0.6978021860122681,0.6978021860122681,0.5647454857826233,0.9823112487792968,0.9850904941558838,0.9465093612670898,0.9575546979904176,0.3664068877696991,0.812771201133728,0.8064316511154175,0.7662338018417358,0.7958333492279053,0.5249006152153015,1000.0,1754023796.111444,200.0,3.8076210902182585e-09,7400.0,,,,,,,,,,,,
7245995614.07202-b2475ad3-e189,resenc_time_conditioned_pretrained_t2_2025-07-31_23-37-51,finished,2025-07-31T23:39:24Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245995614.07202-b2475ad3-e189,,fde61777-5073-4751-abf7-b6862f174bcd,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,5e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,18908.0,,,,,,,,False,,256.0,0.5,64.0,,0.6545013785362244,0.7142857313156128,0.5824176073074341,0.5925925970077515,0.5886748433113098,0.9428794384002686,0.9499717354774476,0.890439510345459,0.895207405090332,0.41705322265625,0.7548301219940186,0.761904776096344,0.6471861600875854,0.6742912530899048,0.5373385548591614,1000.0,1754024070.4444897,200.0,3.8076210902182585e-09,14800.0,,,,,,,,,,,,
7245976925.23938-9e8ba372-52c2,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-01_06-29-25,finished,2025-08-01T04:44:27Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245976925.23938-9e8ba372-52c2,,9490281f-fe32-4676-8c74-3b73646bf08c,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,27675.0,,,,,,,,,,,,,,0.7243834733963013,0.7576313018798828,0.7087912559509277,0.6980392336845398,0.5997046232223511,0.9944396018981934,0.9966082572937012,0.9754098653793336,0.9841829538345336,0.35442841053009033,0.7352940440177917,0.7687074542045593,0.7359307408332825,0.761805534362793,0.5643969774246216,1246.0,1754051879.4094656,200.0,1.5230484360873043e-09,7400.0,,,,,,,,,,,,
7245976120.11471-e25beb89-7222,resenc_time_conditioned_pretrained_t2_2025-08-01_05-01-30,finished,2025-08-01T05:02:43Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245976120.11471-e25beb89-7222,,28388f04-3cb2-4589-a756-2c64c2a3fe2f,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,19431.0,,,,,,,,False,,256.0,0.5,64.0,,0.792777419090271,0.8156287670135498,0.6648351550102234,0.6909090876579285,0.5336185693740845,0.983585238456726,0.980709433555603,0.9672131538391112,0.9787773489952089,0.34978413581848145,0.8532874584197998,0.8423005938529968,0.7835497856140137,0.8041305541992188,0.4945127665996551,1000.0,1754043992.883823,200.0,1.5230484360873043e-09,14800.0,,,,,,,,,,,,
7245974330.42051-8b82c174-8aed,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-01_05-57-02,finished,2025-08-01T05:37:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245974330.42051-8b82c174-8aed,,a8ba421d-1040-4491-b6ab-6721cfdb0b78,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,19841.0,,,,,,,,,,,,,,0.6403810381889343,0.6819291114807129,0.541208803653717,0.5258620381355286,0.597920835018158,0.973645806312561,0.9775296449661256,0.91976398229599,0.9355099201202391,0.38536742329597473,0.7780404090881348,0.7671613693237305,0.701298713684082,0.7385671138763428,0.5417056083679199,1006.0,1754047186.9318523,200.0,1.5230484360873043e-09,58600.0,,,,,,,,,,,,
7245973443.41817-fe9909dc-5beb,resenc_time_conditioned_pretrained_t2_2025-08-01_06-03-08,finished,2025-08-01T05:43:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245973443.41817-fe9909dc-5beb,,1f0fd7f8-87af-489d-b8ad-a665d7e4292c,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,False,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.5,21436.0,,,,,,,,False,,256.0,0.5,64.0,,0.7376691699028015,0.7893773317337036,0.569597065448761,0.5758008360862732,0.592361330986023,0.9894824624061584,0.9934284687042236,0.9607475996017456,0.9635474681854248,0.3612067401409149,0.833545446395874,0.8466295003890991,0.7186146974563599,0.7509077787399292,0.517582893371582,1000.0,1754049546.5852757,200.0,1.5230484360873043e-09,58600.0,,,,,,,,,,,,
7245972615.86330-2b55a32a-48a3,brainiac_pretrained_t2_2025-08-01_06-07-34,finished,2025-08-01T06:07:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_t2/runs/7245972615.86330-2b55a32a-48a3,,847e3fc9-7e1f-4868-9bb7-06e542acdea7,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,2.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,idh_classification,True,power,3.0,False,1.0,False,epochwise,cls_token,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,9783.0,,,,,,,,,,,,,,0.6417587399482727,0.7307692766189575,0.5457875728607178,0.542436957359314,0.7288183569908142,0.8824512958526611,0.9221311807632446,0.7877684831619263,0.8097402453422546,0.4637344479560852,0.7130601406097412,0.7544836401939392,0.6341991424560547,0.6538389921188354,0.6358171701431274,500.0,1754038261.0083425,100.0,3.854818796385494e-08,7400.0,,,,,,,,,,,,
