benchmark,modality,run_id,run_name,created_at,state,noise_type,masking_ratio,test_auroc,test_ap,test_f1,test_balanced_acc,test_loss,val_auroc,val_ap,val_f1,val_balanced_acc,val_loss,train_auroc,train_ap,train_loss,notes,tags
upenn_gbm_gender,t2,7245319010.57016-4de443c3-b4de,resenc_MDAE_pretrained_t2_2025-08-08_19-28-47,2025-08-08T19:29:28Z,finished,VE,90,0.806535005569458,0.8098353743553162,0.49444442987442017,0.5566869378089905,0.6498001217842102,0.8726444244384766,0.8714060187339783,0.8360834121704102,0.8294832706451416,0.5558865070343018,0.9894461631774902,0.9894735813140868,0.38973894715309143,MDAE ablation Noise Corruption VE M90 on upenn_gbm gender with t2,
upenn_gbm_gender,t2,7245318189.46152-d9b8ec24-4e05,resenc_MDAE_pretrained_t2_2025-08-08_19-51-02,2025-08-08T19:51:36Z,finished,Flow,90,0.8402736186981201,0.8357075452804565,0.6822752356529236,0.725227952003479,0.6346439719200134,0.849088191986084,0.842026948928833,0.7771428823471069,0.7691489458084106,0.5995478630065918,0.9853427410125732,0.9852524995803832,0.3984737694263458,MDAE ablation Noise Corruption Flow M90 on upenn_gbm gender with t2,
upenn_gbm_survival_18month,flair,7245319629.45769-e7786535-6887,resenc_MDAE_pretrained_flair_2025-08-08_19-19-16,2025-08-08T19:19:50Z,finished,VP,90,0.4956183135509491,0.5068909525871277,0.4010152220726013,0.5,0.7162838578224182,0.6735509634017944,0.6415219306945801,0.6127177476882935,0.6092604994773865,0.7056539058685303,0.9307677745819092,0.927330195903778,0.4740038216114044,MDAE ablation Noise Corruption VP M90 on upenn_gbm survival_18month with flair,
upenn_gbm_survival_18month,flair,7245318821.17395-f33b3e25-a4d0,resenc_MDAE_pretrained_flair_2025-08-08_19-32-15,2025-08-08T19:32:53Z,finished,VE,90,0.6012657880783081,0.5816180109977722,0.48695653676986694,0.532294750213623,0.7012349367141724,0.6084277629852295,0.583358108997345,0.5779221057891846,0.5761159658432007,0.7865150570869446,0.9411286115646362,0.9369083642959596,0.4602508544921875,MDAE ablation Noise Corruption VE M90 on upenn_gbm survival_18month with flair,
upenn_gbm_survival_18month,flair,7245318009.57748-cb90ad44-2dae,resenc_MDAE_pretrained_flair_2025-08-08_19-46-48,2025-08-08T19:47:22Z,finished,Flow,90,0.49334633350372314,0.5398892164230347,0.5083333253860474,0.5202856063842773,0.7410246729850769,0.6014323830604553,0.5897150039672852,0.45674216747283936,0.4713524281978607,0.7585375905036926,0.8983903527259827,0.897864580154419,0.5015663504600525,MDAE ablation Noise Corruption Flow M90 on upenn_gbm survival_18month with flair,
upenn_gbm_survival_18month,t2,7245319643.24665-6fc167ce-482f,resenc_MDAE_pretrained_t2_2025-08-08_19-18-59,2025-08-08T19:19:34Z,finished,VP,90,0.5876338481903076,0.5799214839935303,0.4903063774108886,0.5136319398880005,0.656757652759552,0.6195869445800781,0.5946526527404785,0.5764411091804504,0.5756162405014038,0.6710633635520935,0.8230897188186646,0.7996811866760254,0.5639986991882324,MDAE ablation Noise Corruption VP M90 on upenn_gbm survival_18month with t2,
upenn_gbm_survival_18month,t2,7245318834.20388-0cb23797-4b0c,resenc_MDAE_pretrained_t2_2025-08-08_19-31-39,2025-08-08T19:32:16Z,finished,VE,90,0.5236935615539551,0.5404793620109558,0.49709415435791016,0.5137942433357239,0.6749261617660522,0.6109260320663452,0.5919835567474365,0.5232105255126953,0.5244836807250977,0.6687380075454712,0.7877335548400879,0.768660306930542,0.5809645056724548,MDAE ablation Noise Corruption VE M90 on upenn_gbm survival_18month with t2,
upenn_gbm_survival_18month,t2,7245318023.03410-00da309e-c28a,resenc_MDAE_pretrained_t2_2025-08-08_19-46-58,2025-08-08T19:47:33Z,finished,Flow,90,0.6520609855651855,0.6190552115440369,0.467096745967865,0.5069782733917236,0.6425090432167053,0.5852764844894409,0.596835196018219,0.5169960260391235,0.5181545615196228,0.7462785243988037,0.942164659500122,0.9419659376144408,0.4620509445667267,MDAE ablation Noise Corruption Flow M90 on upenn_gbm survival_18month with t2,
rsna_miccai_brain_tumor_mgmt_methylation,flair,7245320042.94913-d6b14267-7926,resenc_MDAE_pretrained_flair_2025-08-08_19-19-54,2025-08-08T19:20:38Z,finished,VP,90,0.5660676956176758,0.5815131664276123,0.5514870882034302,0.5515327453613281,0.6884768009185791,0.48473501205444336,0.5055477023124695,0.4692914485931397,0.4760944843292236,0.8160424828529358,0.8254826068878174,0.8297922015190125,0.5829941034317017,MDAE ablation Noise Corruption VP M90 on rsna_miccai_brain_tumor mgmt_methylation with flair,
rsna_miccai_brain_tumor_mgmt_methylation,flair,7245319233.72619-329007e9-5d5c,resenc_MDAE_pretrained_flair_2025-08-08_19-31-18,2025-08-08T19:31:52Z,finished,VE,90,0.4693446159362793,0.49954891204833984,0.4824851155281067,0.48255813121795654,0.876982569694519,0.5743087530136108,0.5645676255226135,0.5662702322006226,0.5662442445755005,0.7972478270530701,0.8935374021530151,0.8914498686790466,0.5321951508522034,MDAE ablation Noise Corruption VE M90 on rsna_miccai_brain_tumor mgmt_methylation with flair,
rsna_miccai_brain_tumor_mgmt_methylation,flair,7245318393.66348-ef33b515-6bfd,resenc_MDAE_pretrained_flair_2025-08-08_19-41-22,2025-08-08T19:41:58Z,finished,Flow,90,0.47780126333236694,0.4906167984008789,0.47816988825798035,0.5031712651252747,0.7014163136482239,0.5011520981788635,0.5425530076026917,0.5067106485366821,0.5109447240829468,0.7421775460243225,0.715627908706665,0.7009400129318237,0.6471718549728394,MDAE ablation Noise Corruption Flow M90 on rsna_miccai_brain_tumor mgmt_methylation with flair,
upenn_gbm_idh1_status,t1,7245319723.87309-9e2dabfb-9754,resenc_MDAE_pretrained_t1_2025-08-08_19-16-43,2025-08-08T19:17:17Z,finished,VP,90,0.45262640714645386,0.4895787835121155,0.45116278529167175,0.5,0.5558123588562012,0.5029761791229248,0.523259699344635,0.4507042169570923,0.5,0.5548486113548279,0.5594475269317627,0.5365802645683289,0.54952472448349,MDAE ablation Noise Corruption VP M90 on upenn_gbm idh1_status with t1,
upenn_gbm_idh1_status,t1,7245318926.85709-463cc358-e04f,resenc_MDAE_pretrained_t1_2025-08-08_19-31-36,2025-08-08T19:32:09Z,finished,VE,90,0.40942561626434326,0.4821709096431732,0.45116278529167175,0.5,0.5674124360084534,0.5178571343421936,0.5312479138374329,0.4507042169570923,0.5,0.5550404787063599,0.5321345329284668,0.5271707773208618,0.5503782629966736,MDAE ablation Noise Corruption VE M90 on upenn_gbm idh1_status with t1,
upenn_gbm_idh1_status,t1,7245318102.55276-fc258929-ddb5,resenc_MDAE_pretrained_t1_2025-08-08_19-44-12,2025-08-08T19:45:00Z,finished,Flow,90,0.44477173686027527,0.4937325716018677,0.45116278529167175,0.5,0.5551584362983704,0.4526289701461792,0.48124149441719055,0.4507042169570923,0.5,0.5656754970550537,0.648391842842102,0.6043529510498047,0.5390613079071045,MDAE ablation Noise Corruption Flow M90 on upenn_gbm idh1_status with t1,
upenn_gbm_survival_18month,t1,7245319669.88638-d46808b2-5595,resenc_MDAE_pretrained_t1_2025-08-08_19-17-29,2025-08-08T19:18:02Z,finished,VP,90,0.5580980777740479,0.5713833570480347,0.4010152220726013,0.5,0.7496519088745117,0.5692871809005737,0.5558727979660034,0.393782377243042,0.4810126721858978,0.6522824764251709,0.6268640756607056,0.6116711497306824,0.6411913633346558,MDAE ablation Noise Corruption VP M90 on upenn_gbm survival_18month with t1,
upenn_gbm_survival_18month,t1,7245318865.78172-7e43b893-b277,resenc_MDAE_pretrained_t1_2025-08-08_19-31-31,2025-08-08T19:32:04Z,finished,VE,90,0.46738070249557495,0.492995172739029,0.4066091775894165,0.45309966802597046,0.7207571268081665,0.5276482105255127,0.5372329950332642,0.4781064987182617,0.48500996828079224,0.7284733057022095,0.8181313276290894,0.8114194869995117,0.5643627643585205,MDAE ablation Noise Corruption VE M90 on upenn_gbm survival_18month with t1,
