run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_squeeze_excitation,config_zero_init_residual,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_epoch,config_log_every_n_steps
zoy8a250,2025-06-13_21-06-05,crashed,2025-06-13T21:06:13Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/zoy8a250,,a8e8d428-be1e-4bb6-ab77-d6d3a892f8b3,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,8,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,9570.588546613,1308.0,1749858342.8098953,4.669547078371506e-05,218.0,0.9727868437767028,0.978348970413208,0.9377289414405824,0.9296977519989014,0.40316179394721985,0.8541478514671326,0.8533724546432495,0.7082111835479736,0.7142857313156128,0.5830177068710327,217.0,
yj6mkxio,2025-06-13_23-47-40,crashed,2025-06-13T23:47:47Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/yj6mkxio,,f8d4b52c-9149-4d2f-b2c2-522d3279a8a8,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,8,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,19899.410182395,2304.0,1749878365.683619,4.3679653365124035e-07,384.0,0.986475110054016,0.9868524074554444,0.9835819005966188,0.9805948734283448,0.3660103380680084,0.8814318180084229,0.9237536191940308,0.8152492642402649,0.8152492642402649,0.5042372941970825,383.0,
5y1d65xl,2025-06-14_00-01-10,failed,2025-06-14T00:01:18Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/5y1d65xl,,7fd7e5ca-4df3-4eed-b928-342c9039b2c2,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,2,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,1109.680019901,78.0,1749860385.9664197,6.666666666666667e-05,39.0,0.4902191758155823,0.450484037399292,0.5,0.424855500459671,0.6358648538589478,0.6176333427429199,0.5909091234207153,0.5,0.4246575236320496,0.633751392364502,12.0,
d5pjx4ky,2025-06-14_00-21-06,finished,2025-06-14T00:21:22Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/d5pjx4ky,,8ebc7dad-c50a-4b50-ba46-db0c120a202c,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,4,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,716.106211262,46.0,1749861197.6129549,3.80952380952381e-05,15.0,0.5525516271591187,0.5726059675216675,0.5,0.424855500459671,0.6570730805397034,0.6146225929260254,0.5923753976821899,0.5,0.4246575236320496,0.646054208278656,7.0,
b5n8aa3k,2025-06-18_21-11-20,crashed,2025-06-18T21:11:25Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/b5n8aa3k,,85d698df-6bd8-44fd-b924-ad0505bb03f1,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,44.418976624,4.0,1750281128.6128466,4.761904761904762e-06,4.0,,,,,,0.5996671915054321,0.5571846961975098,0.5454545617103577,0.5138888955116272,0.6916793584823608,0.0,
51pdiahh,2025-06-18_21-17-25,finished,2025-06-18T21:17:30Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/51pdiahh,,8789bb0a-c5e1-407f-8d49-a0c9f713e504,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,36.615561946,4.0,1750281486.1627853,4.761904761904762e-06,4.0,,,,,,0.6813459396362305,0.6950146555900574,0.5,0.2075471729040146,0.6941743493080139,0.0,
wu18pqok,2025-06-18_21-21-08,crashed,2025-06-18T21:21:13Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/wu18pqok,,55cdbb00-f379-4820-8463-7dad76671dcc,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,8,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,44.691347739,4.0,1750281716.8976076,4.761904761904762e-06,0.0,,,,,,0.5419664978981018,0.4853372573852539,0.5,0.4246575236320496,0.6888009309768677,0.0,
331jvqtf,2025-06-18_21-27-29,crashed,2025-06-18T21:27:33Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/331jvqtf,,1ce6adbb-a5f6-4bd8-85d4-93be39c1677c,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/home/t-jiachentu/repos/benchmarking/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,8,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,43.887742699,4.0,1750282096.864148,4.761904761904762e-06,0.0,,,,,,0.5513064861297607,0.5029325485229492,0.5,0.4246575236320496,0.6824148893356323,0.0,10.0
ngt86d7s,2025-06-19_01-18-39,finished,2025-06-19T01:18:44Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/ngt86d7s,,e532744a-74b7-45ed-b0f2-05a4b56eaec4,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,/mnt/hanoverdev/scratch/t-jiachen/nnssl/pretrained_ckpts/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,8,False,400,True,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,43.730119451,4.0,1750295967.530713,4.761904761904762e-06,0.0,,,,,,0.7725573778152466,0.7712609767913818,0.5,0.2075471729040146,0.6980387568473816,0.0,10.0
wl28cvs9,2025-06-22_02-33-34,finished,2025-06-22T02:33:40Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_classification/runs/wl28cvs9,,c6a5b4a5-536c-4f89-b810-bef98e21f440,t-jiachentu,0.0001,False,0,Classification,400,False,ResEncoder_Classifier,400,False,1,multiclass,False,ddp_find_unused_parameters_true,True,,3,AdamW,16-mixed,CosineAnneal,20,4,False,400,False,True,0,gpu,0.2,2,12,val,False,0,False,0.01,/home/t-jiachentu/repos/BrainMVP/data/downstream/brats2018_dataset,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,False,False,True,False,48,epochwise,0.2,35.101291698,4.0,1750559654.3404822,4.761904761904762e-06,1.0,,,,,,0.7447845935821533,0.8211144208908081,0.6173020601272583,0.6259109377861023,0.6918608546257019,0.0,10.0
