run_id,run_name,state,created_at,url,project,project_variant,metric_Test_AUROC,metric_Test_AP,metric_Test_F1,metric_Test_Balanced_Accuracy,metric_epoch,metric_Val_AUROC,metric_Val_AP,metric_Val_F1,metric_Val_Balanced_Accuracy,metric_Train_AP,metric_Train_AUROC,metric_Train_Balanced_Accuracy,metric_Train_F1,config_model,config_learning_rate,config_batch_size,config_epochs,method_extracted,benchmark,modalities
7245191876.49333-f449c4f4-8f9e,brainiac_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_06-44-29,finished,2025-08-10T06:44:50Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245191876.49333-f449c4f4-8f9e,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.6015872955322266,0.6065446734428406,0.5644943714141846,0.561904788017273,200.0,0.6396825313568115,0.6310054659843445,0.4631578922271729,0.49761903285980225,1.0,1.0,1.0,1.0,brainiac,6e-05,1.0,200.0,brainiac_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245191850.02639-736dd1a0-af85,brainiac_scratch_multi_flair_t1_t1ce_t2_2025-08-10_06-51-28,finished,2025-08-10T06:51:52Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245191850.02639-736dd1a0-af85,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.7317460179328918,0.6867483854293823,0.42424243688583374,0.5,200.0,0.5111110806465149,0.5418731570243835,0.4815039336681366,0.5214285850524902,0.9953807592391968,0.9970017075538636,0.9547618627548218,0.9547618627548218,brainiac,6e-05,1.0,200.0,brainiac_scratch,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245191105.20592-22c735a6-d92a,brainmvp_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-03-25,finished,2025-08-10T07:03:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245191105.20592-22c735a6-d92a,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.8523809909820557,0.8361515998840332,0.7632890343666077,0.7523809671401978,200.0,0.7976190447807312,0.720134437084198,0.7143334150314331,0.7785714268684387,0.983473777770996,0.98430335521698,0.9515873193740844,0.9614604711532592,brainmvp,6e-05,1.0,200.0,brainmvp_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245190694.83084-47e082a3-3351,dinov2_frozen_multi_flair_t1_t1ce_t2_2025-08-10_07-04-16,failed,2025-08-10T07:04:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245190694.83084-47e082a3-3351,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,,,,,,,,,,,,,,dinov2,0.0001,4.0,50.0,dinov2_frozen,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245190665.61954-c0925638-ce09,dinov2_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-04-41,failed,2025-08-10T07:05:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245190665.61954-c0925638-ce09,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,,,,,,,,,,,,,,,,,,dinov2_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245189895.22308-344591af-73cc,mri_core_frozen_multi_flair_t1_t1ce_t2_2025-08-10_07-17-18,failed,2025-08-10T07:18:19Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245189895.22308-344591af-73cc,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,,,,,,,,,,,,,,MRICore,0.0001,4.0,100.0,mri_core_frozen,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245189869.22432-c498f1c7-a112,mri_core_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-17-48,failed,2025-08-10T07:18:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245189869.22432-c498f1c7-a112,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,,,,,,,,,,,,,,,,,,mri_core_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245189115.75042-21bd73c9-5c8e,resenc_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-36-22,finished,2025-08-10T07:36:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245189115.75042-21bd73c9-5c8e,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.8063491582870483,0.8279103636741638,0.7508741617202759,0.7309523820877075,180.0,0.7246031761169434,0.7092618942260742,0.6000668406486511,0.6428571939468384,1.0,1.0,1.0,1.0,ResEncoder_Classifier,7e-05,1.0,180.0,resenc_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245188728.66569-6ecaea2f-7bf2,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-36-57,finished,2025-08-10T07:37:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245188728.66569-6ecaea2f-7bf2,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.7825396656990051,0.7324542999267578,0.6380952596664429,0.6380952596664429,180.0,0.6563491821289062,0.5923997163772583,0.5808823704719543,0.5904762148857117,0.9968637228012084,0.9980599880218506,0.9920635223388672,0.9851304292678832,ResEncoder_Classifier,7e-05,2.0,180.0,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
7245188245.39772-68f57b50-eb1b,resenc_time_conditioned_pretrained_multi_flair_t1_t1ce_t2_2025-08-10_07-45-05,finished,2025-08-10T07:47:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2/runs/7245188245.39772-68f57b50-eb1b,july_stratified_brats18_lgg_vs_hgg_multi_flair_t1_t1ce_t2,july,0.8507936596870422,0.7847371101379395,0.6620553135871887,0.6428571343421936,180.0,0.7190476655960083,0.6739907264709473,0.5907692313194275,0.6214286088943481,0.994943618774414,0.9962962865829468,0.947619080543518,0.954098105430603,ResEncTimeConditioned,7e-05,2.0,180.0,resenc_time_conditioned_pretrained,brats18_lgg_vs_hgg,flair_t1_t1ce_t2
