id,name,state,created_at,project,Notes,tags,url,modality,benchmark,config.sam,config.fold,config.task,config.T_max,config.mixup,config.model,config.epochs,config.compile,config.devices,config.metrics,config.subtask,config.nesterov,config.strategy,config.benchmark,config.input_dim,config.optimizer,config.precision,config.scheduler,config.warmstart,config.batch_size,config.cifar_size,config.max_epochs,config.pretrained,config.save_preds,config.warmstart2,config.accelerator,config.input_shape,config.mixup_alpha,config.num_classes,config.num_workers,config.result_plot,config.adaptive_sam,config.modality_idx,config.target_shape,config.undecay_norm,config.weight_decay,config.data_root_dir,config.deterministic,config.learning_rate,config.input_channels,config.random_batches,config.resnet_dropout,config.sync_batchnorm,config.apply_shakedrop,config.finetune_method,config.freeze_backbone,config.label_smoothing,config.test_transforms,config.final_batch_size,config.stochastic_depth,config.train_transforms,config.log_every_n_steps,config.squeeze_excitation,config.zero_init_residual,config.classification_task,config.use_single_modality,config.auto_batch_size_mode,config.auto_batch_size_steps,config.prepare_data_per_node,config.accumulate_grad_batches,config.auto_batch_size_enabled,config.metric_computation_mode,config.token_aggregation_method,config.pretrained_checkpoint_path,config.classification_head_dropout,summary.Test/AP,summary.Test/AUROC,summary.Test/Balanced_Accuracy,summary.Test/F1,summary.Test/loss,summary.Train/AP,summary.Train/AUROC,summary.Train/Balanced_Accuracy,summary.Train/F1,summary.Train/loss,summary.Val/AP,summary.Val/AUROC,summary.Val/Balanced_Accuracy,summary.Val/F1,summary.Val/loss,summary._runtime,summary._step,summary._timestamp,summary._wandb,summary.epoch,summary.lr-AdamW,summary.trainer/global_step,summary.val_ConfusionMatrix_absolute,summary.val_ConfusionMatrix_normalized,metrics.Test_AUROC,metrics.Val_AUROC,metrics.Test_AP,metrics.Val_AP,metrics.Test_F1,metrics.Val_F1,metrics.Test_Balanced_Accuracy,metrics.Val_Balanced_Accuracy,metrics.epoch,config.time_dim,config.dropout_rate,config.freeze_encoder,config.learned_sinusoidal_dim,config.gradient_clip_val,config.use_brainiac_preprocessing,config.chpt_path,config.pretrained_encoder_path
7245995601.38832-4cd9a54c-a9fe,resenc_time_conditioned_pretrained_flair_2025-07-31_23-39-14,finished,2025-07-31T23:40:52Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_TIME_CONDITIONED pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245995601.38832-4cd9a54c-a9fe,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,5e-05,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.6039645671844482,0.6538461446762085,0.5,0.4406779706478119,0.5800520181655884,0.901889145374298,0.9337549209594728,0.8265969753265381,0.8387748003005981,0.4446639120578766,0.6967825889587402,0.6938775777816772,0.6060606241226196,0.625,0.5676429271697998,18407,1000,1754023658.4869998,{'runtime': 18407},200,3.8076210902182585e-09,14800,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_f5f5227e847896ec5478.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_8dcda045c9bc4d2fdb4c.png'], 'format': 'png', 'height': 800, 'width': 800}",0.6538461446762085,0.6938775777816772,0.6039645671844482,0.6967825889587402,0.4406779706478119,0.625,0.5,0.6060606241226196,200,256.0,0.5,False,64.0,,,,
7245976911.79388-a7b7492a-6427,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-08-01_06-14-59,finished,2025-08-01T04:48:54Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_MDAE pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245976911.79388-a7b7492a-6427,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7165460586547852,0.7811355590820312,0.732600748538971,0.7168192267417908,0.5767076015472412,0.9997212886810304,0.9998586177825928,0.9836065769195556,0.989520788192749,0.3432704508304596,0.8060503005981445,0.8367347121238708,0.6298701167106628,0.6559983491897583,0.5826709270477295,22466,1211,1754046678.385003,{'runtime': 22466},200,1.5230484360873043e-09,7400,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_1208_92f66459ac2be1a411a4.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_1207_a18e3f7fff211b015a30.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7811355590820312,0.8367347121238708,0.7165460586547852,0.8060503005981445,0.7168192267417908,0.6559983491897583,0.732600748538971,0.6298701167106628,200,,,,,,,,
7245976107.25070-041aff81-6e40,resenc_time_conditioned_pretrained_flair_2025-08-01_05-01-33,finished,2025-08-01T05:03:02Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_TIME_CONDITIONED pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245976107.25070-041aff81-6e40,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.7775733470916748,0.8327228426933289,0.6822344064712524,0.7049956321716309,0.5090567469596863,0.9412307143211364,0.9460500478744508,0.8951737880706787,0.9177720546722412,0.4002617299556732,0.8525820970535278,0.8818800449371338,0.6948052048683167,0.7267149686813354,0.5072705149650574,19356,1000,1754043937.3710551,{'runtime': 19356},200,1.5230484360873043e-09,14800,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_a8c4858d0fd9149d7d19.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_9db46401c65ea5eb2906.png'], 'format': 'png', 'height': 800, 'width': 800}",0.8327228426933289,0.8818800449371338,0.7775733470916748,0.8525820970535278,0.7049956321716309,0.7267149686813354,0.6822344064712524,0.6948052048683167,200,256.0,0.5,False,64.0,,,,
7245974317.01623-001c91ae-f3be,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-08-01_06-02-34,finished,2025-08-01T05:37:40Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_MDAE pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245974317.01623-001c91ae-f3be,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,2e-05,1,False,0,True,False,full,False,0.2,,1,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7391672134399414,0.7918193340301514,0.6217948794364929,0.6355828046798706,0.532645583152771,0.9332962036132812,0.9342142343521118,0.8826667666435242,0.9019848108291626,0.41645336151123047,0.761333703994751,0.7891156673431396,0.6341991424560547,0.6538389921188354,0.553707480430603,18345,1006,1754046009.0070026,{'runtime': 18345},200,1.5230484360873043e-09,58600,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_1003_f3843090d4b3728720a5.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_1002_163a764ebaf148ca59cb.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7918193340301514,0.7891156673431396,0.7391672134399414,0.761333703994751,0.6355828046798706,0.6538389921188354,0.6217948794364929,0.6341991424560547,200,,,,,,,,
7245970173.64166-ad037cec-7e57,resenc_time_conditioned_pretrained_flair_2025-08-01_06-42-37,finished,2025-08-01T06:43:20Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_TIME_CONDITIONED pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245970173.64166-ad037cec-7e57,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.6984363794326782,0.7503052353858948,0.5979853272438049,0.6093974113464355,0.5768925547599792,0.8957159519195557,0.9137225151062012,0.8822427988052368,0.8892807960510254,0.4348775148391723,0.7666010856628418,0.8073593378067017,0.6298701167106628,0.6559983491897583,0.5428067445755005,21004,1000,1754051599.952579,{'runtime': 21004},200,7.615242180436517e-09,14800,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_9462a6ff1b6409110901.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_3438b1621992a33cef79.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7503052353858948,0.8073593378067017,0.6984363794326782,0.7666010856628418,0.6093974113464355,0.6559983491897583,0.5979853272438049,0.6298701167106628,200,256.0,0.5,False,64.0,,,,
7245968522.34338-3b2970a3-f97d,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-08-01_08-45-48,finished,2025-08-01T08:47:01Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_MDAE pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245968522.34338-3b2970a3-f97d,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7407985925674438,0.7960927486419678,0.6868131756782532,0.6966618299484253,0.5517889261245728,0.9969272017478944,0.9983748197555542,0.9590163826942444,0.9733020067214966,0.35535383224487305,0.7998483180999756,0.8181818723678589,0.6536796689033508,0.6851405501365662,0.5298202037811279,16267,1000,1754054286.4114678,{'runtime': 16267},200,7.615242180436517e-09,7400,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_9c18e1b0f85ce88570cf.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_92283d4fad801773f7dc.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7960927486419678,0.8181818723678589,0.7407985925674438,0.7998483180999756,0.6966618299484253,0.6851405501365662,0.6868131756782532,0.6536796689033508,200,,,,,,,,
7245918121.78278-e965697d-eaba,resenc_pretrained_flair_2025-08-01_21-03-07,finished,2025-08-01T21:03:42Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245918121.78278-e965697d-eaba,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.7129904627799988,0.7912087440490723,0.6675823926925659,0.6675823926925659,0.5408774018287659,0.9003553986549377,0.943647563457489,0.8718909025192261,0.8787360787391663,0.43352240324020386,0.7418166399002075,0.8095238208770752,0.6580086350440979,0.6797385811805725,0.5465112924575806,20526,1000,1754102747.2923326,{'runtime': 20526},200,4.5691453082619125e-09,7400,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_14a9567d20674c1c564a.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_1f49c4de28085433865c.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7912087440490723,0.8095238208770752,0.7129904627799988,0.7418166399002075,0.6675823926925659,0.6797385811805725,0.6675823926925659,0.6580086350440979,200,,,,,,,,
7245917277.64740-950a25dc-00ac,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-08-01_21-17-55,finished,2025-08-01T21:18:36Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_MDAE pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245917277.64740-950a25dc-00ac,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.7261325120925903,0.7417582273483276,0.6538461446762085,0.6857143044471741,0.5815029144287109,0.98252272605896,0.9881641864776612,0.91976398229599,0.9355099201202391,0.37953293323516846,0.7788756489753723,0.8293135762214661,0.6709956526756287,0.7012194991111755,0.5512220859527588,23101,1000,1754106215.9946342,{'runtime': 23101},200,4.5691453082619125e-09,7400,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_49238e0eef356c7f562b.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_408430ac8fc1b51cfc28.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7417582273483276,0.8293135762214661,0.7261325120925903,0.7788756489753723,0.6857143044471741,0.7012194991111755,0.6538461446762085,0.6709956526756287,200,,,,,,,,
7245916445.17407-a6210b77-90c6,resenc_time_conditioned_pretrained_flair_2025-08-01_21-32-23,finished,2025-08-01T21:33:09Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_TIME_CONDITIONED pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245916445.17407-a6210b77-90c6,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,6e-05,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.6627130508422852,0.7240537405014038,0.5,0.4406779706478119,0.5779188275337219,0.7515825033187866,0.8382914066314697,0.6928702592849731,0.7120676040649414,0.5107070207595825,0.6946518421173096,0.730983316898346,0.5995671153068542,0.6155275702476501,0.5578675866127014,22099,1000,1754106087.3975663,{'runtime': 22099},200,4.5691453082619125e-09,14800,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_026c2d438a252c693a5f.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_9139e5701244988e8a62.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7240537405014038,0.730983316898346,0.6627130508422852,0.6946518421173096,0.4406779706478119,0.6155275702476501,0.5,0.5995671153068542,200,256.0,0.5,False,64.0,,,,
7245875612.73411-92b367aa-56b0,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-08-02_10-20-33,finished,2025-08-02T08:51:50Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_MDAE pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245875612.73411-92b367aa-56b0,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.757343053817749,0.7811355590820312,0.6236263513565063,0.6464285850524902,0.5728892087936401,0.9597238302230836,0.9660825729370116,0.909412145614624,0.9247615337371826,0.39698123931884766,0.7663533687591553,0.7872603535652161,0.701298713684082,0.7385671138763428,0.5488013029098511,25701,1196,1754150878.1562805,{'runtime': 25701},200,7.615242180436517e-09,7400,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_1193_b785f0f48813687188e5.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_1192_f09711f9ac5667de47b4.png'], 'format': 'png', 'height': 800, 'width': 800}",0.7811355590820312,0.7872603535652161,0.757343053817749,0.7663533687591553,0.6464285850524902,0.7385671138763428,0.6236263513565063,0.701298713684082,200,,,,,,,,
7245874886.20381-2e6c6e8d-7237,resenc_time_conditioned_pretrained_flair_2025-08-02_09-03-31,finished,2025-08-02T09:04:15Z,july_stratified_ucsf_pdgm_idh_classification_single_flair,Stratified RESENC_TIME_CONDITIONED pretrained on ucsf_pdgm idh_classification with flair,[],https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_single_flair/runs/7245874886.20381-2e6c6e8d-7237,flair,ucsf_pdgm_idh_classification,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,3,"[160, 160, 160]",False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,8e-05,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,idh_classification,True,power,3,False,1,True,epochwise,cls_token,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.6902129650115967,0.6892551779747009,0.6062270998954773,0.625630259513855,0.5640925168991089,0.964191734790802,0.970180869102478,0.8951737880706787,0.9177720546722412,0.3935876488685608,0.7819166779518127,0.7724180221557617,0.7424242496490479,0.7739130258560181,0.5287785530090332,20732,1000,1754146184.7635407,{'runtime': 20732},200,6.092193744349217e-09,14800,"{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_absolute_997_f2b22a99855ccb9f29ff.png'], 'format': 'png', 'height': 800, 'width': 800}","{'_type': 'images/separated', 'count': 1, 'filenames': ['media/images/val_ConfusionMatrix_normalized_996_e6caf38c0a87a0b6d78d.png'], 'format': 'png', 'height': 800, 'width': 800}",0.6892551779747009,0.7724180221557617,0.6902129650115967,0.7819166779518127,0.625630259513855,0.7739130258560181,0.6062270998954773,0.7424242496490479,200,256.0,0.5,False,64.0,,,,
