benchmark,run_name,pattern,auroc,modality
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-07-31_08-26-33,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f,0.864513099193573,T2f
brats23_gli_vs_met,resenc_MDAE_pretrained_t2f_2025-08-08_19-29-15,resenc_MDAE_pretrained_t2f,0.8495786786079407,T2f
brats23_gli_vs_met,resenc_MDAE_pretrained_t2w_2025-08-08_19-16-55,resenc_MDAE_pretrained_t2w,0.8407771587371826,T2w
brats23_gli_vs_met,eva_mdae_pretrained_t2f_2025-08-06_10-58-14,eva_mdae_pretrained_t2f,0.837172269821167,T2f
brats23_gli_vs_met,resenc_MDAE_pretrained_t1c_2025-08-08_19-29-11,resenc_MDAE_pretrained_t1c,0.8288389444351196,T1c
brats23_gli_vs_met,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f_2025-08-05_16-29-34,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f,0.8251872062683105,T2f
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2w_2025-08-01_15-56-56,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2w,0.8227059841156006,T2w
brats23_gli_vs_met,resenc_MDAE_pretrained_t2f_2025-08-08_19-37-49,resenc_MDAE_pretrained_t2f,0.813717246055603,T2f
brats23_gli_vs_met,resenc_MDAE_pretrained_t1n_2025-08-08_19-15-30,resenc_MDAE_pretrained_t1n,0.804681658744812,T1n
brats23_gli_vs_met,resenc_MDAE_pretrained_t2f_2025-08-08_19-16-56,resenc_MDAE_pretrained_t2f,0.798454999923706,T2f
brats23_gli_vs_met,resenc_MDAE_pretrained_t1c_2025-08-08_19-15-36,resenc_MDAE_pretrained_t1c,0.7698501944541931,T1c
brats23_gli_vs_met,resenc_MDAE_pretrained_t1n_2025-08-08_19-22-32,resenc_MDAE_pretrained_t1n,0.7645599246025085,T1n
brats23_gli_vs_met,eva_mdae_pretrained_t2f_2025-08-07_02-42-35,eva_mdae_pretrained_t2f,0.742415726184845,T2f
brats23_gli_vs_met,eva_mdae_pretrained_t1c_2025-08-07_02-42-49,eva_mdae_pretrained_t1c,0.7311797738075256,T1c
brats23_gli_vs_met,eva_mdae_pretrained_t2w_2025-08-06_10-58-13,eva_mdae_pretrained_t2w,0.728230357170105,T2w
brats23_gli_vs_met,resenc_MDAE_pretrained_t1n_2025-08-08_19-36-57,resenc_MDAE_pretrained_t1n,0.7179306745529175,T1n
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n_2025-08-01_05-16-56,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n,0.7167134284973145,T1n
brats23_gli_vs_met,eva_mdae_pretrained_t1c_2025-08-06_10-57-51,eva_mdae_pretrained_t1c,0.706039309501648,T1c
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n_2025-07-31_08-26-32,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n,0.6807584166526794,T1n
brats23_gli_vs_met,eva_mdae_pretrained_t2w_2025-08-07_02-42-19,eva_mdae_pretrained_t2w,0.6215355396270752,T2w
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n_2025-08-10_09-52-09,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n,0.5751872062683105,T1n
brats23_gli_vs_met,eva_mdae_pretrained_t1n_2025-08-06_11-03-33,eva_mdae_pretrained_t1n,0.41507488489151,T1n
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n_2025-08-01_04-34-30,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n,,T1n
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n_2025-08-02_08-42-23,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1n,,T1n
brats23_gli_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c_2025-08-01_05-17-11,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c,,T1c
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c_2025-07-31_10-57-07,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c,0.9648648500442504,T1c
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-08-01_04-34-49,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f,0.9648648500442504,T2f
brats23_men_vs_met,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f_2025-08-05_11-27-29,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f,0.9641891717910768,T2f
brats23_men_vs_met,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f_2025-07-31_08-08-18,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f,0.9635134935379028,T2f
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-08-01_21-08-09,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f,0.9587838053703308,T2f
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2w_2025-07-31_10-54-45,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2w,0.958783745765686,T2w
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c_2025-08-02_10-05-15,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c,0.9554054141044616,T1c
brats23_men_vs_met,resenc_multimodal_mm_mdae_pretrained_pretrained_t1c_2025-08-05_16-31-17,resenc_multimodal_mm_mdae_pretrained_pretrained_t1c,0.9554054141044616,T1c
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-07-31_08-07-04,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f,0.9540539979934692,T2f
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c_2025-08-01_06-54-48,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c,0.9506757259368896,T1c
brats23_men_vs_met,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c_2025-08-02_09-23-30,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1c,0.9506757259368896,T1c
