run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,config_dinov2_model_name,config_slice_aggregation,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch,config_dinov2_model_variant
7245050937.61845-173e6efd-864d,brainiac_scratch_t1c_2025-08-11_21-58-37,finished,2025-08-11T21:58:55Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245050937.61845-173e6efd-864d,,da28f7b0-c054-4bbc-a316-dbc379f4f1ef,t-jiachentu,False,0,Classification,200,False,brainiac,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,cls_token,,True,0.0,0.9807701110839844,0.9796910285949708,0.9284874200820924,0.929003357887268,0.4251971542835235,0.8195024728775024,0.8218988180160522,0.7165626883506775,0.6971014738082886,0.6982813477516174,23230.0,1000,1754972766.915138,200,4.5691453082619125e-09,11400,0.5519507527351379,0.5027027130126953,0.5368243455886841,0.5285714268684387,0.8484067916870117,,,,,,,,,,,,,,,,,,,,,,,,,,
7245050423.48009-97a8f6f6-3c9a,resenc_emdae_base_pretrained_t1c_2025-08-12_00-38-39,finished,2025-08-11T22:02:28Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245050423.48009-97a8f6f6-3c9a,,021be6df-9e87-4ec1-bc71-6a2383b4ed86,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BS48_90Mask_1000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.9985612630844116,0.9985101819038392,0.990825653076172,0.9911330938339232,0.34306320548057556,0.9703633785247804,0.969507932662964,0.909563422203064,0.907750964164734,0.4498637318611145,22357.0,1491,1754973326.8815558,200,5.330669526305569e-09,11400,0.780293345451355,0.7614865303039551,0.6969594359397888,0.6760168075561523,0.7797127962112427,,,,,,,,,,,,,,,,,,,,,,,,,,
7245049978.68172-e9ce76a9-0ca1,resenc_VoCo_pretrained_t1c_2025-08-11_22-09-15,finished,2025-08-11T22:10:11Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245049978.68172-e9ce76a9-0ca1,,79ff1003-8aef-4be9-b25c-c5a4ff1344ad,t-jiachentu,False,0,Classification,180,False,ResEncoder_Classifier,180,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,180,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL_ckpts/ResEncL-OpenMind-VoCo/checkpoint_final.pth,,0.2,1.0,1.0,0.995726466178894,0.9955710172653198,0.32843679189682007,0.988181471824646,0.9875259399414062,0.934511423110962,0.9341990947723388,0.4131957292556762,13205.0,900,1754963415.914077,180,6.746583127731344e-09,5220,0.9761173725128174,0.975000023841858,0.5,0.34188035130500793,0.6877866983413696,,,,,,,,,,,,,,,,,,,,,,,,,,
7245049652.75539-6a6eaf5a-2dca,resenc_emdae_bottleneck_pretrained_t1c_2025-08-11_22-14-55,finished,2025-08-11T22:15:34Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245049652.75539-6a6eaf5a-2dca,,2f6718ee-e506-4272-a095-f97e5f08665a,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BottleneckCorruption_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,1.0,0.9999999403953552,0.995412826538086,0.9955682158470154,0.3346264958381653,0.9738052487373352,0.9736659526824952,0.934511423110962,0.9341990947723388,0.42331644892692566,14613.0,1000,1754965142.5438948,200,5.330669526305569e-09,11400,0.7953660488128662,0.7851351499557495,0.5989865064620972,0.5261538624763489,1.037673830986023,,,,,,,,,,,,,,,,,,,,,,,,,,
7245048964.75475-f730a504-7ca2,resenc_emdae_bottleneck_flow_pretrained_t1c_2025-08-12_00-27-45,finished,2025-08-11T22:26:49Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245048964.75475-f730a504-7ca2,,0113b135-efde-4e54-9b9e-a41c2ab48dec,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_BottleneckCorruption_Flow_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.9945942163467408,0.9946678876876832,0.995412826538086,0.9955682158470154,0.34254106879234314,0.9643303155899048,0.964656949043274,0.908177375793457,0.9078788161277772,0.4377269148826599,20341.0,1376,1754972352.0290215,200,5.330669526305569e-09,11400,0.7364084124565125,0.7027026414871216,0.620945930480957,0.5851293206214905,0.9217829704284668,,,,,,,,,,,,,,,,,,,,,,,,,,
7245048208.02904-d1f5081e-4f3b,resenc_emdae_multistage_flow_pretrained_t1c_2025-08-11_22-38-45,finished,2025-08-11T22:39:25Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245048208.02904-d1f5081e-4f3b,,36e3b401-d60e-4cc8-a48d-2e4c2ed7a839,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_MultiStage_Flow_BS48_90Mask_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.9994630217552184,0.9994511008262634,0.990825653076172,0.9911330938339232,0.3444463014602661,0.9888207912445068,0.9882190227508544,0.9615384340286256,0.9605194330215454,0.3874943256378174,15269.0,1000,1754967228.787045,200,5.330669526305569e-09,11400,0.7875548601150513,0.7682431936264038,0.6489864587783813,0.6007407903671265,0.980768084526062,,,,,,,,,,,,,,,,,,,,,,,,,,
7245047523.30784-91fe9d00-48ca,resenc_emdae_randmask_flow_pretrained_t1c_2025-08-12_00-07-39,finished,2025-08-11T22:50:53Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245047523.30784-91fe9d00-48ca,,40bb104e-c6d0-48b0-b611-d4ec10db50af,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_BottleneckCorruption_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,1.0,1.0,1.0,1.0,0.33212026953697205,0.9620676040649414,0.9604989290237428,0.8832293748855591,0.8813941478729248,0.4935709238052368,17959.0,1254,1754971084.810835,200,5.330669526305569e-09,11400,0.7582973837852478,0.7354729175567627,0.5844594240188599,0.5253129005432129,1.046276330947876,,,,,,,,,,,,,,,,,,,,,,,,,,
7245046836.54834-81c6008b-bcec,resenc_emdae_randmask_multistage_pretrained_t1c_2025-08-12_00-03-19,finished,2025-08-11T23:01:55Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7245046836.54834-81c6008b-bcec,,1577f853-4336-4b09-9927-7d974a1b5d2a,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,7e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,30,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_MultiStage_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,1.0,0.9999999403953552,1.0,1.0,0.33274170756340027,0.9734004139900208,0.9715870022773744,0.9088703989982604,0.9078788161277772,0.4624038636684418,16298.0,1186,1754970041.5706625,200,5.330669526305569e-09,11400,0.7778875827789307,0.7560811042785645,0.6219594478607178,0.579081654548645,0.9958892464637756,,,,,,,,,,,,,,,,,,,,,,,,,,
7244836786.76110-af2695ac-822f,resenc_SwinUNETR_pretrained_t1c_2025-08-14_09-22-16,running,2025-08-14T09:22:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7244836786.76110-af2695ac-822f,,b8a16315-59ec-4f12-b425-5ce3417cc028,t-jiachentu,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/continued_pretraining/Dataset005_OpenMind/SwinUNETRContTrainer__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.9083337783813475,0.9131968021392822,0.8478004932403564,0.8485970497131348,0.5124247670173645,0.927709460258484,0.9272348880767822,0.89466392993927,0.89466392993927,0.4861409068107605,2198.347064555,153,1755165566.5149798,30,9.619397662556432e-05,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244837028.76850-0ccbc195-3ed1,resenc_pretrained_t1c_2025-08-14_09-33-33,running,2025-08-14T09:34:32Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7244837028.76850-0ccbc195-3ed1,,d586c037-5e16-47a0-b818-35479d5413ca,t-jiachentu,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/continued_pretraining/Dataset005_OpenMind/MAEContTrainer__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.7163971662521362,0.7199875116348267,0.6632949113845825,0.6632949113845825,0.676211953163147,0.8402116894721985,0.8492723703384399,0.5249480605125427,0.40004268288612366,0.6763763427734375,1523.624631639,108,1755165596.77096,21,9.996145181203616e-05,1253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244835084.63082-75aa2d54-5add,resenc_VoCo_pretrained_t1c_2025-08-14_09-52-06,running,2025-08-14T09:52:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_men_vs_met_single_t1c/runs/7244835084.63082-75aa2d54-5add,,a875bf30-7d29-4c5b-aa50-3e05fa57ce9b,t-jiachentu,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/continued_pretraining/Dataset005_OpenMind/VoCoContTrainer__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,0.2,0.5761231184005737,0.571708619594574,0.5349721908569336,0.5349520444869995,0.8130020499229431,0.6141707897186279,0.6313235759735107,0.5128205418586731,0.3553571403026581,0.7212730050086975,417.278347508,23,1755165582.097242,4,2.3809523809523817e-05,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
