run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_fusion_method,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_epoch
14gxq64r,2025-07-08_06-32-01_survival_1year,crashed,2025-07-08T06:32:14Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_multi_mod_0_1_2_3_shared_average_pretrained/runs/14gxq64r,,440abc1e-79dc-47e6-9f92-771f3acd9a47,t-jiachentu,0.0001,False,0,Classification,300,False,ResEncoderShared_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,average,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,152.040044388,0,1751956485.897693,4.761904761904762e-06,0,,,,,,,,,,,
7248042355.42148-df3413c8-efa5,resenc_shared_MAE_survival_1year,finished,2025-07-08T07:07:41Z,https://microsoft-research.wandb.io/t-jiachentu/upenn_gbm_survival_1year_multi_mod_0_1_2_3_shared_average_pretrained/runs/7248042355.42148-df3413c8-efa5,,8cea5d62-379a-43c0-a44c-49d7300eaa87,t-jiachentu,5e-05,False,0,Classification,300,False,ResEncoderShared_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,2,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,average,4,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10,False,False,survival_1year,False,False,1,epochwise,0.2,56893.0,1799,1752015355.3357985,1.5735811324857356e-09,53099,0.8220545053482056,0.8299208283424377,0.7780246138572693,0.7790324687957764,0.5806565880775452,0.6241167783737183,0.6369713544845581,0.6021455526351929,0.6009715795516968,0.6997635960578918,299.0
