run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_chpt_path,config_dinov2_model_name,config_slice_aggregation,config_image_size,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_patch_size,config_freeze_encoder,config_pretrained_encoder_path
7246597729.26587-d276439d-10a7,brainmvp_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_00-18-50,finished,2025-07-25T00:19:22Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246597729.26587-d276439d-10a7,,41c8ae86-9ed7-4122-8725-d2b35eb14466,t-jiachentu,False,0,Classification,100.0,False,brainmvp,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,True,0.0,0.6610297560691833,0.7822147607803345,0.5563316345214844,0.5702381134033203,0.493262231349945,0.9386886358261108,0.9609718322753906,0.8600888848304749,0.8876237869262695,0.3797240257263184,0.7238614559173584,0.8401747345924377,0.7333875298500061,0.6888008713722229,0.545020580291748,16829.0,500.0,1753419589.6199467,100.0,3.854818796385494e-08,22700.0,,,,,,,,,,,,
7246597742.65940-d1cb15e4-7bab,brainiac_scratch_multi_t1n_t1c_t2w_t2f_2025-07-25_00-18-45,finished,2025-07-25T00:19:26Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246597742.65940-d1cb15e4-7bab,,2f8c6e91-9817-4e99-9206-a83ee49ed66f,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,True,0.0,0.5055908560752869,0.5051372051239014,0.5,0.4676007032394409,1.2508103847503662,0.8708255290985107,0.9246707558631896,0.7354031801223755,0.7944651246070862,0.4123511016368866,0.5020888447761536,0.48554664850234985,0.5,0.46748682856559753,1.8352229595184328,84730.0,500.0,1753487492.6535833,100.0,3.854818796385494e-08,90800.0,,,,,,,,,,,,
7246597756.34437-e4ad0ab6-572a,brainiac_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_00-21-23,finished,2025-07-25T00:21:45Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246597756.34437-e4ad0ab6-572a,,9c79b95e-554e-42ca-aa9b-40fa9f675e00,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-05,4.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,cls_token,True,0.0,0.5076395869255066,0.5270270109176636,0.4891689419746399,0.4756222069263458,0.7468556761741638,0.9856951236724854,0.9938225746154784,0.94307678937912,0.959447741508484,0.3564748167991638,0.5084623098373413,0.5190001726150513,0.5,0.46748682856559753,1.47563636302948,86735.0,500.0,1753489636.7156663,100.0,1.927409398192747e-08,90800.0,,,,,,,,,,,,
7246597690.08581-8e219d88-916e,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_00-24-13,finished,2025-07-25T00:24:43Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246597690.08581-8e219d88-916e,,ab4a06f2-1844-4f47-ae96-79d196a20eca,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,,0.2,0.8712639808654785,0.9458447694778442,0.8195161819458008,0.7984848022460938,0.4438457489013672,0.9961835145950316,0.9988632202148438,0.9803997874259948,0.9842361211776732,0.3397143483161926,0.8980686664581299,0.9441678524017334,0.8866084218025208,0.873542308807373,0.41896486282348633,23532.0,500.0,1753426613.3347864,100.0,3.854818796385494e-08,11400.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,
7246597702.45597-f0841db8-d840,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_00-24-21,finished,2025-07-25T00:24:49Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246597702.45597-f0841db8-d840,,4b9dc1fd-30e5-4fde-915b-07ac16533c4a,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,,0.2,0.8377766609191895,0.9307621717453004,0.8409252166748047,0.8016871213912964,0.4475091099739074,0.9924280643463136,0.9947640895843506,0.9751868844032288,0.9789814949035645,0.33834871649742126,0.8456933498382568,0.942796230316162,0.8291505575180054,0.7975765466690063,0.4565267562866211,84127.0,500.0,1753487210.3784173,100.0,3.854818796385494e-08,11400.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,
7246594234.83593-313eaba5-ce67,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_01-14-24,finished,2025-07-25T01:14:41Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246594234.83593-313eaba5-ce67,,0f2f57b8-56f7-4f49-a39e-82b0e8a641ee,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,,0.2,0.860053539276123,0.9515132904052734,0.8619293570518494,0.8308448791503906,0.42875710129737854,0.9935397505760192,0.995246410369873,0.9666383266448976,0.976065993309021,0.3423631191253662,0.8940685391426086,0.9483845233917236,0.8618167042732239,0.830757737159729,0.4285684823989868,22597.0,500.0,1753428671.8720772,100.0,3.854818796385494e-08,11400.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,
7246594028.01393-0712afd0-0eb6,dinov2_frozen_multi_t1n_t1c_t2w_t2f_2025-07-25_01-20-57,finished,2025-07-25T01:21:23Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246594028.01393-0712afd0-0eb6,,5ea6b12f-739b-42a5-8c56-fea821683182,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.001,4.0,False,0.0,True,False,full,True,0.2,,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,False,epochwise,mean,True,0.5,0.8866963982582092,0.9664945602416992,0.7359550595283508,0.4927036762237549,0.8215447068214417,0.9457390308380128,0.9729822874069214,0.8926123380661011,0.8849788308143616,0.4195249676704407,0.9736981391906738,0.9917699694633484,0.7612781524658203,0.5272894501686096,0.7059975862503052,67588.0,500.0,1753474062.4461734,100.0,3.854818796385499e-07,90800.0,,facebook/dinov2-base,mean,,,,,,,,,
7246580667.57652-ce17e455-0090,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-25_05-04-30,finished,2025-07-25T05:04:49Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246580667.57652-ce17e455-0090,,0524f7c3-75f5-486a-9afe-89ecb2d87ee7,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,,0.2,0.860053539276123,0.9515132904052734,0.8619293570518494,0.8308448791503906,0.42875710129737854,0.9935397505760192,0.995246410369873,0.9666383266448976,0.976065993309021,0.3423631191253662,0.8940685391426086,0.9483845233917236,0.8618167042732239,0.830757737159729,0.4285684823989868,13295.0,500.0,1753433183.1038823,100.0,3.854818796385494e-08,11400.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,
7246579882.42298-bc47b832-b003,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-26_05-47-13,finished,2025-07-26T03:39:24Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246579882.42298-bc47b832-b003,,71330c68-519a-4008-b6d8-fc2b520557ce,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4.0,False,0.0,True,False,full,False,0.2,,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,True,epochwise,,,0.2,0.70136958360672,0.8162263631820679,0.628049373626709,0.6527430415153503,0.4742701649665833,0.916095733642578,0.9637506008148192,0.8359014987945557,0.866195559501648,0.3922208249568939,0.7260025143623352,0.8403779864311218,0.7333875298500061,0.6888008713722229,0.5045987963676453,16438.0,621.0,1753521747.83035,100.0,3.854818796385494e-08,11400.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,
7246476458.18760-87f8cf17-ebbc,mri_core_frozen_multi_t1n_t1c_t2w_t2f_2025-07-26_10-04-15,crashed,2025-07-26T10:04:40Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246476458.18760-87f8cf17-ebbc,,e7b56a31-1415-4d23-a1b5-625650cde0f3,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246475984.20630-f904dce3-c2fc,mri_core_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-26_10-11-25,failed,2025-07-26T10:11:53Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246475984.20630-f904dce3-c2fc,,6f21601e-322b-4e38-bf15-d983e54825ec,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,,,,,,,,,,
7246388973.73236-625959db-c181,dinov2_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-27_11-51-09,failed,2025-07-27T11:32:57Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246388973.73236-625959db-c181,,48847944-fda2-487d-94ee-829f54bec796,t-jiachentu,False,0,Classification,300.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1e-05,4.0,False,0.0,True,False,full,False,0.2,,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,False,epochwise,mean,True,0.5,,,,,,,,,,,,,,,,270.0,0.0,1753617263.7261813,,4.761904761904763e-07,0.0,,facebook/dinov2-base,mean,,,,,,,,,
7246337696.92387-53256e94-cfec,dinov2_pretrained_multi_t1n_t1c_t2w_t2f_2025-07-29_22-40-43,finished,2025-07-28T00:33:04Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246337696.92387-53256e94-cfec,,f087cf64-8bd5-4075-a918-acffbb8e0d1d,t-jiachentu,False,0,Classification,300.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1e-05,4.0,False,0.0,True,False,full,False,0.2,,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,False,epochwise,mean,True,0.5,0.9906354546546936,0.997064471244812,0.9189189076423644,0.9503268003463744,0.3666487336158752,1.0,1.0,1.0,1.0,0.3259100019931793,0.9996373057365416,0.9998984336853028,0.9189189076423644,0.9503061771392822,0.3486976623535156,361648.0,2505.0,1754044175.703367,300.0,3.1471622649714703e-10,272400.0,,facebook/dinov2-base,mean,,,,,,,,,
7246326400.08479-e8bcf5e7-bda0,mri_core_frozen_multi_t1n_t1c_t2w_t2f_2025-07-28_03-42-51,finished,2025-07-28T03:43:09Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_gli_vs_men_multi_t1n_t1c_t2w_t2f/runs/7246326400.08479-e8bcf5e7-bda0,,65372275-d695-4079-8f51-2a7f7fcecd73,t-jiachentu,False,0,Classification,300.0,False,mri_core_frozen,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,1e-05,4.0,False,0.0,True,False,linear_probing,True,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,gli_vs_men,False,power,3.0,False,1.0,False,epochwise,mean,,0.5,0.8465048670768738,0.9138070344924928,0.5810810923576355,0.6121012568473816,0.4407089650630951,0.775132417678833,0.8810726404190063,0.5925755500793457,0.6264355778694153,0.44637027382850647,0.8762577772140503,0.9538203477859496,0.5,0.46748682856559753,0.4344407320022583,360581.0,1500.0,1754034768.36149,300.0,3.1471622649714703e-10,68100.0,,,mean,224.0,,,,,,,,
