run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_pretrained_checkpoint_path,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_token_aggregation_method,config_use_brainiac_preprocessing,config_dinov2_model_name,config_slice_aggregation,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245973544.09803-813c4677-1630,resenc_time_conditioned_pretrained_t1_2025-08-01_05-39-22,finished,2025-08-01T05:40:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245973544.09803-813c4677-1630,,9a2c88c0-c73f-405d-b39d-6879bbf19407,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,2e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.5342839956283569,0.5394503474235535,0.5,0.4433962404727936,0.5754023790359497,0.5457270741462708,0.5919784307479858,0.5,0.4435611963272095,0.5720603466033936,0.6225732564926147,0.6807795763015747,0.5,0.44285714626312256,0.5719174146652222,24688.0,1000,1754051493.3782864,200,1.5230484360873043e-09,70000,,cls_token,,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245972704.66810-cc798b03-ef03,brainiac_pretrained_t1_2025-08-01_05-59-14,finished,2025-08-01T05:59:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245972704.66810-cc798b03-ef03,,6608571c-90b6-403b-87c8-7f2b7cb79a48,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,0.0,0.48756590485572815,0.47406914830207825,0.5,0.4433962404727936,0.5789453387260437,0.5549030303955078,0.57158362865448,0.5,0.4435611963272095,0.5729100108146667,0.5065365433692932,0.4684140086174011,0.5,0.44285714626312256,0.5881422162055969,10441.0,500,1754038417.9391372,100,3.854818796385494e-08,35000,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245971883.98643-484d7bfd-de71,mri_core_pretrained_t1_2025-08-01_06-20-16,finished,2025-08-01T06:20:52Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245971883.98643-484d7bfd-de71,,0986574f-5250-40ca-8831-ad1e6b949667,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,0.5,0.5216702818870544,0.5551861524581909,0.5,0.4433962404727936,0.5787091851234436,0.523685872554779,0.5341764092445374,0.5,0.4435611963272095,0.5751784443855286,0.4967165887355805,0.4791666567325592,0.5,0.44285714626312256,0.5771840810775757,18705.0,500,1754047955.9141262,100,3.854818796385494e-08,17500,,mean,,,mean,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,,,,,,,,,,,,,,,
7245971065.06262-1889abab-22a0,brainmvp_pretrained_t1_2025-08-01_06-23-38,finished,2025-08-01T06:24:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245971065.06262-1889abab-22a0,,4927af2d-f1b4-444b-bd81-29fc4624da49,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,0.0,0.5371170043945312,0.5421099662780762,0.5,0.1690140813589096,0.7384645938873291,0.5373096466064453,0.551819920539856,0.5,0.4435611963272095,0.5743216872215271,0.5755317211151123,0.6247760057449341,0.5,0.44285714626312256,0.597468912601471,8608.0,500,1754038053.5559337,100,3.854818796385494e-08,8800,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245970280.49912-ffe37bad-7142,resenc_time_conditioned_pretrained_t1_2025-08-01_06-35-08,finished,2025-08-01T06:35:52Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245970280.49912-ffe37bad-7142,,124acec1-d35c-43a5-83ef-3e72559a240c,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.5309441685676575,0.5303634405136108,0.5,0.4433962404727936,0.5752695798873901,0.4897180199623108,0.48298752307891846,0.5,0.4435611963272095,0.580453097820282,0.529741644859314,0.5271056890487671,0.5,0.44285714626312256,0.5771369338035583,24090.0,1000,1754054240.780005,200,7.615242180436517e-09,17600,,cls_token,,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245969437.87547-95dfa0ca-83d6,dinov2_pretrained_t1_2025-08-01_06-55-08,finished,2025-08-01T06:55:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245969437.87547-95dfa0ca-83d6,,cc1ec4a9-c3e0-4e58-a557-ea9d95610e8e,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,,0.5,0.5313026905059814,0.5669326186180115,0.5,0.4433962404727936,0.5758366584777832,0.5208319425582886,0.5331414937973022,0.5,0.4435611963272095,0.5754240155220032,0.5048273801803589,0.5159050226211548,0.5,0.44285714626312256,0.5773442387580872,15176.0,500,1754046507.9245577,100,3.854818796385494e-08,17500,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,
7245968616.35967-3851a8a0-8e8a,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_08-28-13,finished,2025-08-01T08:29:25Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245968616.35967-3851a8a0-8e8a,,3d76303a-87f2-4e84-80c6-f55fc0fbf9f3,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.4736863970756531,0.4583333432674408,0.5,0.4433962404727936,0.5807937979698181,0.6634396314620972,0.7357513904571533,0.5227926969528198,0.49501195549964905,0.5448650121688843,0.585646390914917,0.6545698642730713,0.49462366104125977,0.440191388130188,0.5689775347709656,18933.0,1000,1754055897.5797944,200,7.615242180436517e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245918226.99810-e81e0ac5-4ea7,resenc_pretrained_t1_2025-08-01_21-01-43,finished,2025-08-01T21:02:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245918226.99810-e81e0ac5-4ea7,,d2b0c436-8347-4fac-a485-01c63da7e640,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5401484966278076,0.5755761861801147,0.5,0.4433962404727936,0.5759438872337341,0.5683894157409668,0.6232773065567017,0.5,0.4435611963272095,0.5711206793785095,0.5852339267730713,0.588261604309082,0.5,0.44285714626312256,0.5743879675865173,23487.0,1000,1754105623.3988855,200,4.5691453082619125e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245917392.27003-3fcb7551-3eb9,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_21-22-27,finished,2025-08-01T21:23:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245917392.27003-3fcb7551-3eb9,,c304b766-bf82-40d8-9d26-c41ff344507d,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.486095130443573,0.4514627456665039,0.5,0.4433962404727936,0.5984448790550232,0.5580954551696777,0.566838264465332,0.5,0.4435611963272095,0.5717036724090576,0.5448911190032959,0.5331541299819946,0.5,0.44285714626312256,0.5773961544036865,23641.0,1000,1754107028.0853214,200,4.5691453082619125e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245916554.34840-27153a44-b86a,resenc_time_conditioned_pretrained_t1_2025-08-01_21-29-12,finished,2025-08-01T21:29:56Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245916554.34840-27153a44-b86a,,31a1307b-2b2a-4faf-88b4-9db12ae42ca7,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.5198765993118286,0.5106382966041565,0.5,0.4433962404727936,0.5758154392242432,0.5447697639465332,0.5549750328063965,0.5,0.4435611963272095,0.5734062790870667,0.5330096483230591,0.5557795763015747,0.5,0.44285714626312256,0.5757541060447693,23815.0,1000,1754107609.0816572,200,4.5691453082619125e-09,17600,,cls_token,,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245884549.37339-5780b79f-72da,resenc_pretrained_t1_2025-08-02_06-22-35,finished,2025-08-02T06:23:12Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245884549.37339-5780b79f-72da,,cf1cf01a-9382-4a95-ae66-e648ad81b6d8,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5621814131736755,0.5556293725967407,0.5,0.4433962404727936,0.5751928687095642,0.7584438920021057,0.8407289385795593,0.5,0.4435611963272095,0.5162152647972107,0.5017886757850647,0.48924732208251953,0.5,0.44285714626312256,0.5963128209114075,20247.0,1000,1754136039.724787,200,4.5691453082619125e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245884154.42129-46e8cd1c-6c29,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-02_08-27-29,finished,2025-08-02T06:34:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245884154.42129-46e8cd1c-6c29,,c164d5d7-89b4-4183-84fd-29cf876646b6,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5673435926437378,0.5859929323196411,0.5,0.4433962404727936,0.5871590375900269,0.593531608581543,0.6465243101119995,0.5,0.4435611963272095,0.5640323758125305,0.5361722707748413,0.5340502262115479,0.5,0.44285714626312256,0.5798389911651611,25604.0,1226,1754143016.2889144,200,4.5691453082619125e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245883749.51014-90d39064-a1c9,resenc_time_conditioned_pretrained_t1_2025-08-02_08-11-09,finished,2025-08-02T06:39:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245883749.51014-90d39064-a1c9,,bb39f329-99a4-411c-8f84-53744bf0b87d,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.5,0.5460163950920105,0.509973406791687,0.5,0.4433962404727936,0.5795119404792786,0.5310828685760498,0.5428593158721924,0.5,0.4435611963272095,0.5744071006774902,0.6356776356697083,0.6727150678634644,0.5,0.44285714626312256,0.5714672803878784,28391.0,1191,1754145792.9486437,200,4.5691453082619125e-09,17600,,cls_token,,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245882964.77743-daca37f6-9151,dinov2_pretrained_t1_2025-08-02_06-52-36,finished,2025-08-02T06:52:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245882964.77743-daca37f6-9151,,59f5459d-35e1-49f7-9cb1-46310a8c882b,t-jiachentu,False,0,Classification,200,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,,0.5,0.5023646354675293,0.5044325590133667,0.5,0.4433962404727936,0.5792431831359863,0.5125836133956909,0.5150436162948608,0.5,0.4435611963272095,0.5762950778007507,0.5144168138504028,0.5096325874328613,0.5,0.44285714626312256,0.5774084329605103,28414.0,1000,1754145991.0109158,200,4.5691453082619125e-09,35000,,mean,True,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,
7245882573.91926-bf961f1f-1cca,brainmvp_pretrained_t1_2025-08-02_06-57-48,finished,2025-08-02T06:58:12Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245882573.91926-bf961f1f-1cca,,3dd61a68-27ed-4af3-a9a5-5b31a1e477c0,t-jiachentu,False,0,Classification,200,False,brainmvp,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,0.0,0.5360988974571228,0.5664893388748169,0.5,0.4433962404727936,0.6436068415641785,0.5565816760063171,0.57483971118927,0.5,0.4435611963272095,0.5724533796310425,0.4841548502445221,0.4681899547576904,0.5,0.44285714626312256,0.609998345375061,15807.0,1000,1754133695.8187168,200,4.5691453082619125e-09,17600,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245882184.56458-4086bf1e-dead,brainiac_pretrained_t1_2025-08-02_07-03-35,finished,2025-08-02T07:04:04Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245882184.56458-4086bf1e-dead,,305c10fe-0dbd-4543-b140-9555063480c8,t-jiachentu,False,0,Classification,200,False,brainiac,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,0.0,0.6531771421432495,0.7054521441459656,0.5,0.4433962404727936,0.5711874961853027,0.5757617950439453,0.6248927116394043,0.5,0.4435611963272095,0.5677797198295593,0.5589256286621094,0.5918458700180054,0.5,0.44285714626312256,0.5805200338363647,19917.0,1000,1754138161.4548876,200,4.5691453082619125e-09,17600,0.2,cls_token,True,,,,,,,,,,,,,,,,,,,,,,,,,
7245875912.42633-20e0e51d-1fc6,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-02_10-15-49,finished,2025-08-02T08:47:03Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245875912.42633-20e0e51d-1fc6,,d9ae5c2e-5885-4d00-8d01-ebb16e17e50b,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,0.2,0.5553280115127563,0.5811170339584351,0.5,0.4433962404727936,0.6187917590141296,0.6350439190864563,0.6940027475357056,0.4982078969478607,0.4426751732826233,0.554919958114624,0.5640827417373657,0.5851254463195801,0.5,0.44285714626312256,0.575692892074585,25528.0,1159,1754150734.2161157,200,7.615242180436517e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245874283.70353-842d86f3-1d0e,resenc_pretrained_t1_2025-08-02_09-13-27,finished,2025-08-02T09:14:02Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1/runs/7245874283.70353-842d86f3-1d0e,,e5288c86-18d6-49ed-bd31-4e6ecb07f4ad,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,0.2,0.5503851175308228,0.5871010422706604,0.5,0.4433962404727936,0.5758741497993469,0.6628464460372925,0.7237114906311035,0.5,0.4435611963272095,0.5510212182998657,0.49382731318473816,0.4509408473968506,0.5,0.44285714626312256,0.6079419255256653,23511.0,1000,1754149552.787794,200,7.615242180436517e-09,8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
