run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_learning_rate,config_freeze_backbone,config_dinov2_model_name,config_slice_aggregation,config_token_aggregation_method,config_dropout_prob,config_pretrained_path,config_use_brainiac_preprocessing,config_temperature,config_fusion_method,config_expert_dropout,config_freeze_expert_3d,config_freeze_expert_2d5,config_dinov2_freeze_backbone,config_resenc_finetune_method,config_dinov2_slice_aggregation,config_use_expert_regularization,config_final_batch_size,config_auto_batch_size_mode,config_auto_batch_size_steps,config_auto_batch_size_enabled,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,config_time_dim,config_learned_sinusoidal_dim,config_n_stages,config_hidden_dim,config_freeze_encoder,config_deep_supervision,config_pretrained_encoder_path
7246877749.45283-865c26ab-7471,brainiac_pretrained_flair_2025-07-21_18-37-23,finished,2025-07-21T18:37:47Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246877749.45283-865c26ab-7471,,0985d252-0b9d-49b2-beb3-de8221c5c388,t-jiachentu,,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.0,0.8848323822021484,0.9105820059776306,0.7674603462219238,0.7790697813034058,0.4851629137992859,0.6374214291572571,0.7095237970352173,0.6571428775787354,0.634615421295166,0.7891737222671509,5575.0,599.0,1753128643.2569668,99.0,1.927409398192747e-08,4299.0,5e-05,False,,,cls_token,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,,,,,,,,,,,,,,,,,,,,,,,,,
7246844927.20854-f07bbb2f-23ae,brainiac_pretrained_flair_2025-07-22_03-41-24,finished,2025-07-22T03:41:53Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246844927.20854-f07bbb2f-23ae,,b217335f-7961-4ae2-9567-aab72a54a457,t-jiachentu,,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.0,0.8722274303436279,0.9038800597190856,0.7936508059501648,0.8043030500411987,0.4924279451370239,0.6256158947944641,0.6920634508132935,0.6904761791229248,0.6598806381225586,0.781277596950531,4571.0,599.0,1753160285.8246503,99.0,1.927409398192747e-08,4299.0,5e-05,False,,,cls_token,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,,,,,,,,,,,,,,,,,,,,,,,,,
7246827522.39673-c33d050a-80ed,move_frozen_flair_2025-07-22_08-31-22,finished,2025-07-22T08:32:07Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246827522.39673-c33d050a-80ed,,1a08a274-dc84-49d9-a4cc-2fcb657b9f9b,t-jiachentu,,False,0,Classification,100.0,False,move_frozen,50.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.5,0.9963201284408568,0.9973545074462892,0.969841241836548,0.969841241836548,0.38195475935935974,0.6015392541885376,0.6396825313568115,0.5095238089561462,0.4722222089767456,0.7154569625854492,7303.0,599.0,1753180431.3226082,99.0,3.854818796385494e-08,17099.0,0.0001,,facebook/dinov2-base,,mean,,,True,1.0,gated,0.0,False,False,True,full,mean,False,,,,,,,,,,,,,,,,
7246732564.74654-1a3ce09a-8b04,resenc_pretrained_flair_2025-07-23_10-55-29,finished,2025-07-23T10:55:59Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246732564.74654-1a3ce09a-8b04,,8951a6ef-4d5f-46ee-87c0-22134a039010,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.905698299407959,0.9414461851119996,0.8349206447601318,0.8446584343910217,0.47238749265670776,0.576126754283905,0.6000000238418579,0.5428571701049805,0.5263158082962036,0.683250904083252,5960.0,500.0,1753274119.4114184,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.5185096263885498,0.48253968358039856,0.5,0.42424243688583374,0.6201878786087036,,,,,,,
7246729617.11487-bb6d9099-6be9,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_scratch_flair_2025-07-23_11-43-04,finished,2025-07-23T11:43:25Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729617.11487-bb6d9099-6be9,,06462a4c-ff07-40c5-8675-293f2cb00976,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.914574384689331,0.942151665687561,0.882539689540863,0.8744655847549438,0.43957385420799255,0.5707403421401978,0.5650793313980103,0.5047619342803955,0.46763283014297485,0.8038965463638306,7404.0,500.0,1753278409.8008926,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.6283252835273743,0.6174602508544922,0.5,0.42424243688583374,0.6069888472557068,,,,,,,
7246729657.29843-235d270b-4b85,resenc_pretrained_flair_2025-07-23_11-45-58,finished,2025-07-23T11:46:28Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729657.29843-235d270b-4b85,,e316a15b-0fb6-45e7-b4e0-1f9ce393c7d0,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.8952051401138306,0.9425044059753418,0.8611111044883728,0.8689655065536499,0.4503497779369354,0.6270632743835449,0.6111111044883728,0.485714316368103,0.4738461375236511,0.764572024345398,7303.0,500.0,1753278491.7959764,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.4470369517803192,0.36190474033355713,0.4714285731315613,0.4620224833488464,0.6858691573143005,,,,,,,
7246729586.04499-f1dec064-667e,resenc_MDAE_scratch_flair_2025-07-23_11-46-21,finished,2025-07-23T11:46:39Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729586.04499-f1dec064-667e,,b2799fd7-4250-45e9-a158-743025e45391,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.914574384689331,0.942151665687561,0.882539689540863,0.8744655847549438,0.43957385420799255,0.5707403421401978,0.5650793313980103,0.5047619342803955,0.46763283014297485,0.8038965463638306,7231.0,500.0,1753278430.7843597,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.6283252835273743,0.6174602508544922,0.5,0.42424243688583374,0.6069888472557068,,,,,,,
7246729630.96544-05feace4-98a3,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-07-23_11-49-10,finished,2025-07-23T11:49:42Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729630.96544-05feace4-98a3,,3fbea696-369e-4787-9817-2a5648628204,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.9685457944869996,0.9784832000732422,0.8984127044677734,0.901274561882019,0.41359084844589233,0.5065276622772217,0.4809523820877075,0.4047619104385376,0.3968254029750824,0.8580656051635742,6915.0,500.0,1753278298.5542943,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.5583983659744263,0.5682539939880371,0.523809552192688,0.45004671812057495,0.7859317064285278,,,,,,,
7246729642.09325-cf1db08f-09f2,resenc_scratch_flair_2025-07-23_11-50-34,finished,2025-07-23T11:50:52Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729642.09325-cf1db08f-09f2,,bcc643f8-a956-475a-84f7-4198a721d3e5,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.914574384689331,0.942151665687561,0.882539689540863,0.8744655847549438,0.43957385420799255,0.5707403421401978,0.5650793313980103,0.5047619342803955,0.46763283014297485,0.8038965463638306,7187.0,500.0,1753278639.7752454,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.6283252835273743,0.6174602508544922,0.5,0.42424243688583374,0.6069888472557068,,,,,,,
7246729600.35149-a05630db-b69e,resenc_MDAE_pretrained_flair_2025-07-23_11-51-04,finished,2025-07-23T11:51:34Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246729600.35149-a05630db-b69e,,81f15b6b-13c3-4e1f-bcab-ad3b8dc12b8a,t-jiachentu,,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/EMDAE/Openmind/0711/Dataset005_OpenMind/BaseEMDAETrainer_RandomMask_BottleneckCorruption_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.9612131118774414,0.9712522029876708,0.9023809432983398,0.9081961512565612,0.4223598539829254,0.560950517654419,0.49841272830963135,0.5190476179122925,0.49932432174682617,0.884782075881958,7141.0,500.0,1753278635.691436,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.5512694120407104,0.5047618746757507,0.5,0.42424243688583374,0.62306809425354,,,,,,,
7246653554.78037-c4f67732-276a,resenc_multimodal_mm_mdae_pretrained_pretrained_flair_2025-07-24_08-50-57,finished,2025-07-24T08:51:17Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246653554.78037-c4f67732-276a,,eb3d0f52-38ff-4821-ab30-353589476bc5,t-jiachentu,,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.9676892161369324,0.9710758924484252,0.905555546283722,0.9026750326156616,0.41726794838905334,0.5544788241386414,0.5222222208976746,0.5071428418159485,0.4858002066612244,0.8575872182846069,5648.0,500.0,1753352725.726454,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.5749564170837402,0.5047619342803955,0.5642856955528259,0.5622119903564453,0.661676287651062,,,,,,,
7246501881.73358-87b4ded9-9b42,resenc_tc_time_conditioned_pretrained_flair_2025-07-26_03-02-58,finished,2025-07-26T03:03:28Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/7246501881.73358-87b4ded9-9b42,,2ee8c45d-3b26-4d79-9c48-a65b8e5f14cf,t-jiachentu,,False,0,Classification,100.0,False,TimeConditionedResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3.0,AdamW,16-mixed,CosineAnneal,,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,10.0,False,False,lgg_vs_hgg,True,False,1.0,epochwise,0.2,0.9795808792114258,0.9791886806488036,0.9071428775787354,0.9284086227416992,0.4016563892364502,0.613987922668457,0.6507936716079712,0.5642857551574707,0.5378378629684448,0.8346298336982727,4021.0,500.0,1753503030.2516704,100.0,3.854818796385494e-08,2200.0,0.0001,False,,,,,,,,,,,,,,,,8.0,power,3.0,True,0.4733888804912567,0.3698412775993347,0.44999998807907104,0.42809364199638367,0.7504163980484009,256.0,64.0,,,,,
hqdqfx8h,mri_core_pretrained_frozen_2025-07-28_09-33-53,crashed,2025-07-28T09:34:07Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/hqdqfx8h,,957b0490-527f-4a47-bae1-41b3b6f8539a,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fxg9ugt5,resenc_time_conditioned_frozen_2025-07-28_10-04-19,crashed,2025-07-28T10:04:33Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_single_flair/runs/fxg9ugt5,,4d8629e2-0867-4afe-b7bf-13eb7d2216b5,t-jiachentu,,False,0,Classification,1.0,False,ResEncTimeConditioned,1.0,False,1.0,multiclass,False,auto,False,,3.0,AdamW,16-mixed,CosineAnneal,,20.0,1.0,False,1.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1.0,False,0.0,True,False,full,0.2,False,batchgenerators.get_training_transforms,1.0,False,False,lgg_vs_hgg,True,False,2.0,epochwise,0.5,,,,,,,,,,,6.967844234,0.0,1753697079.4034784,,4.761904761904762e-06,0.0,0.0001,,,,cls_token,,,,,,,,,,,,,1.0,power,3.0,False,,,,,,256.0,64.0,6.0,512.0,True,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
