run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_image_size,config_pretrained_path,config_slice_aggregation,config_token_aggregation_method,config_time_dim,config_learned_sinusoidal_dim,config_dropout_prob,config_use_brainiac_preprocessing,config_dinov2_model_name,config_dropout_rate,config_freeze_encoder,config_pretrained_encoder_path
7246421636.75397-5768a88c-d676,resenc_multimodal_mm_mdae_pretrained_pretrained_flair_2025-07-27_01-20-44,finished,2025-07-27T01:21:14Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246421636.75397-5768a88c-d676,,ab5e9341-d6b8-4955-90bb-4bb5987f8d81,t-jiachentu,False,0,Classification,300,False,ResEncoderMultiModal_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.2,0.4931050539016723,0.43492063879966736,0.4690476059913635,0.4681541621685028,0.9564502835273744,1.0,1.0,1.0,1.0,0.3393177092075348,0.5650202035903931,0.5301587581634521,0.5190476179122925,0.49932432174682617,0.9930271506309508,17040.0,1500.0,1753596313.639145,300.0,3.1471622649714703e-10,6600.0,,,,,,,,,,,,
7246407623.47390-9679a0c8-5543,mri_core_frozen_flair_2025-07-27_05-04-14,finished,2025-07-27T05:04:34Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246407623.47390-9679a0c8-5543,,7f7810a0-08bf-411e-9fd4-724610a32ee4,t-jiachentu,False,0,Classification,300,False,mri_core_frozen,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,linear_probing,True,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.596921443939209,0.6158729791641235,0.5,0.42424243688583374,0.6426873207092285,0.6344718933105469,0.6679012775421143,0.5428571701049805,0.5263158082962036,0.6001601815223694,0.700945258140564,0.6650793552398682,0.5,0.42424243688583374,0.6023879051208496,28219.0,1500.0,1753620893.758132,300.0,3.1471622649714703e-10,6600.0,224.0,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,mean,,,,,,,,
7246407805.65759-10d264fa-823a,brainmvp_pretrained_flair_2025-07-27_05-06-27,finished,2025-07-27T05:06:46Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246407805.65759-10d264fa-823a,,5c585668-b176-42e4-a2aa-26fa54391eaf,t-jiachentu,False,0,Classification,300,False,brainmvp,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.0,0.5907147526741028,0.5984126925468445,0.5476190447807312,0.5476190447807312,0.6682010889053345,0.8929649591445923,0.9283950328826904,0.800000011920929,0.7978634834289551,0.4729346036911011,0.6178238987922668,0.6063492298126221,0.5190476179122925,0.49932432174682617,0.7773231267929077,13497.0,1500.0,1753606304.2821004,300.0,3.1471622649714703e-10,12900.0,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,cls_token,,,0.2,True,,,,
7246407453.97157-3122f6c0-62dd,mri_core_pretrained_flair_2025-07-27_05-11-57,finished,2025-07-27T05:12:16Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246407453.97157-3122f6c0-62dd,,03b8e7f7-ec8e-4c68-9bec-5740def42b68,t-jiachentu,False,0,Classification,300,False,mri_core_finetune,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.6142130494117737,0.6396825313568115,0.6166666746139526,0.5474753975868225,0.8800246119499207,0.9999999403953552,1.0,1.0,1.0,0.32827380299568176,0.5737899541854858,0.5857142210006714,0.6404762268066406,0.5777778029441833,0.8408472537994385,49790.0,1500.0,1753642924.2936811,300.0,3.1471622649714703e-10,51300.0,224.0,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,mean,,,,,,,,
7246407100.25345-67592216-6c9e,brainiac_pretrained_flair_2025-07-27_05-17-15,finished,2025-07-27T05:17:34Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246407100.25345-67592216-6c9e,,c3b06d6f-fdb4-48a2-9a43-1acd01be671c,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.0,0.7021064758300781,0.7809523344039917,0.6928571462631226,0.680134654045105,0.581153154373169,0.9255183935165404,0.9483245015144348,0.8579365015029907,0.8737541437149048,0.4599511325359345,0.5628257989883423,0.6031745672225952,0.5880952477455139,0.5657894611358643,0.896536648273468,30770.0,1500.0,1753624223.9266255,300.0,3.1471622649714703e-10,12900.0,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,cls_token,,,0.2,True,,,,
7246406919.08212-2d8ef4d0-5bf8,brainiac_scratch_flair_2025-07-27_05-21-14,finished,2025-07-27T05:21:34Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246406919.08212-2d8ef4d0-5bf8,,7420e189-07ec-41d9-b7a6-ca3f58eabd73,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.0,0.60824054479599,0.658730149269104,0.6023809313774109,0.5948373079299927,0.6362775564193726,0.9327819347381592,0.9388006925582886,0.8761904835700989,0.8843813538551331,0.4602311253547669,0.5596827268600464,0.5825396776199341,0.5166666507720947,0.4818181991577149,0.8790566325187683,35206.0,1500.0,1753628899.1822288,300.0,3.1471622649714703e-10,12900.0,,,,cls_token,,,0.2,True,,,,
7246400331.45582-e37fec4c-93d6,dinov2_frozen_flair_2025-07-27_07-05-21,finished,2025-07-27T07:05:37Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246400331.45582-e37fec4c-93d6,,4808b04d-a1f6-4bef-b633-6ae032b2c289,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,True,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.42964524030685425,0.3007936477661133,0.3857142925262451,0.3149460554122925,0.7508955597877502,0.7320361137390137,0.7927689552307129,0.6626983880996704,0.6736640930175781,0.5717499256134033,0.5340687036514282,0.49682536721229553,0.523809552192688,0.25974026322364807,0.8323567509651184,12595.0,1500.0,1753612532.34516,300.0,3.1471622649714703e-10,51300.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246399503.58143-77a5934c-63ae,dinov2_pretrained_flair_2025-07-27_07-23-38,finished,2025-07-27T07:24:16Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246399503.58143-77a5934c-63ae,,0341fec0-54b5-407b-ba91-279aea4c3b3f,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.581841766834259,0.5873016119003296,0.4928571283817291,0.4904214441776275,0.6668110489845276,1.0,1.0,1.0,1.0,0.32741105556488037,0.6501194834709167,0.6603174209594727,0.5547618865966797,0.5398385524749756,0.6874037384986877,16616.0,1500.0,1753617672.664517,300.0,3.1471622649714703e-10,51300.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246399538.62878-8cd355a9-a476,dinov2_frozen_flair_2025-07-27_07-24-05,failed,2025-07-27T07:24:46Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246399538.62878-8cd355a9-a476,,2544032b-905a-4061-b863-db76e1fec5db,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,True,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.5,,,,,,,,,,,,,,,,251.0,,,,,,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246397699.07223-b6f83717-0206,dinov2_frozen_flair_2025-07-27_07-49-34,finished,2025-07-27T07:50:14Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246397699.07223-b6f83717-0206,,a0f3a832-1f82-463c-bb0d-3558ed6ab2c6,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,True,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5284267663955688,0.49365079402923584,0.488095223903656,0.4183673560619354,0.6340469121932983,0.6474929451942444,0.6763668060302734,0.5714285969734192,0.5726187229156494,0.6171009540557861,0.529177188873291,0.48650795221328735,0.4095238149166107,0.41323527693748474,0.680942952632904,11190.0,1500.0,1753613805.7517598,300.0,3.1471622649714703e-10,6600.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246397674.47434-340bef30-538e,dinov2_pretrained_flair_2025-07-27_07-49-55,finished,2025-07-27T07:50:35Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246397674.47434-340bef30-538e,,bad942f3-79cf-401d-b6de-3ec64a8da372,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5538135766983032,0.555555522441864,0.5476190447807312,0.3075447678565979,1.1191048622131348,1.0,1.0,1.0,1.0,0.32744768261909485,0.684618353843689,0.6984126567840576,0.6666666865348816,0.6297435760498047,0.6607564687728882,17171.0,1500.0,1753619806.1309483,300.0,3.1471622649714703e-10,51300.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246393587.57691-54f8324c-6ecf,dinov2_frozen_flair_2025-07-27_08-58-04,finished,2025-07-27T08:58:34Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246393587.57691-54f8324c-6ecf,,a9bca073-f8ed-4487-892a-91e650500999,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,True,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5276298522949219,0.4873015880584717,0.41428571939468384,0.4020979106426239,0.6645340919494629,0.6464724540710449,0.6753968000411987,0.5714285969734192,0.5726187229156494,0.6171995401382446,0.529177188873291,0.48650795221328735,0.4095238149166107,0.41323527693748474,0.6809732913970947,19557.0,1500.0,1753626270.857319,300.0,3.1471622649714703e-10,6600.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246393221.20279-c24be43f-f52b,dinov2_pretrained_flair_2025-07-27_09-09-27,finished,2025-07-27T09:09:46Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246393221.20279-c24be43f-f52b,,c1808750-0657-410c-87a1-b55664d95031,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5336325764656067,0.4920635223388672,0.5166666507720947,0.5132583975791931,0.6743491888046265,1.0,1.0,1.0,1.0,0.32827624678611755,0.6470092535018921,0.682539701461792,0.6333333253860474,0.6052631735801697,0.671936571598053,26060.0,1500.0,1753633445.9998348,300.0,3.1471622649714703e-10,51300.0,,,mean,mean,,,,True,facebook/dinov2-base,,,
7246222076.29581-a5d1b358-a459,resenc_time_conditioned_pretrained_flair_2025-07-29_08-37-25,finished,2025-07-29T08:37:50Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246222076.29581-a5d1b358-a459,,948ec151-964c-4a85-9a77-fa1337b7c929,t-jiachentu,False,0,Classification,300,False,ResEncTimeConditioned,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.5,0.4842263162136078,0.42222219705581665,0.5,0.42424243688583374,0.6508075594902039,1.0,1.0,0.9960317611694336,0.9925134778022766,0.335044801235199,0.4650695919990539,0.41904759407043457,0.4404761791229248,0.4348717927932739,1.1207717657089231,17713.0,1500.0,1753795982.6710758,300.0,3.1471622649714703e-10,12900.0,,,,cls_token,256.0,64.0,,,,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
7246152098.73688-cc4bc082-ccf8,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-07-30_04-03-49,finished,2025-07-30T04:04:22Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246152098.73688-cc4bc082-ccf8,,c5ca8c17-5b0e-4e10-976b-8a0f7f258136,t-jiachentu,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.2,0.4754907488822937,0.33174604177474976,0.3642857074737549,0.3124033212661743,0.9135125279426576,1.0,0.9999999403953552,0.9920635223388672,0.9851304292678832,0.34359312057495117,0.5603501200675964,0.596825361251831,0.6000000238418579,0.5798525810241699,0.9083290696144104,18402.0,1500.0,1753866665.3054104,300.0,1.573581132485735e-10,51300.0,,,,,,,,,,,,
7246149980.65599-c12c30c5-03a4,resenc_time_conditioned_pretrained_flair_2025-07-30_04-44-44,finished,2025-07-30T04:45:19Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246149980.65599-c12c30c5-03a4,,f17e9d7b-80d2-4940-ba76-80566190f861,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5046092867851257,0.43809521198272705,0.4404762089252472,0.33312809467315674,0.7901626825332642,0.9937888383865356,0.9964726567268372,0.9920635223388672,0.9851304292678832,0.3504960536956787,0.533868670463562,0.514285683631897,0.5190476179122925,0.49932432174682617,1.0034505128860474,14829.0,1000.0,1753865547.9670866,200.0,3.8076210902182607e-10,34200.0,,,,cls_token,256.0,64.0,,,,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
7246130750.97640-8bb5d651-a105,resenc_time_conditioned_pretrained_flair_2025-07-30_10-09-31,finished,2025-07-30T10:10:52Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246130750.97640-8bb5d651-a105,,9df067b3-89b9-43b7-a91a-6ad9b6aa5f4f,t-jiachentu,False,0,Classification,300,False,ResEncTimeConditioned,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,4,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,True,epochwise,0.5,0.5213112831115723,0.4333333373069763,0.43095237016677856,0.4316239356994629,0.7378503680229187,0.9997272491455078,0.9998235702514648,0.9960317611694336,0.9925134778022766,0.33833396434783936,0.5021170973777771,0.4888888895511627,0.5095238089561462,0.49982449412345886,1.0242433547973633,10766.0,1500.0,1753881017.9920723,300.0,3.1471622649714703e-10,12900.0,,,,cls_token,256.0,64.0,,,,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
7246128604.04198-95e75e1f-df0d,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_flair_2025-07-30_10-36-10,finished,2025-07-30T10:37:20Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246128604.04198-95e75e1f-df0d,,bd6c71bc-d05d-4ed8-88ae-9f4ee5bc1223,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.2,0.4690946042537689,0.39365077018737793,0.39523810148239136,0.39589741826057434,1.007648468017578,0.9989196062088012,0.9992945194244384,0.9809523820877076,0.9775403738021852,0.353378027677536,0.5506547689437866,0.5539682507514954,0.561904788017273,0.518831193447113,0.9818989038467408,12950.0,1000.0,1753884787.4988768,200.0,3.8076210902182607e-10,34200.0,,,,,,,,,,,,
7246127474.36354-72b38717-999e,resenc_time_conditioned_pretrained_flair_2025-07-30_10-53-37,finished,2025-07-30T10:54:11Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats18_lgg_vs_hgg_single_flair/runs/7246127474.36354-72b38717-999e,,a97f02fb-a77e-4c76-81d8-2210f25801e5,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,5e-06,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,0.5,0.5046092867851257,0.43809521198272705,0.4404762089252472,0.33312809467315674,0.7901626825332642,0.9937888383865356,0.9964726567268372,0.9920635223388672,0.9851304292678832,0.3504960536956787,0.533868670463562,0.514285683631897,0.5190476179122925,0.49932432174682617,1.0034505128860474,15035.0,1000.0,1753887882.1085868,200.0,3.8076210902182607e-10,34200.0,,,,cls_token,256.0,64.0,,,,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth
