run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_chpt_path,config_image_size,config_slice_aggregation,config_dinov2_model_name,config_time_dim,config_learned_sinusoidal_dim,config_dropout_rate,config_freeze_encoder,config_pretrained_encoder_path,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_patch_size
7246128312.91534-fed709be-cc5f,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-07-30_10-50-22,finished,2025-07-30T10:51:33Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246128312.91534-fed709be-cc5f,,1d6d0b92-02c2-4823-a985-e38f68f2f8a2,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-06,1,False,0,True,False,full,False,0.2,,1,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,False,epochwise,,,0.2,0.93151593208313,0.9405405521392822,0.7452702522277832,0.7389830350875854,0.6103094220161438,0.9975317716598512,0.9974907636642456,0.9822787046432496,0.9822787046432496,0.3515284061431885,0.9443393349647522,0.941094934940338,0.8191268444061279,0.813725471496582,0.5314979553222656,16079,1000.0,1753888767.540424,200.0,3.8076210902182607e-10,45200.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,
7246127222.88519-c25d2c50-48dc,resenc_time_conditioned_pretrained_t2f_2025-07-30_10-58-25,finished,2025-07-30T10:59:04Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246127222.88519-c25d2c50-48dc,,f9b49ee2-00e5-4351-9f22-4891537b6442,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-06,1,False,0,True,False,full,False,0.2,,1,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,False,epochwise,cls_token,,0.5,0.574045717716217,0.5300675630569458,0.5979729890823364,0.535444974899292,1.0442124605178833,0.9997669458389282,0.9997647404670716,0.995726466178894,0.9955710172653198,0.3362441956996918,0.983814001083374,0.9833679795265198,0.934511423110962,0.9341990947723388,0.4054911136627197,19313,1000.0,1753892452.878836,200.0,3.8076210902182607e-10,45200.0,,,,,256.0,64.0,0.5,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,
7246086297.81015-8fe20239-1155,brainiac_pretrained_t2f_2025-07-30_22-20-19,finished,2025-07-30T22:20:43Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246086297.81015-8fe20239-1155,,94b12246-2fb0-4541-8271-4f9f16918de0,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.6738344430923462,0.671621561050415,0.5739864706993103,0.4854559898376465,0.9326012134552002,0.962249517440796,0.9619697332382202,0.8992002010345459,0.898228108882904,0.45480796694755554,0.9298088550567628,0.9230769276618958,0.7813583016395569,0.7695737481117249,0.5882916450500488,6868,500.0,1753920911.0671475,100.0,7.709637592770997e-09,5700.0,,,,,,,,,,,,,,,
7246086175.18042-ff1aa8e1-4ad6,brainiac_scratch_t2f_2025-07-30_22-32-14,finished,2025-07-30T22:32:37Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246086175.18042-ff1aa8e1-4ad6,,9fa043b5-9605-4a63-be38-ebf905acf922,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,False,True,0,gpu,0.2,2,16,val,False,0.2,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.5434956550598145,0.5344594717025757,0.4814189076423645,0.3990100920200348,0.8258295655250549,0.9148149490356444,0.9240962862968444,0.8545832633972168,0.8539565801620483,0.4940573573112488,0.8851286768913269,0.8724879026412964,0.7286902666091919,0.7153558135032654,0.6831426620483398,8017,500.0,1753922775.0126183,100.0,7.709637592770997e-09,5700.0,,,,,,,,,,,,,,,
7246085797.90726-6c238b01-87a4,dinov2_pretrained_t2f_2025-07-30_22-34-17,finished,2025-07-30T22:34:42Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085797.90726-6c238b01-87a4,,d65af34d-5f83-46ca-95fc-048a6abe8860,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,,2,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,mean,True,0.5,0.6703543066978455,0.6347973346710205,0.625,0.5557692050933838,0.8227622509002686,1.0,1.0,1.0,1.0,0.3287605345249176,1.0,1.0,1.0,1.0,0.35849595069885254,9772,500.0,1753924653.525391,100.0,7.709637592770997e-09,11300.0,,,mean,facebook/dinov2-base,,,,,,,,,,,
7246086054.33697-bb55cc33-fc51,brainmvp_pretrained_t2f_2025-07-30_22-36-02,finished,2025-07-30T22:36:28Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246086054.33697-bb55cc33-fc51,,876e8ec6-455e-4b9a-a7e3-127c75486180,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.6309343576431274,0.6236486434936523,0.5,0.3245614171028137,0.7061418890953064,0.7402502298355103,0.7529208660125732,0.677997350692749,0.6769847869873047,0.6300567388534546,0.7487308382987976,0.7484407424926758,0.684684693813324,0.6842105388641357,0.6395456194877625,5823,500.0,1753920811.30109,100.0,7.709637592770997e-09,5700.0,,,,,,,,,,,,,,,
7246085928.41650-e8b8871e-f9e6,dinov2_frozen_t2f_2025-07-30_22-36-25,failed,2025-07-30T22:36:49Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085928.41650-e8b8871e-f9e6,,cd4349a4-4533-4d15-bbdd-7a385146c269,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,True,0.2,,4,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,mean,True,0.5,,,,,,,,,,,,,,,,677,,,,,,,,mean,facebook/dinov2-base,,,,,,,,,,,
7246085420.60074-ce7ab1a8-fc52,resenc_pretrained_t2f_2025-07-30_22-36-29,finished,2025-07-30T22:37:05Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085420.60074-ce7ab1a8-fc52,,02736242-529b-4b79-a8b9-59993872f5c5,t-jiachentu,False,0,Classification,100,False,ResEncoder_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.5197683572769165,0.43885135650634766,0.6114864945411682,0.5455930233001709,0.7374644875526428,1.0,1.0,0.995726466178894,0.9955710172653198,0.3354301452636719,0.999323844909668,0.9993069767951964,0.9871795177459716,0.9868398308753968,0.347108393907547,8801,500.0,1753923825.6891236,100.0,7.709637592770997e-09,2900.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,,,,
7246085544.36097-f513f49b-271a,mri_core_pretrained_t2f_2025-07-30_22-37-40,finished,2025-07-30T22:38:11Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085544.36097-f513f49b-271a,,66c80fbb-ba5a-44d9-9c76-063d4b29e067,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,,2,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,mean,,0.5,0.5179010629653931,0.5229729413986206,0.5,0.34188035130500793,0.6926941871643066,0.5015743374824524,0.48733633756637573,0.48823806643486023,0.43040037155151367,0.6934136152267456,0.6249721646308899,0.6053361296653748,0.5,0.3391304314136505,0.6929874420166016,12506,500.0,1753927596.4851022,100.0,7.709637592770997e-09,11300.0,,224.0,mean,,,,,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,12.0,768.0,4.0,12.0,512.0,16.0
7246085303.33943-06c5372f-170d,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2f_2025-07-30_22-40-00,finished,2025-07-30T22:40:40Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085303.33943-06c5372f-170d,,0c5038f7-c2c6-4426-a433-c4baf66dd388,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,5e-06,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.9562236070632936,0.9564189314842224,0.8989864587783813,0.8959459066390991,0.6698046326637268,0.9988452196121216,0.9988238215446472,0.995726466178894,0.9955710172653198,0.3453189432621002,0.9542235732078552,0.9604989290237428,0.8967429399490356,0.894444465637207,0.4519148468971253,17410,1000.0,1753932649.7282,200.0,3.8076210902182607e-10,5800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,
7246085666.45420-9fb19ec4-b7a5,mri_core_frozen_t2f_2025-07-30_22-42-51,failed,2025-07-30T22:43:23Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085666.45420-9fb19ec4-b7a5,,8a64d3d2-0913-4c9e-9b26-2d5196747841,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,8,False,100,False,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,mean,,0.5,,,,,,,,,,,,,,,,526,,,,,,,224.0,mean,,,,,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,12.0,768.0,4.0,12.0,512.0,16.0
7246085183.92388-86a01fa0-96a1,resenc_multimodal_mm_mdae_pretrained_pretrained_t2f_2025-07-30_22-47-20,finished,2025-07-30T22:47:51Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_brats23_men_vs_met_single_t2f/runs/7246085183.92388-86a01fa0-96a1,,341ae262-bff3-4cb1-af32-d0637f1dcc8c,t-jiachentu,False,0,Classification,100,False,ResEncoderMultiModal_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,2e-05,1,False,0,True,False,full,False,0.2,,8,False,batchgenerators.get_training_transforms,10,False,False,men_vs_met,True,power,3,False,1,True,epochwise,,,0.2,0.9630898237228394,0.9635134935379028,0.5,0.34188035130500793,0.6571105122566223,0.9797983765602112,0.9861209392547609,0.9868658781051636,0.98671293258667,0.3750708103179931,0.9764211177825928,0.975051999092102,0.9223839044570924,0.92099791765213,0.4353042542934418,8891,500.0,1753924561.5455427,100.0,7.709637592770997e-09,2900.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,
