run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_dinov2_model_name,config_gradient_clip_val,config_log_every_n_steps,config_slice_aggregation,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_pretrained_path,config_chpt_path,config_image_size,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_patch_size,config_freeze_encoder,config_pretrained_encoder_path,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim
7246324792.24395-56f13849-ea28,dinov2_pretrained_multi_t1_t1gd_t2_flair_2025-07-28_04-19-01,failed,2025-07-28T04:19:37Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246324792.24395-56f13849-ea28,,0dc0996d-1fae-42f1-a754-6f71ff2f7d5f,t-jiachentu,False,0,Classification,300.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,300.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,1e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,facebook/dinov2-base,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,True,0.5,,,,,,,,,,,,,,,,207.0,0.0,1753676577.9298792,,4.761904761904763e-07,0.0,,,,,,,,,,,,,,,
7246244698.27326-ffe424cf-1e85,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_02-20-35,finished,2025-07-29T02:21:16Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246244698.27326-ffe424cf-1e85,,ec05432c-f201-4b6a-8c4d-5d1a9d6fb3fc,t-jiachentu,False,0,Classification,100.0,False,ResEncoder_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,,False,0.2,0.528918981552124,0.4065934121608734,0.36263737082481384,0.2929292917251587,0.8801422119140625,0.971737802028656,0.969934582710266,0.8928104639053345,0.8854149580001831,0.36054643988609314,0.4495085477828979,0.3712121248245239,0.344696968793869,0.34285715222358704,1.5517010688781738,9161.0,500.0,1753764835.7022412,100.0,1.927409398192747e-08,1000.0,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,
7246244056.02306-803e228c-a9fc,mri_core_frozen_multi_t1_t1gd_t2_flair_2025-07-29_02-36-32,finished,2025-07-29T02:38:03Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246244056.02306-803e228c-a9fc,,b8faab01-935a-4c8d-a446-93d4c4db7bff,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,4.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,False,0.5,0.5703828930854797,0.46153849363327026,0.5,0.3939394056797027,0.6678143739700317,0.6553338766098022,0.6549019813537598,0.5,0.3629032373428345,0.6784106492996216,0.4930676519870758,0.3939394056797027,0.5,0.3235294222831726,0.7086586356163025,7357.0,500.0,1753764041.2844,100.0,1.927409398192747e-08,1000.0,,,,224.0,12.0,768.0,4.0,12.0,512.0,16.0,True,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,,
7246242442.21567-7ed32b79-d533,dinov2_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_03-03-58,failed,2025-07-29T03:04:26Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246242442.21567-7ed32b79-d533,,d29ea7c2-a82e-4fa3-8f0a-894eb529a590,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,facebook/dinov2-base,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,True,0.5,,,,,,,,,,,,,,,,137.0,0.0,1753758398.8140354,,2.380952380952381e-06,0.0,,,,,,,,,,,,,,,
7246242251.28967-bd5e2542-6fca,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_03-24-54,finished,2025-07-29T03:25:26Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246242251.28967-bd5e2542-6fca,,95b5a424-5ce5-461b-bbc0-160e566ab098,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,,False,0.2,0.45633918046951294,0.36263734102249146,0.41208791732788086,0.41333335638046265,0.8018128275871277,0.9710906744003296,0.9679738283157348,0.9078431129455566,0.9092996716499328,0.3476273715496063,0.4971613883972168,0.42424243688583374,0.4772727489471435,0.4772727489471435,1.143256902694702,11542.0,500.0,1753771066.919969,100.0,1.927409398192747e-08,1000.0,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,
7246232969.98722-45e29d75-f5d7,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_05-40-29,finished,2025-07-29T05:40:53Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246232969.98722-45e29d75-f5d7,,3eb91068-2cde-423e-ad62-723d37300d31,t-jiachentu,False,0,Classification,100.0,False,ResEncoderMultiModal_Classifier,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,4.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,,False,0.2,0.5227419137954712,0.4725274741649628,0.593406617641449,0.5833333730697632,0.8010829091072083,0.8865794539451599,0.8869280815124512,0.8450980186462402,0.8450980186462402,0.485322505235672,0.5482373833656311,0.5378787517547607,0.6098484992980957,0.6086956262588501,0.9177237749099731,3664.0,500.0,1753771317.118353,100.0,1.927409398192747e-08,1000.0,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,
7246231934.08862-9c938a73-0f21,brainiac_scratch_multi_t1_t1gd_t2_flair_2025-07-29_06-05-16,crashed,2025-07-29T06:05:51Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246231934.08862-9c938a73-0f21,,28225ce8-b172-4988-b364-9f633d4db4b0,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,cls_token,True,0.0,,,,,,0.4284548759460449,0.3692810535430908,0.5,0.3629032373428345,0.6932315230369568,0.5,0.5,0.5,0.3235294222831726,232.39756774902344,1724.9391571,103.0,1753770878.6448936,20.0,5e-05,839.0,0.2,,,,,,,,,,,,,,
7246229847.31773-bd0bb5f6-9e94,dinov2_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_06-36-09,finished,2025-07-29T06:36:38Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246229847.31773-bd0bb5f6-9e94,,289b27f1-bbb5-4bcb-b22b-a2127e9f0c56,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,facebook/dinov2-base,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,True,0.5,0.7548343539237976,0.7142857313156128,0.5,0.3939394056797027,0.6520179510116577,0.5481356382369995,0.5176470279693604,0.5137255191802979,0.5021008253097534,0.7469980716705322,0.506821870803833,0.4318181872367859,0.4962121248245239,0.3839285671710968,0.7134944796562195,5243.0,500.0,1753776241.3905597,100.0,1.927409398192747e-08,4000.0,,,,,,,,,,,,,,,
7246229725.27745-75516b2b-c038,mri_core_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_06-57-36,finished,2025-07-29T06:59:22Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246229725.27745-75516b2b-c038,,20fa2246-b0c5-4e34-9664-bdc2e88c0ca0,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,False,0.5,0.548145592212677,0.450549453496933,0.5,0.3939394056797027,0.6844194531440735,0.5810337662696838,0.5738562345504761,0.54313725233078,0.5368965864181519,0.7129246592521667,0.5522950887680054,0.4393939375877381,0.5416666865348816,0.41025641560554504,0.7138194441795349,10098.0,500.0,1753782462.7550125,100.0,1.927409398192747e-08,4000.0,,,,224.0,12.0,768.0,4.0,12.0,512.0,16.0,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,,
7246229804.64874-84c1f1fd-252b,brainiac_scratch_multi_t1_t1gd_t2_flair_2025-07-29_06-58-26,finished,2025-07-29T06:59:51Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246229804.64874-84c1f1fd-252b,,e7588bd4-d146-4a66-b99d-5e764dbf3628,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,cls_token,True,0.0,0.5923906564712524,0.5934065580368042,0.5,0.3939394056797027,0.786895215511322,0.6951860189437866,0.7065359354019165,0.6127451062202454,0.6127451062202454,0.6243796348571777,0.7534871101379395,0.75,0.5,0.3235294222831726,2.529566526412964,8768.0,500.0,1753781161.8913689,100.0,1.927409398192747e-08,4000.0,0.2,,,,,,,,,,,,,,
7246229782.19433-5406a9df-f2a7,brainiac_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_07-00-27,finished,2025-07-29T07:01:49Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246229782.19433-5406a9df-f2a7,,c4a5eb94-7463-49a7-9efb-4f1f9d126275,t-jiachentu,False,0,Classification,100.0,False,brainiac,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,cls_token,True,0.0,0.6501794457435608,0.6263736486434937,0.5,0.3939394056797027,0.9068149328231812,0.9620760679244996,0.9581699371337892,0.9042483568191528,0.908519446849823,0.3682812452316284,0.5355241298675537,0.5378787517547607,0.5416666865348816,0.41025641560554504,86.67125701904297,8619.0,500.0,1753781130.5710523,100.0,1.927409398192747e-08,4000.0,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,,,
7246229640.49101-f17a2331-23cb,dinov2_pretrained_multi_t1_t1gd_t2_flair_2025-07-29_07-00-29,finished,2025-07-29T07:01:59Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246229640.49101-f17a2331-23cb,,793d237e-b9bf-4eb6-a320-75f104df5985,t-jiachentu,False,0,Classification,100.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,1.0,False,100.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,4.0,False,0.0,True,False,full,False,0.1,1.0,False,batchgenerators.get_training_transforms,facebook/dinov2-base,1.0,10.0,mean,False,False,dss_1year,False,power,3.0,False,2.0,False,epochwise,mean,True,0.5,0.6643216609954834,0.615384578704834,0.6758241653442383,0.6865203976631165,0.6803247332572937,0.6028602123260498,0.55751633644104,0.5029411911964417,0.4733333587646485,0.7288159728050232,0.5314379930496216,0.4318181872367859,0.4962121248245239,0.3839285671710968,0.7253116965293884,8426.0,500.0,1753780948.1830142,100.0,1.927409398192747e-08,4000.0,,,,,,,,,,,,,,,
7246151192.12620-4cf6bf56-c867,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1_t1gd_t2_flair_2025-07-30_04-25-31,finished,2025-07-30T04:26:07Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246151192.12620-4cf6bf56-c867,,d818f062-8056-4933-8bf4-fd48f66ad5f7,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-06,4.0,False,0.0,True,False,full,False,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,,False,0.2,0.5320339202880859,0.4395604133605957,0.5219780206680298,0.5199999809265137,0.8695882558822632,0.9551368355751038,0.9522875547409058,0.8411765098571777,0.8344883322715759,0.41964325308799744,0.4960881173610687,0.4393939375877381,0.5151515007019043,0.5068225860595703,1.228934645652771,21893.0,1000.0,1753871461.4035633,200.0,3.8076210902182607e-10,2000.0,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,
7246149233.28776-48af29ef-befc,resenc_time_conditioned_pretrained_multi_t1_t1gd_t2_flair_2025-07-30_04-51-44,finished,2025-07-30T04:52:32Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246149233.28776-48af29ef-befc,,612bc83e-775f-48e9-899f-a5a0610e50fc,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-06,4.0,False,0.0,True,False,full,False,0.1,2.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,cls_token,False,0.5,0.4991316795349121,0.4175823926925659,0.4835165143013001,0.4791666567325592,0.8905971646308899,1.0,1.0,0.9852941036224364,0.9870427846908568,0.22113819420337677,0.5129304528236389,0.4015151262283325,0.3484848737716675,0.3478260934352875,1.8808958530426023,22685.0,1000.0,1753873837.4517484,200.0,3.8076210902182607e-10,4000.0,,,,,,,,,,,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,256.0,0.5,64.0
7246128156.65860-4306d954-afc8,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1_t1gd_t2_flair_2025-07-30_10-42-36,finished,2025-07-30T10:43:13Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246128156.65860-4306d954-afc8,,679fd745-af3a-495c-b8ec-7825ad2da63b,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-06,4.0,False,0.0,True,False,full,False,0.1,4.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,,False,0.2,0.6234960556030273,0.5604395866394043,0.49450549483299255,0.46666666865348816,0.7105228304862976,0.9611241221427916,0.9594770669937134,0.8522875905036926,0.8468992114067078,0.3854638338088989,0.5405656099319458,0.4848484992980957,0.4356060624122619,0.4347825944423675,1.144940972328186,22059.0,1000.0,1753894249.1988344,200.0,3.8076210902182607e-10,2000.0,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,
7246127073.30510-898584c0-0710,resenc_time_conditioned_pretrained_multi_t1_t1gd_t2_flair_2025-07-30_11-01-05,finished,2025-07-30T11:01:51Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_tcga_gbm_dss_1year_multi_t1_t1gd_t2_flair/runs/7246127073.30510-898584c0-0710,,94573f2e-868e-4781-bd76-d7887e75c254,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,32.0,CosineAnneal,20.0,2.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-06,4.0,False,0.0,True,False,full,False,0.1,2.0,False,batchgenerators.get_training_transforms,,1.0,10.0,,False,False,dss_1year,False,power,3.0,False,2.0,True,epochwise,cls_token,False,0.5,0.5090959072113037,0.39560437202453613,0.42307692766189575,0.35483869910240173,0.6999977231025696,1.0,1.0,0.9888888597488404,0.987135648727417,0.22847743332386017,0.4261196255683899,0.27272725105285645,0.3901515007019043,0.3901515007019043,1.7877455949783323,23203.0,1000.0,1753896514.5076232,200.0,3.8076210902182607e-10,4000.0,,,,,,,,,,,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,256.0,0.5,64.0
