run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_slice_aggregation,config_pretrained_checkpoint_path,config_dinov2_model_name,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245992527.90061-82d86229-d8e6,brainiac_scratch_t1gd_2025-08-01_00-28-33,finished,2025-08-01T00:28:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992527.90061-82d86229-d8e6,,dab4ce30-2cd4-4524-b7c0-57d2f4b451cd,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,False,epochwise,cls_token,True,0.0,0.430921733379364,0.36026784777641296,0.5,0.3723404109477997,0.6954493522644043,0.5344624519348145,0.5243092775344849,0.5,0.3727598488330841,0.6812500953674316,0.44088420271873474,0.38753020763397217,0.5,0.3709677457809448,0.6929386258125305,9642.0,500.0,1754017777.3018384,100.0,1.927409398192747e-08,35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7245992472.16036-da2424a2-17a1,mri_core_pretrained_t1gd_2025-08-01_00-28-05,finished,2025-08-01T00:29:20Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992472.16036-da2424a2-17a1,,7a45f52a-c874-4e82-a4d0-67982caa8532,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,True,epochwise,mean,,0.5,0.4804777503013611,0.44330358505249023,0.5,0.3723404109477997,0.6818268299102783,0.4985949099063874,0.4940411448478699,0.5,0.3727598488330841,0.6836861371994019,0.4705944955348969,0.4343297481536865,0.5,0.3709677457809448,0.6829339861869812,17223.0,500.0,1754025381.296065,100.0,1.927409398192747e-08,17500.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,,,,,,,,,,,,,,,
7245992409.84648-5cdbd3e0-db18,mri_core_frozen_t1gd_2025-08-01_00-28-15,finished,2025-08-01T00:29:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992409.84648-5cdbd3e0-db18,,6a6c7c6f-5e42-4546-a533-37db6ecf57f3,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,False,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,False,epochwise,mean,,0.5,0.4808059632778168,0.4541666507720947,0.5,0.3723404109477997,0.6822474002838135,0.5064796805381775,0.4931270480155945,0.5,0.3727598488330841,0.682424008846283,0.46887704730033875,0.4288949370384216,0.5,0.3709677457809448,0.6829445362091064,9568.0,500.0,1754017738.7125294,100.0,1.927409398192747e-08,8800.0,12.0,768.0,4.0,12.0,512.0,224.0,16.0,True,mean,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,,,,,,,,,,,,,,,
7245992358.03924-a38299d2-6d93,brainmvp_pretrained_t1gd_2025-08-01_00-29-26,finished,2025-08-01T00:29:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992358.03924-a38299d2-6d93,,5b747cdf-dd9a-4897-b99a-28050c960e97,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,True,epochwise,cls_token,True,0.0,0.5103923082351685,0.456845223903656,0.5,0.28915661573410034,0.7161860466003418,0.5794023275375366,0.601723313331604,0.5512933135032654,0.5268201231956482,0.6731434464454651,0.4867147207260132,0.4462560415267944,0.5,0.3709677457809448,0.7002905011177063,7554.0,500.0,1754015748.467038,100.0,1.927409398192747e-08,8800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,,,,,,,,,,,,,,,,
7245992132.34900-c029ed9c-b3d6,dinov2_pretrained_t1gd_2025-08-01_00-29-46,finished,2025-08-01T00:30:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992132.34900-c029ed9c-b3d6,,07adfaf3-75d0-43ca-8b28-965f34571c82,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,2,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,True,epochwise,mean,True,0.5,0.4688838720321655,0.4171130955219269,0.5,0.3723404109477997,0.6857439875602722,0.5304146409034729,0.5287615060806274,0.49502304196357727,0.3818438649177551,0.6813519597053528,0.426619291305542,0.37032002210617065,0.5,0.3709677457809448,0.6837531924247742,13442.0,500.0,1754021651.84553,100.0,1.927409398192747e-08,17500.0,,,,,,,,,mean,,facebook/dinov2-base,,,,,,,,,,,,,,,
7245992079.89548-d33ad4f3-5d31,dinov2_frozen_t1gd_2025-08-01_00-31-15,finished,2025-08-01T00:31:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992079.89548-d33ad4f3-5d31,,377522a8-c789-419b-b8c5-8c944768b5d7,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,True,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,False,epochwise,mean,True,0.5,0.6059823632240295,0.602529764175415,0.5,0.3723404109477997,0.676522970199585,0.5472829341888428,0.5510901808738708,0.5563719272613525,0.5468981266021729,0.7005921602249146,0.5736526846885681,0.5342693328857422,0.5,0.3709677457809448,0.6930351853370667,8144.0,500.0,1754016442.736478,100.0,1.927409398192747e-08,8800.0,,,,,,,,,mean,,facebook/dinov2-base,,,,,,,,,,,,,,,
7245992586.31005-cb764835-ddf4,brainiac_pretrained_t1gd_2025-08-01_00-32-24,finished,2025-08-01T00:32:49Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992586.31005-cb764835-ddf4,,8454e92a-b5b1-45be-8154-1d02435e2ff2,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0.2,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,False,epochwise,cls_token,True,0.0,0.48493459820747375,0.4535714387893677,0.5,0.3723404109477997,0.6892054080963135,0.6144078373908997,0.6224268674850464,0.51408451795578,0.4028485417366028,0.671268105506897,0.4698745608329773,0.44021737575531006,0.5,0.3709677457809448,0.7169093489646912,9566.0,500.0,1754017934.447871,100.0,1.927409398192747e-08,35000.0,,,,,,,,,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,,,,,,
7245992026.10055-25688da2-deb0,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1gd_2025-08-01_02-13-58,finished,2025-08-01T00:33:01Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992026.10055-25688da2-deb0,,b6627f74-084e-4815-b157-34613031e634,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,True,epochwise,,,0.2,0.5574038028717041,0.5666667222976685,0.5,0.3723404109477997,0.6816733479499817,0.6382657289505005,0.6437228918075562,0.5887391567230225,0.5781680345535278,0.660270094871521,0.5371949672698975,0.5048309564590454,0.5135869979858398,0.512499988079071,0.7025770545005798,26608.0,1211.0,1754035518.4509947,200.0,3.8076210902182585e-09,8800.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,
7245992304.02121-568c52d5-03c3,resenc_multimodal_mm_mdae_pretrained_pretrained_t1gd_2025-08-01_00-33-56,finished,2025-08-01T00:34:24Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992304.02121-568c52d5-03c3,,b8c248a1-2573-4ee7-997a-8b4f021255b2,t-jiachentu,False,0,Classification,100,False,ResEncoderMultiModal_Classifier,100,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,False,epochwise,,,0.2,0.5627288222312927,0.5623512268066406,0.538690447807312,0.5277301073074341,0.6910263895988464,0.5255690813064575,0.5277119874954224,0.5106649398803711,0.45177215337753296,0.6844068169593811,0.5115798711776733,0.51222825050354,0.5,0.3709677457809448,0.6830704808235168,11065.0,500.0,1754019527.5747278,100.0,1.927409398192747e-08,35000.0,,,,,,,,,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,
7245992243.74149-bbf91d77-eefe,resenc_time_conditioned_pretrained_t1gd_2025-08-01_00-33-58,finished,2025-08-01T00:35:29Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_gtr_status_single_t1gd/runs/7245992243.74149-bbf91d77-eefe,,8f9e4c8b-de55-4113-8fab-939b121f3c5d,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,,1,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,5e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,gtr_status,True,power,3,False,1,True,epochwise,cls_token,,0.5,0.5462814569473267,0.5395833253860474,0.5247023701667786,0.5204644203186035,0.7048773765563965,0.6818228960037231,0.693509578704834,0.634615421295166,0.6364953517913818,0.6445749998092651,0.606484055519104,0.6186593770980835,0.595108687877655,0.5873016119003296,0.6830254793167114,20702.0,1000.0,1754029230.5641334,200.0,3.8076210902182585e-09,17600.0,,,,,,,,False,,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,256.0,0.5,64.0,,,,,,,,,,,,
