run_id,run_name,state,created_at,url,project,metric_epoch,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,config_model,config_learning_rate,config_batch_size,config_epochs,modality
7245993804.08787-6c768af3-7ad3,brainiac_scratch_t1_2025-08-01_00-02-07,finished,2025-08-01T00:02:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993804.08787-6c768af3-7ad3,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.5812700390815735,0.6031745672225952,0.5095238089561462,0.4722222089767456,0.7866084575653076,0.8285714387893677,0.5626984238624573,0.546419084072113,0.5437099933624268,0.5190476179122925,0.5095238089561462,0.4722222089767456,brainiac,5e-05,4.0,100.0,T1
7245993750.99511-66269919-194e,mri_core_pretrained_t1_2025-08-01_00-02-35,finished,2025-08-01T00:03:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993750.99511-66269919-194e,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.5399695634841919,0.5444444417953491,0.5,0.42424243688583374,0.5146418809890747,0.5179893970489502,0.5,0.42424243688583374,0.468957245349884,0.3841269612312317,0.5,0.42424243688583374,MRICore,5e-05,1.0,100.0,T1
7245993856.24297-05008267-38b7,brainiac_pretrained_t1_2025-08-01_00-03-27,finished,2025-08-01T00:03:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993856.24297-05008267-38b7,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.573455810546875,0.5730158686637878,0.4714285731315613,0.4620224833488464,0.8811429738998413,0.896472692489624,0.7690476179122925,0.7969924807548523,0.4651898145675659,0.3888888955116272,0.38809525966644287,0.34360411763191223,brainiac,5e-05,4.0,100.0,T1
7245993689.91600-7fb79343-8af9,mri_core_frozen_t1_2025-08-01_00-05-25,finished,2025-08-01T00:06:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993689.91600-7fb79343-8af9,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.4647363126277923,0.3809523582458496,0.5,0.42424243688583374,0.5839985609054565,0.5941798686981201,0.5,0.42424243688583374,0.5146074891090393,0.4730159044265747,0.5,0.42424243688583374,MRICore,5e-05,4.0,100.0,T1
7245993580.34062-af687fc8-474c,resenc_multimodal_mm_mdae_pretrained_pretrained_t1_2025-08-01_00-07-00,finished,2025-08-01T00:07:29Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993580.34062-af687fc8-474c,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.5092735290527344,0.5063492059707642,0.5928571224212646,0.5167974829673767,0.9860042333602904,0.9890652894973756,0.9396825432777404,0.9396825432777404,0.46429553627967834,0.37142854928970337,0.4452381134033203,0.3943749964237213,ResEncoderMultiModal_Classifier,5e-05,4.0,100.0,T1
7245993639.32994-8cc1a016-2ac4,brainmvp_pretrained_t1_2025-08-01_00-07-25,finished,2025-08-01T00:07:54Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993639.32994-8cc1a016-2ac4,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.5524961948394775,0.4539682865142822,0.5,0.42424243688583374,0.6016684174537659,0.640388011932373,0.4960317313671112,0.4222972989082336,0.5401420593261719,0.4984126687049866,0.5,0.42424243688583374,brainmvp,5e-05,4.0,100.0,T1
7245993388.05472-fc6953c0-67ce,dinov2_pretrained_t1_2025-08-01_00-09-35,finished,2025-08-01T00:10:00Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993388.05472-fc6953c0-67ce,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.41651594638824463,0.25555557012557983,0.5,0.42424243688583374,0.5011839866638184,0.49347442388534546,0.5,0.42424243688583374,0.594466507434845,0.6634920835494995,0.5,0.42424243688583374,dinov2,5e-05,1.0,50.0,T1
7245993452.24455-f1bcdec1-d250,resenc_pretrained_t1_2025-08-01_00-09-34,finished,2025-08-01T00:10:12Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993452.24455-f1bcdec1-d250,july_stratified_brats18_lgg_vs_hgg_single_t1,100.0,0.5169728994369507,0.47460317611694336,0.5,0.4181874394416809,0.9265404939651488,0.9396826028823853,0.917460322380066,0.9234967827796936,0.5318413972854614,0.49841272830963135,0.5452381372451782,0.4534488320350647,ResEncoder_Classifier,5e-05,4.0,100.0,T1
7245993275.05404-4b88c7a1-2f1a,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-08-01_00-10-47,finished,2025-08-01T00:11:34Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993275.05404-4b88c7a1-2f1a,july_stratified_brats18_lgg_vs_hgg_single_t1,200.0,0.5509467124938965,0.5333333015441895,0.5,0.42424243688583374,0.9970826506614684,0.9982362985610962,0.984920620918274,0.984920620918274,0.5135269165039062,0.46984127163887024,0.4928571581840515,0.4533247947692871,ResEncoder_Classifier,5e-05,4.0,200.0,T1
7245993510.95892-b8567a54-3278,resenc_time_conditioned_pretrained_t1_2025-08-01_00-13-48,finished,2025-08-01T00:15:00Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats18_lgg_vs_hgg_single_t1/runs/7245993510.95892-b8567a54-3278,july_stratified_brats18_lgg_vs_hgg_single_t1,200.0,0.467829704284668,0.4079365134239197,0.4238095283508301,0.4219067096710205,0.9961806535720824,0.9970017671585084,0.9738094806671144,0.9772171974182128,0.5328904390335083,0.5198412537574768,0.4476190507411957,0.416879802942276,ResEncTimeConditioned,5e-05,4.0,200.0,T1
