run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_name,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_metrics,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_input_shape,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_trainer/global_step,metric_val_acc,metric_val_loss
1otya3eq,2025-07-14_01-43-34_gli_vs_men,finished,2025-07-14T01:43:39Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_gli_vs_men_brainiac_single_mod0/runs/1otya3eq,,c54b692d-7264-4139-a704-9ab53608bebb,t-jiachentu,0.0001,False,0,BrainIACModel,Classification,5,False,BrainIACModel,5,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,3,AdamW,16-mixed,CosineAnneal,True,20,16,False,5,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4,False,0,True,False,full,False,0.2,False,batchgenerators.get_training_transforms,1,False,False,gli_vs_men,True,False,1,epochwise,cls_token,True,0,80.765246523,19,1752457499.6911504,4,1.0453658778440104e-05,0.8999999761581421,0.9000000357627869,0.4219909608364105,0.4219909906387329,4,1.0,0.6103222966194153
7247542147.37499-f1b0d0bb-d4d4,2025-07-14_01-56-55_gli_vs_men,finished,2025-07-14T01:57:11Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_gli_vs_men_brainiac_single_mod0/runs/7247542147.37499-f1b0d0bb-d4d4,,8a3b8b9d-425e-4791-b92e-1b9a02055126,t-jiachentu,0.0001,False,0,BrainIACModel,Classification,300,False,BrainIACModel,300,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,3,AdamW,16-mixed,CosineAnneal,False,20,16,False,300,True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.0001,4,False,0,True,False,full,False,0.2,False,batchgenerators.get_training_transforms,1,False,False,gli_vs_men,True,False,1,epochwise,cls_token,True,0,13650.0,17999,1752471882.2571592,299,1.002714116407149e-06,0.9977973699569702,1.0,0.33051031827926636,0.326904296875,17099,0.8811880946159363,0.4679912328720093
