run_id,run_name,state,created_at,url,project,metric_epoch,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,config_model,config_learning_rate,config_batch_size,config_epochs,benchmark,modalities,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1
7245182316.75108-44dc4d31-1675,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-23-41,crashed,2025-08-10T09:24:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245182316.75108-44dc4d31-1675,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245181736.54886-b517a04f-f9bf,resenc_time_conditioned_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-33-10,finished,2025-08-10T09:34:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245181736.54886-b517a04f-f9bf,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,200.0,0.9999630451202391,0.9999892711639404,0.995100736618042,0.995100736618042,0.8940776586532593,0.9336804151535034,0.8070175647735596,0.8036901950836182,ResEncTimeConditioned,5e-05,2.0,200.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,0.6895595788955688,0.8151684999465942,0.4962546825408935,0.46328672766685486
7245181600.61511-df0cdd97-e63e,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-35-38,crashed,2025-08-10T09:36:16Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245181600.61511-df0cdd97-e63e,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245181945.03083-943d65a9-066a,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-36-39,crashed,2025-08-10T09:37:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245181945.03083-943d65a9-066a,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245180925.26252-a13f5dd1-334d,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-47-14,crashed,2025-08-10T09:47:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245180925.26252-a13f5dd1-334d,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245181261.07751-523e9eb9-00cf,resenc_MDAE_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-48-43,crashed,2025-08-10T09:49:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245181261.07751-523e9eb9-00cf,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245180623.36429-455f3dd0-fa46,resenc_MG_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_09-51-50,crashed,2025-08-10T09:52:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245180623.36429-455f3dd0-fa46,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245180310.48986-2d63cec6-7197,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-03-17,crashed,2025-08-10T10:03:45Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245180310.48986-2d63cec6-7197,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245179605.38370-e9c3d914-0077,resenc_SimCLR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-08-59,crashed,2025-08-10T10:09:37Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245179605.38370-e9c3d914-0077,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7245178532.96734-a695f7cc-63c5,resenc_VF_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-31-11,finished,2025-08-10T10:31:40Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245178532.96734-a695f7cc-63c5,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,180.0,1.0,1.0,1.0,1.0,0.926339864730835,0.9613938927650452,0.9205224514007568,0.8750242590904236,ResEncoder_Classifier,7e-05,2.0,180.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,0.7101404666900635,0.7798221111297607,0.625,0.6734042763710022
7245178879.68391-553f2fc0-a1eb,resenc_time_conditioned_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-31-29,finished,2025-08-10T10:32:25Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245178879.68391-553f2fc0-a1eb,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,200.0,1.0,1.0,1.0,1.0,0.9014546275138856,0.9433680772781372,0.9061596393585204,0.8932297229766846,ResEncTimeConditioned,5e-05,2.0,200.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,0.5544486045837402,0.6138108968734741,0.5100187063217163,0.4992198646068573
7245178179.36002-73b6e6b8-2cb5,resenc_VoCo_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-36-41,finished,2025-08-10T10:37:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245178179.36002-73b6e6b8-2cb5,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,180.0,1.0,1.0,1.0,1.0,0.9280788898468018,0.9462599158287048,0.9005205631256104,0.8757468461990356,ResEncoder_Classifier,7e-05,2.0,180.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,0.7556002140045166,0.8830056190490723,0.6137640476226807,0.6463133692741394
7245179248.23028-b0f7036a-5ce2,resenc_SwinUNETR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-10_10-43-05,crashed,2025-08-10T10:43:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7245179248.23028-b0f7036a-5ce2,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958246.11059-5a15c7b3-15cc,brainiac_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-37-57,running,2025-08-12T23:38:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958246.11059-5a15c7b3-15cc,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,86.0,0.9946080446243286,0.9981493949890136,0.9553875923156738,0.9673157930374146,0.5029031038284302,0.5075187683105469,0.4946019053459167,0.44343817234039307,brainiac,5e-05,1.0,200.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958220.76865-59558bc6-5750,brainiac_scratch_multi_t1n_t1c_t2w_t2f_2025-08-12_23-38-40,running,2025-08-12T23:39:02Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958220.76865-59558bc6-5750,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,87.0,0.9695250988006592,0.983756422996521,0.9504883289337158,0.962287425994873,0.4479815065860748,0.2759302258491516,0.5,0.11337209492921828,brainiac,5e-05,1.0,200.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958171.43569-bed2ec1f-2b59,dinov2_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-39-26,failed,2025-08-12T23:39:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958171.43569-bed2ec1f-2b59,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958119.43790-06ee55c0-bb88,resenc_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-40-24,crashed,2025-08-12T23:40:55Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958119.43790-06ee55c0-bb88,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958093.71166-0e4f5af4-ba41,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-40-38,crashed,2025-08-12T23:41:11Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958093.71166-0e4f5af4-ba41,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958069.55218-c286a214-7017,resenc_MDAE_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-41-09,crashed,2025-08-12T23:41:39Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958069.55218-c286a214-7017,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958044.43138-c7270d45-e20f,resenc_multimodal_mm_mdae_pretrained_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-41-42,crashed,2025-08-12T23:42:05Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958044.43138-c7270d45-e20f,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958019.10597-445da0ea-2388,resenc_time_conditioned_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-42-03,crashed,2025-08-12T23:42:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958019.10597-445da0ea-2388,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244957969.31405-9b6009b8-9808,resenc_SimCLR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-42-51,crashed,2025-08-12T23:43:21Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244957969.31405-9b6009b8-9808,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244957919.47938-077bbb01-665c,resenc_SwinUNETR_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-43-51,crashed,2025-08-12T23:44:23Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244957919.47938-077bbb01-665c,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244958145.33974-7d29c1b0-e712,mri_core_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-45-48,failed,2025-08-12T23:46:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244958145.33974-7d29c1b0-e712,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244957994.10947-e9f3e3d8-fb25,resenc_VoCo_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-49-02,crashed,2025-08-12T23:49:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244957994.10947-e9f3e3d8-fb25,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244957944.83845-e0193d90-569a,resenc_VF_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-49-19,crashed,2025-08-12T23:49:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244957944.83845-e0193d90-569a,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244957896.19766-e7436625-4913,resenc_S3D_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-12_23-50-20,crashed,2025-08-12T23:50:50Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244957896.19766-e7436625-4913,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,,,,,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
7244955731.60751-939a0bac-02a9,brainiac_pretrained_multi_t1n_t1c_t2w_t2f_2025-08-13_00-19-59,failed,2025-08-13T00:20:24Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f/runs/7244955731.60751-939a0bac-02a9,july_stratified_brats23_gli_vs_met_multi_t1n_t1c_t2w_t2f,,,,,,,,,,brainiac,5e-05,4.0,200.0,brats23_gli_vs_met,t1n_t1c_t2w_t2f,,,,
