run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_name,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_metrics,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_input_shape,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_trainer/global_step,metric_val_acc,metric_val_loss
7247542134.12104-d3c5826f-7eff,2025-07-14_01-56-38_gli_vs_men,finished,2025-07-14T01:56:55Z,https://microsoft-research.wandb.io/t-jiachentu/brats23_gli_vs_men_brainiac_scratch_single_mod0/runs/7247542134.12104-d3c5826f-7eff,,6de96ca8-f155-4200-9198-54b0004ec918,t-jiachentu,0.0001,False,0,BrainIACModel,Classification,300,False,BrainIACModel,300,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,False,20,16,False,300,False,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset011_BraTS23_GLI_MEN_MET,False,0.001,4,False,0,True,False,full,False,0.2,False,batchgenerators.get_training_transforms,1,False,False,gli_vs_men,True,False,1,epochwise,cls_token,True,0,13697,17999,1752471913.6492243,299,1.0273879019266845e-06,0.984581470489502,1,0.349275678396225,0.32664135098457336,17099,0.9273927211761476,0.4208025932312012
