run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_label_smoothing,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric_epoch
273adthw,2025-07-14_04-37-04_lgg_vs_hgg,finished,2025-07-14T04:37:19Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_resenc_single_mod0/runs/273adthw,,a04e8d2d-d633-44e9-af7d-a71288edfc56,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,10,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,1,False,False,lgg_vs_hgg,True,False,1,epochwise,0.2,5.913410874,0,1752467844.0527966,4.761904761904763e-07,0,,,,,,,,,,,
7247532112.17577-d98c98c5-2505,2025-07-14_04-43-37_lgg_vs_hgg,finished,2025-07-14T04:43:59Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_resenc_single_mod0/runs/7247532112.17577-d98c98c5-2505,,562d59b2-baa5-4776-bec2-d1164efd1b32,t-jiachentu,1e-05,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,False,20,10,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,1,False,0,True,False,full,0.2,False,batchgenerators.get_training_transforms,1,False,False,lgg_vs_hgg,True,False,1,epochwise,0.2,11809.0,1799,1752480049.9812076,3.1471622649714703e-10,5399,1.0,1.0,1.0,1.0,0.34374451637268066,0.552388608455658,0.5682539939880371,0.5904762148857117,0.4887101650238037,0.874558687210083,299.0
