run_id,run_name,project,modality,model,learning_rate,batch_size,epochs,epoch,Test_Balanced_Accuracy,Test_F1,Test_AUROC,Test_AP,Val_Balanced_Accuracy,Val_F1,Val_AUROC,Val_AP,wandb_notes
7245826325.95296-ff3c36be-19b2,resenc_time_conditioned_pretrained_t1_2025-08-02_22-33-24,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,6e-05,4.0,200.0,200.0,0.683586597442627,0.6853146553039551,0.8095744848251343,0.8180996775627136,0.8331307172775269,0.8429530262947083,0.9173252582550048,0.9193955659866332,
7245970562.63821-7d4c6b58-527b,resenc_time_conditioned_pretrained_t1_2025-08-01_06-30-31,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,0.0001,4.0,200.0,200.0,0.7018237113952637,0.7076948881149292,0.8085106611251831,0.8152003884315491,0.8721884489059448,0.8810696601867676,0.9325228929519652,0.9355148673057556,
7245976469.85174-c7c75ea6-31cc,resenc_time_conditioned_pretrained_t2_2025-08-01_06-01-04,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncTimeConditioned,2e-05,4.0,200.0,200.0,0.7051671743392944,0.7106040120124817,0.8085106611251831,0.8183714151382446,0.7904255390167236,0.7977687120437622,0.8568388819694519,0.8381866216659546,
7245319010.57016-4de443c3-b4de,resenc_MDAE_pretrained_t2_2025-08-08_19-28-47,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncoder_Classifier,6e-05,4.0,200.0,200.0,0.5566869378089905,0.4944444298744201,0.806535005569458,0.8098353743553162,0.8294832706451416,0.8360834121704102,0.8726444244384766,0.8714060187339783,
7245828814.10728-8096f0f5-dae2,resenc_time_conditioned_pretrained_t2_2025-08-02_22-01-31,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncTimeConditioned,0.0001,4.0,200.0,200.0,0.7223404049873352,0.7138515710830688,0.8060790300369263,0.772063672542572,0.7834346294403076,0.7934852838516235,0.8759878873825073,0.8631113767623901,
7245875141.13797-465e950f-f1d2,resenc_time_conditioned_pretrained_t1_2025-08-02_08-59-20,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,8e-05,4.0,200.0,200.0,0.6946808099746704,0.6999751329421997,0.8047112226486206,0.8013004064559937,0.8224923610687256,0.8328571319580078,0.9282674789428712,0.93269944190979,
7245464030.38318-e8f5d721-4c1e,eva_mae_pretrained_t1_2025-08-07_03-19-15,july_stratified_upenn_gbm_gender_single_t1,T1,Eva_MAE,0.0001,2.0,200.0,200.0,0.5,0.3743315637111664,0.80303955078125,0.8166346549987793,0.7869300842285156,0.795714259147644,0.8814589977264404,0.8539891242980957,
7245884056.39491-5292104d-d2bf,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t2_2025-08-02_08-20-10,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncoder_Classifier,6e-05,4.0,200.0,200.0,0.634650468826294,0.6198830604553223,0.8027355670928955,0.8068561553955078,0.8542553186416626,0.8567054271697998,0.8975683450698853,0.8801268339157104,
7245916845.74494-6df8d52f-003b,resenc_time_conditioned_pretrained_t1_2025-08-01_21-31-08,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,6e-05,4.0,200.0,200.0,0.7297872304916382,0.7313227653503418,0.8022795915603638,0.8173500299453735,0.8009118437767029,0.8029699921607971,0.8914893865585327,0.8859671354293823,
7245319045.49311-0d908a3a-ad76,resenc_MDAE_pretrained_t1_2025-08-08_19-34-40,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncoder_Classifier,6e-05,4.0,200.0,200.0,0.609878420829773,0.5807263851165771,0.8018237352371216,0.8086040019989014,0.8685410022735596,0.8736110925674438,0.9180850982666016,0.9093631505966188,
7245607309.96876-f011079a-68c6,resenc_multimodal_mm_mdae_pretrained_pretrained_t2_2025-08-05_11-30-49,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncoderMultiModal_Classifier,3e-05,4.0,200.0,200.0,0.563829779624939,0.4999478757381439,0.8010637760162354,0.8029370307922363,0.8151975870132446,0.8194444179534912,0.8623100519180298,0.8567967414855957,
7245522259.93883-eb697c41-9edd,eva_mdae_pretrained_t2_2025-08-06_16-55-30,july_stratified_upenn_gbm_gender_single_t2,T2,Eva_MAE,5e-05,2.0,200.0,200.0,0.5,0.3743315637111664,0.8006079196929932,0.7986650466918945,0.7975683808326721,0.806000828742981,0.8641337156295776,0.8706248998641968,
7245465257.84031-4706b1f0-69bf,eva_mdae_pretrained_t2_2025-08-07_02-51-58,july_stratified_upenn_gbm_gender_single_t2,T2,Eva_MAE,0.0001,2.0,200.0,200.0,0.5,0.3743315637111664,0.7987841963768005,0.7979444265365601,0.7834346294403076,0.7934852838516235,0.8574467897415161,0.863233208656311,
7245819997.06045-f20f96c4-374c,resenc_time_conditioned_pretrained_t1_2025-08-03_00-18-47,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,8e-05,4.0,200.0,200.0,0.7223404049873352,0.7138515710830688,0.7981762886047363,0.8007806539535522,0.7940729260444641,0.8039575815200806,0.8972644805908203,0.8954010009765625,
7245318215.75902-9065503b-b6b1,resenc_MDAE_pretrained_t1_2025-08-08_19-48-07,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncoder_Classifier,6e-05,4.0,200.0,200.0,0.6910334229469299,0.6961039304733276,0.7969604730606079,0.7974046468734741,0.8685410022735596,0.8736110925674438,0.9255319833755492,0.9265855550765992,
7245461448.07355-f49730c8-b08a,eva_simclr_pretrained_t1_2025-08-07_04-00-17,july_stratified_upenn_gbm_gender_single_t1,T1,Eva_MAE,0.0001,2.0,200.0,200.0,0.5106382966041565,0.3971774280071258,0.7968085408210754,0.8096765875816345,0.7902735471725464,0.7932068109512329,0.8808510303497314,0.8811975717544556,
7245824073.45978-6f364dbe-7998,resenc_time_conditioned_pretrained_t2_2025-08-02_23-16-48,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncTimeConditioned,2e-05,4.0,200.0,200.0,0.7402735352516174,0.7366446852684021,0.7963525056838989,0.7869038581848145,0.7904255390167236,0.7977687120437622,0.8462005853652954,0.8389813303947449,
7245918522.22259-48c295a0-9feb,resenc_pretrained_t1_2025-08-01_21-09-08,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncoder_Classifier,6e-05,1.0,200.0,200.0,0.683586597442627,0.6853146553039551,0.796048641204834,0.8038797378540039,0.8577507734298706,0.8577507734298706,0.926291823387146,0.9262290000915528,
7245694540.69070-062184c6-ef4f,resenc_MG_pretrained_t1_2025-08-04_11-13-51,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncoder_Classifier,8e-05,4.0,200.0,200.0,0.6945288777351379,0.6996148824691772,0.7945289015769958,0.8020707368850708,0.8363221883773804,0.8327187895774841,0.9165652990341188,0.9122685194015504,
7245463984.19268-a11c86f2-7f89,eva_swinunetr_pretrained_t2_2025-08-07_15-21-48,july_stratified_upenn_gbm_gender_single_t2,T2,Eva_MAE,0.0001,2.0,200.0,200.0,0.6980242729187012,0.7028571367263794,0.7939209938049316,0.7862597703933716,0.7655014991760254,0.7712877988815308,0.8472644090652466,0.8138205409049988,
7245882126.25251-6c83412c-4093,brainiac_pretrained_t1_2025-08-02_07-05-37,july_stratified_upenn_gbm_gender_single_t1,T1,brainiac,6e-05,4.0,200.0,200.0,0.6591185331344604,0.6612622737884521,0.7902735471725464,0.7715376615524292,0.6559270620346069,0.6485207080841064,0.8623100519180298,0.8567209243774414,
7245463976.15726-9b60a0f2-cd15,eva_mae_pretrained_t2_2025-08-07_03-19-01,july_stratified_upenn_gbm_gender_single_t2,T2,Eva_MAE,0.0001,2.0,200.0,200.0,0.5106382966041565,0.3971774280071258,0.7884498834609985,0.7879930734634399,0.7867780923843384,0.7914761304855347,0.8250759840011597,0.8030755519866943,
7245522307.93117-6046d200-017c,eva_mdae_pretrained_t1_2025-08-06_11-06-05,july_stratified_upenn_gbm_gender_single_t1,T1,Eva_MAE,5e-05,2.0,200.0,200.0,0.5,0.3743315637111664,0.7837386131286621,0.7973870038986206,0.7834346294403076,0.7934852838516235,0.8927051424980164,0.8956772685050964,
7245969704.38095-ed9842e3-dbe2,dinov2_pretrained_t2_2025-08-01_06-51-43,july_stratified_upenn_gbm_gender_single_t2,T2,dinov2,0.0001,1.0,50.0,100.0,0.5,0.3743315637111664,0.7835866212844849,0.7776848077774048,0.5,0.2865853607654571,0.8025835752487183,0.7486388683319092,
7245824100.56731-faeb528b-0092,resenc_time_conditioned_pretrained_t1_2025-08-02_23-16-39,july_stratified_upenn_gbm_gender_single_t1,T1,ResEncTimeConditioned,2e-05,4.0,200.0,200.0,0.708358645439148,0.7076107263565063,0.7829787731170654,0.7882935404777527,0.7762917876243591,0.7852868437767029,0.8917933702468872,0.8903792500495911,
7245461490.74005-4eb048e0-d170,eva_voco_pretrained_t1_2025-08-07_03-57-11,july_stratified_upenn_gbm_gender_single_t1,T1,Eva_MAE,0.0001,2.0,200.0,200.0,0.708358645439148,0.7076107263565063,0.7825227379798889,0.7863572835922241,0.8294832706451416,0.8360834121704102,0.8721884489059448,0.8702235817909241,
7245608950.00084-13bdb766-af26,resenc_pretrained_t2_2025-08-05_11-06-14,july_stratified_upenn_gbm_gender_single_t2,T2,ResEncoder_Classifier,3e-05,1.0,200.0,200.0,0.7085106372833252,0.7111111283302307,0.7791793346405029,0.7858080267906189,0.8366261124610901,0.8444757461547852,0.865349531173706,0.8542006015777588,
