run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_gradient_clip_val,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_pretrained_checkpoint_path,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_dropout_prob,config_token_aggregation_method,config_dinov2_model_name,config_slice_aggregation,config_time_dim,config_dropout_rate,config_freeze_encoder,config_learned_sinusoidal_dim,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size
7245995240.05243-a9ad8b65-5e60,mri_core_pretrained_mixed_contrasts_2025-07-31_23-38-29,finished,2025-07-31T23:39:03Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245995240.05243-a9ad8b65-5e60,,5d45d82c-4052-429b-b696-c18670ad49f1,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,5e-05,1,False,0,True,False,full,False,0.1,1,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,False,0.5,0.4991617202758789,0.4154135584831238,0.5,0.42222222685813904,0.8204793930053711,0.5154837369918823,0.45267489552497864,0.5,0.4285714328289032,0.8061497807502747,0.6331709623336792,0.5995370149612427,0.5,0.4285714328289032,0.8017792105674744,13589.0,500.0,1754018731.6649134,100.0,1.927409398192747e-08,3600.0,,mean,,mean,,,False,,12.0,768.0,4.0,12.0,512.0,224.0,16.0
7245976791.79051-2321e2a1-491a,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-08-01_06-15-13,finished,2025-08-01T04:49:11Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245976791.79051-2321e2a1-491a,,c9a8eceb-227d-4700-9637-278b18a7ef1e,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,2e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.2,0.5303010940551758,0.45864659547805786,0.5,0.42222222685813904,0.688391387462616,0.98403000831604,0.9897119402885436,0.8981481790542603,0.9056356549263,0.2920524775981903,0.5535740852355957,0.5370370149612427,0.4166666567325592,0.3846153914928436,0.9081063270568848,18449.0,1316.0,1754042688.90902,200.0,1.5230484360873043e-09,1800.0,,,,,,,,,,,,,,,
7245975993.31696-6331eb06-9d9f,resenc_time_conditioned_pretrained_mixed_contrasts_2025-08-01_05-01-57,finished,2025-08-01T05:03:24Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245975993.31696-6331eb06-9d9f,,e9e38886-17e3-49ac-85c3-4c72121ec91d,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,2e-05,1,False,0,True,False,full,False,0.1,2,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.5,0.6578984260559082,0.6691729426383972,0.5,0.42222222685813904,0.5973696708679199,0.939961552619934,0.945473313331604,0.9351851940155028,0.9433814287185668,0.31336894631385803,0.5265249013900757,0.444444477558136,0.4722222089767456,0.46666669845581055,1.1616696119308472,15708.0,1000.0,1754040310.9036272,200.0,1.5230484360873043e-09,3600.0,,cls_token,,,256.0,0.5,False,64.0,,,,,,,
7245974170.67487-05baf301-5f67,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-08-01_05-38-21,crashed,2025-08-01T05:39:02Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245974170.67487-05baf301-5f67,,fb7d6b20-f989-40d9-be72-2509e891bb3b,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,1,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,2e-05,1,False,0,True,False,full,False,0.1,1,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,False,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.2,,,,,,0.4902878999710083,0.4207819104194641,0.5,0.4285714328289032,0.7677409648895264,0.5017343759536743,0.37037038803100586,0.5,0.4285714328289032,0.8109962344169617,421.0,15.0,1754027080.048224,2.0,3.80952380952381e-06,108.0,,,,,,,,,,,,,,,
7245972481.15181-133a7246-17d1,brainiac_pretrained_mixed_contrasts_2025-08-01_06-09-56,failed,2025-08-01T06:10:19Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245972481.15181-133a7246-17d1,,9788638e-6cf0-4c05-a7af-bc56dc0d3f1c,t-jiachentu,False,0,Classification,100,False,brainiac,100,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,,,,,,,,,,,,,,,,40.0,0.0,1754028638.8208098,,4.761904761904762e-06,0.0,0.2,cls_token,,,,,,,,,,,,,
7245971648.41532-c9f4ecfb-ac2d,mri_core_pretrained_mixed_contrasts_2025-08-01_06-23-36,finished,2025-08-01T06:24:09Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245971648.41532-c9f4ecfb-ac2d,,61eacce1-2182-4252-b403-7926ab0566ec,t-jiachentu,False,0,Classification,100,False,MRICore,100,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,1,False,100,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,1,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,False,0.5,0.7150086164474487,0.6992481350898743,0.5,0.42222222685813904,0.6043455600738525,0.5617937445640564,0.5956790447235107,0.5,0.4285714328289032,0.7908938527107239,0.5341017842292786,0.45370370149612427,0.5,0.4285714328289032,0.8016142845153809,14463.0,500.0,1754043910.7740228,100.0,3.854818796385494e-08,3600.0,,mean,,mean,,,False,,12.0,768.0,4.0,12.0,512.0,224.0,16.0
7245970855.27984-f4efdeb7-80d3,brainmvp_pretrained_mixed_contrasts_2025-08-01_06-31-02,finished,2025-08-01T06:31:28Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245970855.27984-f4efdeb7-80d3,,b6f24e39-74ec-4041-89fa-10880f3dc94d,t-jiachentu,False,0,Classification,100,False,brainmvp,100,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,0.5678343176841736,0.5338345766067505,0.5,0.42222222685813904,0.6212940216064453,0.7373110055923462,0.7458847761154175,0.5277777910232544,0.48463159799575806,0.5323863625526428,0.5954607725143433,0.5925925970077515,0.5,0.4285714328289032,0.6237750053405762,5676.0,500.0,1754035564.1453133,100.0,3.854818796385494e-08,900.0,0.2,cls_token,,,,,,,,,,,,,
7245970045.30485-81844c94-46b4,resenc_time_conditioned_pretrained_mixed_contrasts_2025-08-01_06-39-48,finished,2025-08-01T06:40:33Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245970045.30485-81844c94-46b4,,434cb4ea-ebd5-4e90-8a11-31a0fac9ae8d,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,2,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.5,0.4875350296497345,0.3909774422645569,0.5,0.42222222685813904,0.6112486124038696,0.8848738074302673,0.8765431642532349,0.7685185670852661,0.8056971430778503,0.41185301542282104,0.5814958214759827,0.5648148059844971,0.5555555820465088,0.5555555820465088,0.7438168525695801,19324.0,1000.0,1754049756.6267526,200.0,7.615242180436517e-09,3600.0,,cls_token,,,256.0,0.5,False,64.0,,,,,,,
7245969219.25031-746fe1ec-499b,dinov2_pretrained_mixed_contrasts_2025-08-01_06-56-41,finished,2025-08-01T06:57:04Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245969219.25031-746fe1ec-499b,,1b7aff3e-62db-49c2-8297-497c65a12baf,t-jiachentu,False,0,Classification,100,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,1,False,100,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,2,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,,True,0.5,0.4859679341316223,0.3834586143493652,0.5,0.42222222685813904,0.6908560991287231,0.49969154596328735,0.4969135522842407,0.5,0.4285714328289032,0.6173644661903381,0.4978094696998596,0.39814814925193787,0.5,0.4285714328289032,0.5947718620300293,11383.0,500.0,1754042806.7359269,100.0,3.854818796385494e-08,1800.0,,mean,facebook/dinov2-base,mean,,,,,,,,,,,
7245968403.90539-65c198ac-af10,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-08-01_08-49-07,finished,2025-08-01T08:49:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245968403.90539-65c198ac-af10,,7e894b12-1740-4870-ba13-eb6fa89a36b8,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.2,0.4397202730178833,0.30075186491012573,0.5,0.42222222685813904,0.6569485068321228,0.9913816452026368,0.9938271045684814,0.9351851940155028,0.9433814287185668,0.2673081159591675,0.4725349247455597,0.34259259700775146,0.3333333432674408,0.3333333432674408,1.100208759307861,14405.0,1000.0,1754052587.5037084,200.0,7.615242180436517e-09,1800.0,,,,,,,,,,,,,,,
7245917989.82426-fd208b12-e7c5,resenc_pretrained_mixed_contrasts_2025-08-01_21-05-22,finished,2025-08-01T21:05:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245917989.82426-fd208b12-e7c5,,a4ca9f4e-496a-4092-ae9b-1478b1f61eb2,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,False,0.2,0.4308084845542908,0.2706766724586487,0.5,0.42222222685813904,0.6120191216468811,0.9517214298248292,0.9465020895004272,0.8333333730697632,0.8736842274665833,0.3774817883968353,0.5086554288864136,0.4814814627170563,0.4722222089767456,0.4146341383457184,0.6941874623298645,15494.0,1000.0,1754097850.6765094,200.0,4.5691453082619125e-09,1800.0,,,,,,,,,,,,,,,
7245917148.61321-233983bf-4116,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-08-01_21-25-30,finished,2025-08-01T21:26:08Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245917148.61321-233983bf-4116,,abb87628-3c39-43f1-b007-281577eba761,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.2,0.5331205129623413,0.5037593841552734,0.4398496150970459,0.43589743971824646,0.6885653734207153,0.9864332675933838,0.9907407164573668,0.9166666269302368,0.9410319328308104,0.2803836166858673,0.5306909680366516,0.4629629850387573,0.4444444477558136,0.4000000059604645,1.0250107049942017,15845.0,1000.0,1754099411.9837413,200.0,4.5691453082619125e-09,1800.0,,,,,,,,,,,,,,,
7245916335.04809-cfed726b-eb43,resenc_time_conditioned_pretrained_mixed_contrasts_2025-08-01_21-34-51,finished,2025-08-01T21:35:42Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245916335.04809-cfed726b-eb43,,2bc2d374-d1cd-4d3f-90e4-fa34a050d216,t-jiachentu,False,0,Classification,200,False,ResEncTimeConditioned,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,2,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.5,0.5756733417510986,0.5864661931991577,0.6541353464126587,0.6388888955116272,0.7769374847412109,0.8861657381057739,0.9238682985305786,0.8981481790542603,0.9056356549263,0.3821350038051605,0.648895800113678,0.7129629850387573,0.5555555820465088,0.5555555820465088,0.8947453498840332,17992.0,1000.0,1754102132.2598932,200.0,4.5691453082619125e-09,3600.0,,cls_token,,,256.0,0.5,False,64.0,,,,,,,
7245914846.07839-1ae40741-645a,mri_core_pretrained_mixed_contrasts_2025-08-01_22-00-23,finished,2025-08-01T22:01:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245914846.07839-1ae40741-645a,,e55dfbd7-4ece-4b28-b871-7e3c8ed80931,t-jiachentu,False,0,Classification,200,False,MRICore,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,1,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,False,0.5,0.701295018196106,0.6917293071746826,0.5,0.42222222685813904,0.6622965335845947,0.4644588530063629,0.42181068658828735,0.5,0.4285714328289032,0.8098785877227783,0.5155705213546753,0.45370370149612427,0.5,0.4285714328289032,0.8000790476799011,25822.0,1000.0,1754111517.9308302,200.0,4.5691453082619125e-09,7200.0,,mean,,mean,,,False,,12.0,768.0,4.0,12.0,512.0,224.0,16.0
7245914433.44622-dc75bf85-5e2f,dinov2_pretrained_mixed_contrasts_2025-08-01_22-04-21,finished,2025-08-01T22:04:44Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245914433.44622-dc75bf85-5e2f,,8fa6818b-92e2-4d94-a5eb-5733a96867f3,t-jiachentu,False,0,Classification,200,False,dinov2,50,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,2,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,,True,0.5,0.4213641285896301,0.23308268189430237,0.5,0.42222222685813904,0.6478990316390991,0.4523874521255493,0.36625516414642334,0.5,0.4285714328289032,0.62874436378479,0.5386916995048523,0.5277777910232544,0.5,0.4285714328289032,0.6111955046653748,19531.0,1000.0,1754105407.3861678,200.0,4.5691453082619125e-09,3600.0,,mean,facebook/dinov2-base,mean,,,,,,,,,,,
7245914027.47108-7e9aa0a3-b72b,brainmvp_pretrained_mixed_contrasts_2025-08-01_22-11-14,finished,2025-08-01T22:11:43Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245914027.47108-7e9aa0a3-b72b,,2e8f22a6-448a-4195-a111-995a93b149de,t-jiachentu,False,0,Classification,200,False,brainmvp,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,True,0.0,0.4887179136276245,0.3759398460388184,0.5,0.42222222685813904,0.6064566969871521,0.661765456199646,0.6111111044883728,0.5555555820465088,0.5354838967323303,0.5678330063819885,0.6231460571289062,0.6759259104728699,0.6944444179534912,0.6606060862541199,0.644313633441925,10125.0,1000.0,1754096423.2543936,200.0,4.5691453082619125e-09,1800.0,0.2,cls_token,,,,,,,,,,,,,
7245913594.43568-03cb1c47-becc,brainiac_pretrained_mixed_contrasts_2025-08-01_22-20-28,failed,2025-08-01T22:20:50Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245913594.43568-03cb1c47-becc,,289fbf8c-133c-4085-8b1f-bcaeac9149b9,t-jiachentu,False,0,Classification,200,False,brainiac,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,6e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,False,epochwise,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,True,0.0,,,,,,,,,,,,,,,,34.0,0.0,1754086871.0269902,,2.8571428571428573e-06,0.0,0.2,cls_token,,,,,,,,,,,,,
7245608475.35702-8fbd5685-9d1e,resenc_pretrained_mixed_contrasts_2025-08-05_11-11-30,finished,2025-08-05T11:12:04Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245608475.35702-8fbd5685-9d1e,,89e5fb1a-af8e-4c34-9564-9b456b8d99bd,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,3e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,False,0.2,0.4312180280685425,0.21804511547088623,0.4736842215061188,0.40909090638160706,0.6312710642814636,0.9584335088729858,0.9609053134918212,0.8611111044883728,0.8972309231758118,0.3933228254318238,0.4674434959888458,0.3055555820465088,0.4166666567325592,0.3846153914928436,0.6922003626823425,16165.0,1000.0,1754408487.7770836,200.0,2.2845726541309562e-09,1800.0,,,,,,,,,,,,,,,
7245608332.37988-be74f060-321f,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_mixed_contrasts_2025-08-05_11-13-10,finished,2025-08-05T11:13:46Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_tcga_gbm_pfi_1year_single_mixed_contrasts/runs/7245608332.37988-be74f060-321f,,0b09970e-680f-4da4-a6e9-de6bb336d0fb,t-jiachentu,False,0,Classification,200,False,ResEncoder_Classifier,200,False,1,multiclass,False,auto,False,3,AdamW,32,CosineAnneal,20,4,False,200,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,3e-05,1,False,0,True,False,full,False,0.1,4,False,batchgenerators.get_training_transforms,1,10,False,False,pfi_1year,True,power,3,False,2,True,epochwise,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,False,0.2,0.4918452799320221,0.39849627017974854,0.3796992599964142,0.3779904246330261,0.792833685874939,0.9847303628921508,0.9897118806838988,0.9074074029922484,0.9229946136474608,0.2981071174144745,0.5099810361862183,0.48148149251937866,0.4166666567325592,0.3846153914928436,1.0197248458862305,16176.0,1000.0,1754408601.127032,200.0,2.2845726541309562e-09,1800.0,,,,,,,,,,,,,,,
