run_id,run_name,state,created_at,url,project,project_variant,method_extracted,benchmark,modalities,metric_Test_AUROC,metric_Test_AP,metric_Test_F1,metric_Test_Balanced_Accuracy,metric_epoch,metric_Val_AUROC,metric_Val_AP,metric_Val_F1,metric_Val_Balanced_Accuracy,metric_Train_AP,metric_Train_AUROC,metric_Train_Balanced_Accuracy,metric_Train_F1,config_model,config_learning_rate,config_batch_size,config_epochs
7244955395.75773-a7ad0725-2378,resenc_SimCLR_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-25-47,finished,2025-08-13T00:26:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955395.75773-a7ad0725-2378,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_SimCLR_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.7460317611694336,0.6979003548622131,0.6355828046798706,0.6217948794364929,200.0,0.8039579391479492,0.7664020657539368,0.7070024013519287,0.7034631967544556,0.958544135093689,0.9773176908493042,0.9361574649810792,0.9469433426856996,ResEncoder_Classifier,5e-05,4.0,200.0
7244955347.18173-73facb0b-7ab0,resenc_SwinUNETR_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-26-19,finished,2025-08-13T00:27:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955347.18173-73facb0b-7ab0,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_SwinUNETR_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.865079402923584,0.8508206605911255,0.7839516401290894,0.7600733041763306,200.0,0.8571428060531616,0.8361460566520691,0.8041305541992188,0.7835497856140137,0.9994583129882812,0.9997173547744752,0.9918032884597778,0.9947924613952636,ResEncoder_Classifier,5e-05,4.0,200.0
7244955298.94832-75c2a651-6e78,resenc_MG_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-28-29,finished,2025-08-13T00:29:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955298.94832-75c2a651-6e78,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_MG_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.923076868057251,0.8572482466697693,0.8127027153968811,0.8580585718154907,200.0,0.9140383005142212,0.8978692293167114,0.8534688949584961,0.8658008575439453,1.0,1.0,1.0,1.0,ResEncoder_Classifier,5e-05,4.0,200.0
7244955503.64424-bd3dd9f9-c044,resenc_MDAE_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-29-54,finished,2025-08-13T00:30:25Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955503.64424-bd3dd9f9-c044,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_MDAE_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.9053723812103271,0.8466269373893738,0.7555555701255798,0.7692307829856873,200.0,0.8917748928070068,0.8730134963989258,0.8239425420761108,0.8073593378067017,0.9976115226745604,0.9987281560897828,0.9672131538391112,0.9787773489952089,ResEncoder_Classifier,5e-05,4.0,200.0
7244955371.73895-fb89ad57-19f3,resenc_VF_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-32-22,finished,2025-08-13T00:32:51Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955371.73895-fb89ad57-19f3,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_VF_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.9017094373703004,0.8606467247009277,0.8069016933441162,0.8122710585594177,200.0,0.8726035356521606,0.8204384446144104,0.7801281809806824,0.7705627679824829,1.0,1.0,1.0,1.0,ResEncoder_Classifier,5e-05,4.0,200.0
7244955323.01091-42735685-c622,resenc_S3D_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-32-47,finished,2025-08-13T00:33:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955323.01091-42735685-c622,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_S3D_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.7927350997924805,0.72661292552948,0.715925395488739,0.6886447072029114,200.0,0.8651823997497559,0.8420093059539795,0.7801281809806824,0.7705627679824829,0.9895800352096558,0.9898247718811036,0.9650579690933228,0.9736382961273192,ResEncoder_Classifier,5e-05,4.0,200.0
7244954994.53395-352e76e4-edeb,dinov2_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-39-03,failed,2025-08-13T00:39:35Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244954994.53395-352e76e4-edeb,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,dinov2_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,dinov2,5e-05,4.0,50.0
7244954984.34698-a5ddca49-704b,brainiac_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-39-07,failed,2025-08-13T00:39:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244954984.34698-a5ddca49-704b,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,brainiac_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,brainiac,5e-05,4.0,200.0
7244954969.05718-0b8d3488-69e2,mri_core_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_00-39-17,failed,2025-08-13T00:39:57Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244954969.05718-0b8d3488-69e2,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,mri_core_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,MRICore,5e-05,4.0,200.0
7244955016.90370-91a5770a-806f,resenc_time_conditioned_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_07-53-12,finished,2025-08-13T00:39:58Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955016.90370-91a5770a-806f,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_time_conditioned_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.8247863054275513,0.771736741065979,0.7294729948043823,0.778388261795044,200.0,0.8286951184272766,0.7725324630737305,0.7487179636955261,0.7402597665786743,0.982626497745514,0.9860796928405762,0.9568611979484558,0.9681659936904908,ResEncTimeConditioned,5e-05,4.0,200.0
7244955577.63925-44195e0b-dd5b,mri_core_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_01-19-30,failed,2025-08-13T01:20:03Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244955577.63925-44195e0b-dd5b,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,mri_core_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,MRICore,5e-05,4.0,200.0
7244959894.88061-a702c3c3-0753,mri_core_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_19-11-53,crashed,2025-08-13T19:13:35Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244959894.88061-a702c3c3-0753,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,mri_core_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,,,,
7244959859.22686-b004ed04-a52c,dinov2_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-13_19-53-22,crashed,2025-08-13T19:54:48Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244959859.22686-b004ed04-a52c,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,dinov2_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,,,,,,,,,,,,,,,,,
7244836565.28510-f9f0f2c7-0511,resenc_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-14_09-25-58,finished,2025-08-14T09:26:30Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244836565.28510-f9f0f2c7-0511,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.8492063283920288,0.787043571472168,0.7582417726516724,0.7582417726516724,100.0,0.8123067617416382,0.7601361870765686,0.7362439632415771,0.7445887327194214,0.9693534970283508,0.9788016080856324,0.9033704996109008,0.923766016960144,ResEncoder_Classifier,0.0001,2.0,100.0
7244836330.33188-fec05a1d-8c73,resenc_SwinUNETR_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-14_10-18-11,finished,2025-08-14T09:47:05Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244836330.33188-fec05a1d-8c73,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_SwinUNETR_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.8504273891448975,0.7791391611099243,0.7493671178817749,0.7408424615859985,100.0,0.8305504322052002,0.8083909749984741,0.7739130258560181,0.7424242496490479,0.930169939994812,0.944177508354187,0.8766251802444458,0.9006555080413818,ResEncoder_Classifier,0.0001,2.0,100.0
7244834483.91235-cbeffc51-f716,resenc_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-14_10-01-37,finished,2025-08-14T10:02:07Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244834483.91235-cbeffc51-f716,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.7570207118988037,0.7049329876899719,0.6909090876579285,0.6648351550102234,100.0,0.7544835805892944,0.7213475704193115,0.7061958909034729,0.6926407217979431,0.970706343650818,0.974985897541046,0.9158775806427002,0.9396995306015016,ResEncoder_Classifier,0.0001,2.0,100.0
7244834435.24370-836d028c-79e4,resenc_VoCo_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-14_11-01-04,finished,2025-08-14T10:02:18Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244834435.24370-836d028c-79e4,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_VoCo_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.8028082847595215,0.7957193851470947,0.7514347434043884,0.7188644409179688,100.0,0.8580704927444458,0.8211065530776978,0.7599216103553772,0.7467532157897949,0.9554243087768556,0.9625494480133056,0.8848219513893127,0.906808376312256,ResEncoder_Classifier,0.0001,2.0,100.0
7244832745.51859-a6bae748-6218,resenc_SimCLR_pretrained_multi_t1_t1c_t2_flair_swi_asl_2025-08-14_10-31-38,finished,2025-08-14T10:32:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl/runs/7244832745.51859-a6bae748-6218,july_stratified_ucsf_pdgm_idh_classification_multi_t1_t1c_t2_flair_swi_asl,july,resenc_SimCLR_pretrained,ucsf_pdgm_idh,t1_t1c_t2_flair_swi_asl_adc_dwi,0.8021978139877319,0.690742015838623,0.5527108311653137,0.5503662824630737,100.0,0.8348793983459473,0.7992573380470276,0.7548197507858276,0.7683982849121094,0.8819892406463623,0.913263201713562,0.8084722757339478,0.8321237564086914,ResEncoder_Classifier,0.0001,2.0,100.0
