run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_name,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_metrics,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_input_shape,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_trainer/global_step,metric_val_acc,metric_val_loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss
7249018454.39464-1565e12d-a68d,2025-06-26_23-53-53,finished,2025-06-26T23:54:04Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7249018454.39464-1565e12d-a68d,,4e436d4e-50ab-4d22-a171-851a9c58c740,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,200.0,False,UnetBrainMVPModel,200.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,200.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/exp/brainmvp/exp/ucsf_pdgm/checkpoints/fddd5606-3efe-4358-80b1-5b49cf997367/0/last.ckpt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,2544.835310746,7999.0,1750984588.7650075,199.0,1.0061066921578009e-06,0.9385665655136108,1.0,0.4095974266529083,0.3430163562297821,7399.0,0.6836734414100647,0.6432324647903442,,,,,,,,,,
g4eujl65,2025-06-27_00-35-20,finished,2025-06-27T00:37:53Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/g4eujl65,,8b822126-d239-4fc5-a908-2e8b628a2bf6,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,5.0,False,UnetBrainMVPModel,5.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,True,20.0,2.0,False,5.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/exp/brainmvp/exp/ucsf_pdgm/checkpoints/fddd5606-3efe-4358-80b1-5b49cf997367/0/last.ckpt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,231.947280437,38.0,1750984757.414003,4.0,1.0453658778440104e-05,0.5,1.0,0.6202758550643921,0.3864807188510895,24.0,0.6000000238418579,1.2426702976226809,,,,,,,,,,
8oao55f0,2025-06-27_00-44-22,finished,2025-06-27T00:44:28Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/8oao55f0,,82b19be2-23cf-4eae-b917-07765f70dea1,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,5.0,False,UnetBrainMVPModel,5.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,True,20.0,2.0,False,5.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,8.267620092,6.0,1750985075.688714,0.0,0.0001,,0.0,,7.971700668334961,4.0,0.6000000238418579,2.9662463665008545,,,,,,,,,,
7249014743.31081-58acb530-2a21,2025-06-27_00-55-54,finished,2025-06-27T00:56:09Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7249014743.31081-58acb530-2a21,,d37c21dd-9b76-44d5-8e2e-0b495f7ce04f,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,5.0,False,UnetBrainMVPModel,5.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,True,20.0,8.0,False,5.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,33.055270663,24.0,1750985801.173882,4.0,1.0453658778440104e-05,0.800000011920929,1.0,0.6215243935585022,0.35392457246780396,9.0,0.6000000238418579,1.2807611227035522,,,,,,,,,,
7249010375.65736-2e2ace53-4bc7,2025-06-27_02-15-54,finished,2025-06-27T02:16:15Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7249010375.65736-2e2ace53-4bc7,,2733e992-4106-43c4-b952-d1ada82d58ad,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,4290.286442037,11999.0,1750994864.4242606,299.0,1.002714116407149e-06,0.9761092066764832,0.800000011920929,0.36600616574287415,0.4055883884429931,11099.0,0.6734693646430969,0.6582875847816467,,,,,,,,,,
7249000815.07431-c1a403b0-b576,2025-06-27_04-49-16,finished,2025-06-27T04:49:26Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7249000815.07431-c1a403b0-b576,,e39c0ecc-e716-4599-88bb-e74fcbeb4927,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,False,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0005,1.0,False,0.0,True,False,full,False,0.2,,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,3856.855775614,11999.0,1751003622.4560578,299.0,1.0136802433047205e-06,0.9522184133529664,1.0,0.37948793172836304,0.3562060594558716,11099.0,0.5510203838348389,1.015602469444275,,,,,,,,,,
7248857565.65506-dc4c989e-2d71,2025-06-28_20-36-42,crashed,2025-06-28T20:36:56Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7248857565.65506-dc4c989e-2d71,,a6f6d7f0-50b9-44cc-a72f-5e0c149148f5,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,False,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0005,1.0,False,0.0,True,False,full,False,0.2,,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,404.187859904,961.0,1751143419.8044677,24.0,0.0004921614987015933,0.8020477890968323,1.0,0.6046228408813477,0.42703860998153687,888.0,0.7448979616165161,0.7014396786689758,,,,,,,,,,
7247857940.11580-95f0322e-eb50,2025-07-10_10-16-07,finished,2025-07-10T10:16:17Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7247857940.11580-95f0322e-eb50,,f599b185-5537-4b40-9fe9-2058f1b24add,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,3747.0,11999.0,1752146325.067757,299.0,1.002714116407149e-06,0.9761092066764832,0.800000011920929,0.36600616574287415,0.4055883884429931,11099.0,0.6734693646430969,0.6582875847816467,,,,,,,,,,
7247784428.23510-0cc97a5e-d729,2025-07-11_06-43-41,finished,2025-07-11T06:43:58Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7247784428.23510-0cc97a5e-d729,,f9f3daf1-44e0-4381-b505-b6ea0993c301,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,4708.0,11999.0,1752220947.2761996,299.0,1.002714116407149e-06,0.9761092066764832,0.800000011920929,0.36600616574287415,0.4055883884429931,11099.0,0.6734693646430969,0.6582875847816467,,,,,,,,,,
iczjn1xk,2025-07-11_07-46-34,crashed,2025-07-11T07:46:44Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/iczjn1xk,,5a6a0aa0-736f-41f5-b094-a4f6faedd210,t-jiachentu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247618367.46459-6117a617-f05f,2025-07-13_04-50-28,finished,2025-07-13T04:50:42Z,https://microsoft-research.wandb.io/t-jiachentu/ucsf_pdgm_idh_classification_brainmvp/runs/7247618367.46459-6117a617-f05f,,69991997-5afc-4cb9-88bc-f2525b95834c,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300.0,False,UnetBrainMVPModel,300.0,False,1.0,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,False,20.0,8.0,False,300.0,True,True,0.0,gpu,"[96, 96, 96]",0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset003_UCSF_PDGM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1.0,False,False,True,False,1.0,epochwise,cls_token,0.0,4989.0,11999.0,1752387233.2358844,299.0,1.002714116407149e-06,0.9761092066764832,0.800000011920929,0.36600616574287415,0.4055883884429931,11099.0,0.6734693646430969,0.6582875847816467,,,,,,,,,,
