run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_name,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_metrics,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_patch_size,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_input_shape,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_trainer/global_step,metric_val_acc,metric_val_loss
ewt736na,2025-07-14_04-16-50_lgg_vs_hgg,finished,2025-07-14T04:16:58Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_brainmvp_single_mod0/runs/ewt736na,,bea8c8c0-bd36-4705-b547-c9dbcad582d8,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300,False,UnetBrainMVPModel,300,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,"[96, 96, 96]",True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,0.0001,1,False,0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1,False,False,lgg_vs_hgg,True,False,1,epochwise,cls_token,0,148.902327955,122,1752466766.2218587,4,9.995658008989348e-05,0.6257309913635254,1.0,0.9567233920097352,0.3487345576286316,109,0.2631579041481018,1.2813981771469116
7247532729.06794-a0e4b518-f50f,BrainMVP_lgg_vs_hgg,finished,2025-07-14T04:33:23Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_lgg_vs_hgg_brainmvp_single_mod0/runs/7247532729.06794-a0e4b518-f50f,,1e998ce5-e44b-4cbf-9b7e-bfbb9f542467,t-jiachentu,0.0001,False,0,UnetBrainMVPModel,Classification,300,False,UnetBrainMVPModel,300,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,False,20,8,False,300,"[96, 96, 96]",True,True,0,gpu,"[160, 160, 160]",0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,0.0001,1,False,0,True,False,full,False,0.2,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/brainmvp/BrainMVP_unet.pt,False,batchgenerators.get_training_transforms,1,False,False,lgg_vs_hgg,True,False,1,epochwise,cls_token,0,7156.0,7499,1752474760.1543343,299,1.002714116407149e-06,0.871345043182373,0.6666666865348816,0.46173951029777527,0.4793904423713684,6599,0.7368420958518982,0.6876460909843445
