run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_chpt_path,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_time_dim,config_learned_sinusoidal_dim,config_dropout_prob,config_pretrained_path,config_token_aggregation_method,config_use_brainiac_preprocessing,config_image_size,config_slice_aggregation,config_dinov2_model_name,config_dropout_rate,config_freeze_encoder,config_pretrained_encoder_path
7246421886.67408-5702d81d-c0c6,resenc_pretrained_t1_2025-07-27_01-12-53,finished,2025-07-27T01:13:21Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246421886.67408-5702d81d-c0c6,,4b7d0ecf-0a8a-4853-bbc4-1a687fd11d76,t-jiachentu,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.2,0.5100386142730713,0.4863351583480835,0.5,0.44285714626312256,0.5777938961982727,0.7879824638366699,0.8187122344970703,0.6935110688209534,0.7333164215087891,0.510482907295227,0.5397250652313232,0.5530914068222046,0.5712365508079529,0.5778350830078125,0.5858771204948425,28253.0,1500,1753607053.3356302,300,3.1471622649714703e-10,13200,,,,,,,,,,,,
7246421437.92906-46ae7141-5f9f,resenc_multimodal_mm_mdae_pretrained_pretrained_t1_2025-07-27_01-13-53,finished,2025-07-27T01:14:28Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246421437.92906-46ae7141-5f9f,,60a77d2c-e6f6-46c0-a1f5-f5884e9bd7bc,t-jiachentu,False,0,Classification,300,False,ResEncoderMultiModal_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.2,0.5577763319015503,0.5743727684020996,0.5,0.44285714626312256,0.6049392819404602,0.9677367210388184,0.977590560913086,0.8731387853622437,0.9002799987792969,0.3929927945137024,0.48117774724960327,0.4469085931777954,0.45497313141822815,0.45420411229133606,0.8323864936828613,36555.0,1500,1753615421.6159286,300,3.1471622649714703e-10,13200,,,,,,,,,,,,
7246421244.58620-00190604-c5a9,resenc_tc_time_conditioned_pretrained_t1_2025-07-27_01-16-48,finished,2025-07-27T01:17:07Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246421244.58620-00190604-c5a9,,c7a87670-5381-4be5-bc43-ccc4cf590b33,t-jiachentu,False,0,Classification,300,False,TimeConditionedResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset001_BrainMVP/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.2,0.5358137488365173,0.5362902879714966,0.551075279712677,0.552647054195404,0.6039276123046875,0.7486168146133423,0.7862676382064819,0.6370724439620972,0.6643434762954712,0.519182026386261,0.5735250115394592,0.5905017852783203,0.586693525314331,0.59375,0.6127400994300842,35337.0,1500,1753614363.3900125,300,3.1471622649714703e-10,13200,256.0,64.0,,,,,,,,,,
7246421649.25452-23cf10fc-13f4,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1_2025-07-27_01-20-35,finished,2025-07-27T01:21:38Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246421649.25452-23cf10fc-13f4,,0b3e61f9-4e6b-42c4-90a2-e2dd1b36ed22,t-jiachentu,False,0,Classification,300,False,ResEncoder_Classifier,300,False,1,multiclass,False,auto,False,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.2,0.5478969812393188,0.5499551892280579,0.5,0.44285714626312256,0.5811876654624939,0.9230568408966064,0.9431589245796204,0.8184859156608582,0.8491368889808655,0.4353126883506775,0.5510357618331909,0.5696684122085571,0.5235214829444885,0.5241626501083374,0.7095958590507507,28662.0,1500,1753607958.37952,300,3.1471622649714703e-10,13200,,,,,,,,,,,,
7246407874.56193-797a061a-40bf,brainmvp_pretrained_t1_2025-07-27_04-59-28,finished,2025-07-27T04:59:49Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246407874.56193-797a061a-40bf,,b0a5e1e2-45d8-45f4-96d1-62ece84f6324,t-jiachentu,False,0,Classification,300,False,brainmvp,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.0,0.4988161027431488,0.48991936445236206,0.5,0.44285714626312256,0.6363051533699036,0.5813241600990295,0.6094316244125366,0.5,0.4437400996685028,0.5675856471061707,0.5514584183692932,0.5849014520645142,0.5,0.44285714626312256,0.5703731179237366,23957.0,1500,1753616345.4799905,300,3.1471622649714703e-10,26400,,,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainMVP/BrainMVP_unet.pt,cls_token,True,,,,,,
7246407697.01955-d15602dc-5730,mri_core_frozen_t1_2025-07-27_05-02-20,finished,2025-07-27T05:02:39Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246407697.01955-d15602dc-5730,,c0ab3f65-4f33-4639-a0f6-fc214227219b,t-jiachentu,False,0,Classification,300,False,mri_core_frozen,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,linear_probing,True,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,0.5,0.5324574708938599,0.5465949773788452,0.5,0.44285714626312256,0.5769056081771851,0.5237939953804016,0.5274395942687988,0.5157696008682251,0.4821610450744629,0.5918547511100769,0.5344445705413818,0.5129928588867188,0.5,0.44285714626312256,0.5792598724365234,53351.0,1500,1753645909.943183,300,3.1471622649714703e-10,13200,,,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,,224.0,mean,,,,
7246407518.53361-427efe8b-28e0,mri_core_pretrained_t1_2025-07-27_05-11-28,finished,2025-07-27T05:11:47Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246407518.53361-427efe8b-28e0,,ec6d50e2-7a7a-4e5c-8953-002dcf77990a,t-jiachentu,False,0,Classification,300,False,mri_core_finetune,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,1,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,0.5,0.5171547532081604,0.5385304689407349,0.4731182754039765,0.4292683005332947,0.660141110420227,0.982858657836914,0.983199179172516,0.9576458930969238,0.9600636959075928,0.3618300855159759,0.6123374700546265,0.6308243274688721,0.5813171863555908,0.5868744850158691,0.6056627631187439,103649.0,1500,1753696753.8536718,300,3.1471622649714703e-10,105300,,,,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,mean,,224.0,mean,,,,
7246407179.19012-f8a26b73-22be,brainiac_pretrained_t1_2025-07-27_05-16-27,finished,2025-07-27T05:16:47Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246407179.19012-f8a26b73-22be,,d54413f1-c6f5-41ef-92ef-6887d3e3c67c,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.0,0.5699418187141418,0.599238395690918,0.5154569745063782,0.48076921701431274,0.5784392952919006,0.586030900478363,0.6401408314704895,0.5070422291755676,0.4583333432674408,0.5648936629295349,0.5153710842132568,0.5049283504486084,0.5,0.44285714626312256,0.5983754992485046,57049.0,1500,1753650456.795774,300,3.1471622649714703e-10,26400,,,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,cls_token,True,,,,,,
7246406991.12825-ceaa0629-c715,brainiac_scratch_t1_2025-07-27_05-20-46,finished,2025-07-27T05:21:05Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246406991.12825-ceaa0629-c715,,63347d6b-066a-4524-8368-037d8a36a8c4,t-jiachentu,False,0,Classification,300,False,brainiac,300,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,1,False,300,False,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,False,0.2,4,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,True,epochwise,0.0,0.508294403553009,0.4975358247756958,0.5,0.44285714626312256,0.5795843005180359,0.5945360064506531,0.6463028192520142,0.5,0.4437400996685028,0.5639628171920776,0.518637478351593,0.5116487741470337,0.5,0.44285714626312256,0.5875622630119324,57331.0,1500,1753650995.3863528,300,3.1471622649714703e-10,26400,,,0.2,,cls_token,True,,,,,,
7246393768.61339-d5aa36ad-7f52,dinov2_frozen_t1_2025-07-27_08-55-22,finished,2025-07-27T08:55:46Z,https://microsoft-research.wandb.io/t-jiachentu/stratified_upenn_gbm_survival_2year_single_t1/runs/7246393768.61339-d5aa36ad-7f52,,37cea4df-af87-400a-a3ee-26e0abe9b508,t-jiachentu,False,0,Classification,300,False,dinov2,50,False,1,multiclass,False,auto,False,,3,AdamW,16-mixed,CosineAnneal,20,8,False,300,True,True,0,gpu,0.2,2,16,val,False,0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,1e-05,1,False,0,True,False,full,True,0.2,8,False,batchgenerators.get_training_transforms,10,False,False,survival_2year,True,power,3,False,1,False,epochwise,0.5,0.5025467872619629,0.4887992739677429,0.5,0.44285714626312256,0.5867973566055298,0.5245205760002136,0.5211015939712524,0.5206237435340881,0.5119855403900146,0.6257201433181763,0.5317703485488892,0.5376343727111816,0.5,0.44285714626312256,0.583629846572876,24934.0,1500,1753631479.9853756,300,3.1471622649714703e-10,13200,,,,,mean,True,,mean,facebook/dinov2-base,,,
