run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_image_size,config_max_epochs,config_pin_memory,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_slice_aggregation,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_lr-AdamW,metric_trainer/global_step
tjjyjhp8,mri_core_frozen_2025-07-26_08-25-30,failed,2025-07-26T08:25:45Z,https://microsoft-research.wandb.io/t-jiachentu/brats18_mri_core_frozen_lgg_vs_hgg_t2/runs/tjjyjhp8,,1ff6510c-c93b-409b-8e8e-ffeabfc6bebe,t-jiachentu,0.001,False,0,Classification,100,False,mri_core_frozen,50,False,1,multiclass,False,auto,False,3,AdamW,16-mixed,CosineAnneal,20,8,False,224,100,True,True,True,0,gpu,0.2,2,4,val,False,3,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset006_BraTS18,False,0.0001,1,False,0,True,False,linear_probing,True,0.2,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,8,False,batchgenerators.get_training_transforms,10,mean,False,False,lgg_vs_hgg,True,power,3,False,1,False,epochwise,mean,0.5,6.245936571,0,1753518350.6129744,4.761904761904762e-06,0
