run_id,run_name,state,created_at,url,tags,group,user,config_sam,config_fold,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_warmstart,config_batch_size,config_cifar_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_final_batch_size,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_auto_batch_size_mode,config_auto_batch_size_steps,config_prepare_data_per_node,config_accumulate_grad_batches,config_auto_batch_size_enabled,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric_Test/AP,metric_Test/AUROC,metric_Test/Balanced_Accuracy,metric_Test/F1,metric_Test/loss,metric_Train/AP,metric_Train/AUROC,metric_Train/Balanced_Accuracy,metric_Train/F1,metric_Train/loss,metric_Val/AP,metric_Val/AUROC,metric_Val/Balanced_Accuracy,metric_Val/F1,metric_Val/loss,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_trainer/global_step,config_pretrained_checkpoint_path,config_dinov2_model_name,config_slice_aggregation,config_depth,config_embed_dim,config_mlp_ratio,config_num_heads,config_hidden_dim,config_image_size,config_patch_size,config_freeze_encoder,config_time_dim,config_dropout_rate,config_learned_sinusoidal_dim,config_chpt_path,config_attn_drop_rate,config_drop_path_rate,config_load_cls_token,config_num_reg_tokens,config_proj_drop_rate,config_drop_path_scale,config_patch_drop_rate,config_use_abs_pos_emb,config_use_rot_pos_emb,config_cls_token_available,config_pretraining_input_shape_mismatch
7245884535.96003-3b46fc02-8ac0,resenc_pretrained_t1gd_2025-08-02_06-22-41,finished,2025-08-02T06:23:17Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245884535.96003-3b46fc02-8ac0,,7d06fee6-7924-48f3-b426-e472461020a7,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,,,0.2,0.5846558809280396,0.5795655846595764,0.5,0.4433962404727936,0.5756216049194336,0.6889814734458923,0.7460497617721558,0.5,0.4435611963272095,0.552153468132019,0.49395447969436646,0.4749103784561157,0.5,0.44285714626312256,0.5864182710647583,20413.0,1000.0,1754136209.6750188,200.0,4.5691453082619125e-09,8800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,,,,,,,,,,,,,,,
7245884132.12039-0af3a99b-4b5b,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1gd_2025-08-02_08-19-01,finished,2025-08-02T06:34:31Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245884132.12039-0af3a99b-4b5b,,9be236ae-ceb2-43f9-9df5-c968de8ba62a,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,,,0.2,0.4781278967857361,0.41134750843048096,0.5,0.4433962404727936,0.6107773184776306,0.7567883729934692,0.7897168397903442,0.6230501532554626,0.649903416633606,0.5212566256523132,0.5291999578475952,0.5040322542190552,0.5194892883300781,0.5128499865531921,0.6248431205749512,26151.0,1226.0,1754143044.3626134,200.0,4.5691453082619125e-09,8800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,,,,,,,,,,
7245883736.37965-0fdd7480-a9b9,resenc_time_conditioned_pretrained_t1gd_2025-08-02_09-43-53,finished,2025-08-02T06:40:45Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245883736.37965-0fdd7480-a9b9,,c02e03b2-82e8-40ca-9304-912907b01935,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.5646473169326782,0.6170212626457214,0.5,0.4433962404727936,0.5784914493560791,0.5042902827262878,0.49840983748435974,0.5,0.4435611963272095,0.5781668424606323,0.4666417539119721,0.41330647468566895,0.5,0.44285714626312256,0.5774645805358887,32508.0,1469.0,1754150137.1438265,200.0,4.5691453082619125e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245882950.49991-b405c3eb-d247,dinov2_pretrained_t1gd_2025-08-02_06-49-32,finished,2025-08-02T06:49:59Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245882950.49991-b405c3eb-d247,,beb7e057-5dc1-42b2-aba1-2914a7741063,t-jiachentu,False,0,Classification,200.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,mean,True,0.5,0.5413010120391846,0.5296986103057861,0.5,0.4433962404727936,0.5761829018592834,0.5155643224716187,0.5201928615570068,0.5,0.4435611963272095,0.5756587386131287,0.4931512475013733,0.4594534039497375,0.5,0.44285714626312256,0.5773392915725708,24693.0,1000.0,1754142097.321232,200.0,4.5691453082619125e-09,35000.0,,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,
7245882172.08266-1befd46e-8585,brainiac_pretrained_t1gd_2025-08-02_07-05-40,finished,2025-08-02T07:06:05Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245882172.08266-1befd46e-8585,,bd111e64-4f21-4560-9955-4a57f17fed5d,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,False,epochwise,cls_token,True,0.0,0.4845142364501953,0.45611703395843506,0.5,0.4433962404727936,0.6078347563743591,0.7071067094802856,0.748826265335083,0.547503650188446,0.5362726449966431,0.538499653339386,0.5594775676727295,0.5748207569122314,0.5147849321365356,0.4980136752128601,0.680177628993988,20889.0,1000.0,1754139253.5229266,200.0,4.5691453082619125e-09,17600.0,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,,,,,,,,,,,,,,,
7245875180.17974-420fa155-2a02,resenc_time_conditioned_pretrained_t1gd_2025-08-02_08-58-32,finished,2025-08-02T08:59:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245875180.17974-420fa155-2a02,,c7dbfdc8-4aad-4eed-93b6-16f43e84cf73,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,8e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.5747683644294739,0.547429084777832,0.5,0.4433962404727936,0.5749955773353577,0.5528043508529663,0.593720018863678,0.5,0.4435611963272095,0.5711693167686462,0.5846457481384277,0.6359766721725464,0.5,0.44285714626312256,0.5737038254737854,23456.0,1000.0,1754148609.674581,200.0,6.092193744349217e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245874270.96510-d8521fab-9607,resenc_pretrained_t1gd_2025-08-02_09-13-52,finished,2025-08-02T09:14:26Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245874270.96510-d8521fab-9607,,983ecc52-dfb2-471e-96cb-79108fd2561b,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,,,0.2,0.5519546270370483,0.583776593208313,0.5,0.4433962404727936,0.5751945376396179,0.6373065114021301,0.7134888172149658,0.5,0.4435611963272095,0.5528095960617065,0.4994558095932007,0.4950717091560364,0.5,0.44285714626312256,0.5838509202003479,23511.0,1000.0,1754149577.0222332,200.0,7.615242180436517e-09,8800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,,,,,,,,,,,,,,,
7245873443.99142-e5130822-f2f0,resenc_MDAETrainer_RandomMask_Flow_BS48_2000ep_pretrained_t1gd_2025-08-02_09-27-38,finished,2025-08-02T09:28:15Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245873443.99142-e5130822-f2f0,,469c26d8-d8fa-440d-902c-c42ba08713b3,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,,,0.2,0.5328142642974854,0.5279254913330078,0.5,0.4433962404727936,0.5822342038154602,0.7969146966934204,0.8487555980682373,0.6985965967178345,0.7308950424194336,0.5011178851127625,0.5823739767074585,0.5860215425491333,0.5611559152603149,0.5666072368621826,0.621401309967041,24181.0,1000.0,1754151075.5235288,200.0,7.615242180436517e-09,8800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/BaseMDAETrainer_RandomMask_Flow_BS48_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_best.pth,,,,,,,,,,,,,,,,,,,,,,,,,
7245828887.52114-8f0af0f8-c34f,resenc_time_conditioned_pretrained_t1gd_2025-08-02_21-50-22,finished,2025-08-02T21:51:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245828887.52114-8f0af0f8-c34f,,86761f8a-7fd3-4c62-9082-644ca524cbc5,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.516288697719574,0.5221631526947021,0.5,0.4433962404727936,0.5778030753135681,0.5093479752540588,0.49002981185913086,0.5,0.4435611963272095,0.5779693126678467,0.5489248633384705,0.5810931921005249,0.5,0.44285714626312256,0.5759995579719543,22154.0,1000.0,1754193651.1395016,200.0,7.615242180436517e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245826364.63229-c52d40fe-bdef,resenc_time_conditioned_pretrained_t1gd_2025-08-02_22-41-55,finished,2025-08-02T22:43:10Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245826364.63229-c52d40fe-bdef,,ff433616-ced5-4d88-b15c-099ec8864ac6,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.5728927254676819,0.5941932201385498,0.5,0.4433962404727936,0.5752648115158081,0.5528308153152466,0.5848099589347839,0.5,0.4435611963272095,0.571617066860199,0.5430983304977417,0.5631721019744873,0.5,0.44285714626312256,0.576042890548706,22211.0,1000.0,1754196799.235264,200.0,4.5691453082619125e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245824141.76908-b799cff4-507e,resenc_time_conditioned_pretrained_t1gd_2025-08-02_23-10-11,finished,2025-08-02T23:11:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245824141.76908-b799cff4-507e,,6906fc73-ac20-482e-b242-d596e3baa288,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,2e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.4646473526954651,0.3781028389930725,0.5,0.4433962404727936,0.5784999132156372,0.5558167695999146,0.5806704163551331,0.5,0.4435611963272095,0.5722252726554871,0.6065264344215393,0.6225358247756958,0.5,0.44285714626312256,0.5737622380256653,21145.0,1000.0,1754197442.3502958,200.0,1.5230484360873043e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245820039.65966-928340a2-6752,resenc_time_conditioned_pretrained_t1gd_2025-08-03_00-17-55,finished,2025-08-03T00:19:36Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245820039.65966-928340a2-6752,,9d8a6068-9f27-482c-9259-eac879882e63,t-jiachentu,False,0,Classification,200.0,False,ResEncTimeConditioned,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,8e-05,1.0,False,0.0,True,False,full,False,0.2,4.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,cls_token,,0.5,0.5620957612991333,0.60616135597229,0.5,0.4433962404727936,0.5756457448005676,0.5056684017181396,0.5143873691558838,0.5,0.4435611963272095,0.5775902271270752,0.5410965085029602,0.582213282585144,0.5,0.44285714626312256,0.5766201019287109,21125.0,1000.0,1754201502.0238142,200.0,6.092193744349217e-09,17600.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/nnssl_data/nnssl_results/MDAE/Openmind/0705/Dataset005_OpenMind/NoiseConditionedMDAETrainer_RandomMask_BS32_2000ep__nnsslPlans__onemmiso/fold_all/checkpoint_latest.pth,,,,,,,,,,False,256.0,0.5,64.0,,,,,,,,,,,,
7245740449.25335-6cd81cda-9b80,dinov2_pretrained_t1gd_2025-08-03_22-31-15,finished,2025-08-03T22:31:38Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245740449.25335-6cd81cda-9b80,,8454799f-cdf6-44c2-b834-488a49e908a2,t-jiachentu,False,0,Classification,200.0,False,dinov2,50.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,4.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,8e-05,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,mean,True,0.5,0.5662285089492798,0.6130319237709045,0.5,0.4433962404727936,0.5759347081184387,0.5073939561843872,0.49522942304611206,0.5,0.4435611963272095,0.5765151977539062,0.4964430332183838,0.4726702570915222,0.5,0.44285714626312256,0.5780500769615173,28028.0,1000.0,1754288324.5990508,200.0,6.092193744349217e-09,35000.0,,facebook/dinov2-base,mean,,,,,,,,,,,,,,,,,,,,,,,
7245738911.67701-2922c84c-8c7c,mri_core_pretrained_t1gd_2025-08-03_22-56-28,finished,2025-08-03T22:57:02Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245738911.67701-2922c84c-8c7c,,1e47fe29-d019-42cc-a4a0-d0f8e6a650b3,t-jiachentu,False,0,Classification,100.0,False,MRICore,100.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,100.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,0.0001,1.0,False,0.0,True,False,full,False,0.2,2.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,mean,,0.5,0.5193141102790833,0.5531914830207825,0.5,0.4433962404727936,0.5759091377258301,0.5219569206237793,0.5335201025009155,0.5,0.4435611963272095,0.5751556158065796,0.5,0.5,0.5,0.44285714626312256,0.5772548317909241,18662.0,500.0,1754280483.794122,100.0,3.854818796385494e-08,17500.0,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/mri_core/mri_core_checkpoint.pth,,mean,12.0,768.0,4.0,12.0,512.0,224.0,16.0,False,,,,,,,,,,,,,,,
7245738615.46300-7b8c35ac-942a,resenc_pretrained_t1gd_2025-08-03_23-02-40,finished,2025-08-03T23:03:18Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245738615.46300-7b8c35ac-942a,,00aa2124-75a7-4ad1-9b70-71960e3908c3,t-jiachentu,False,0,Classification,200.0,False,ResEncoder_Classifier,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,8e-05,1.0,False,0.0,True,False,full,False,0.2,8.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,True,epochwise,,,0.2,0.5410286784172058,0.5656028389930725,0.5,0.4433962404727936,0.5757864713668823,0.6598645448684692,0.7213892340660095,0.5,0.4435611963272095,0.5565277338027954,0.5313930511474609,0.5304659605026245,0.5,0.44285714626312256,0.5821183323860168,24470.0,1000.0,1754286666.33841,200.0,6.092193744349217e-09,8800.0,/mnt/hanoverlimitedwus2/mri/scratch/t-jiachentu/pretrained_ckpts/ResEncL-OpenMind-MAE/checkpoint_final.pth,,,,,,,,,,,,,,,,,,,,,,,,,
7245718244.71260-60135221-fc44,brainiac_pretrained_t1gd_2025-08-04_04-38-20,finished,2025-08-04T04:38:43Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245718244.71260-60135221-fc44,,7348bfd9-5e28-432a-b3a2-41e98880f759,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,True,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,False,epochwise,cls_token,True,0.0,0.5447554588317871,0.5817819237709045,0.5,0.4433962404727936,1.5410001277923584,0.6200262904167175,0.6953909993171692,0.5087081789970398,0.46862345933914185,0.5559949278831482,0.5281108021736145,0.5332661271095276,0.5,0.44285714626312256,0.9171046018600464,18751.0,1000.0,1754301071.0727506,200.0,4.5691453082619125e-09,70000.0,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,,,,,,,,,,,,,,,,,,,,,,,,,
7245718187.74623-01c80bf7-1636,brainiac_scratch_t1gd_2025-08-04_04-41-23,finished,2025-08-04T04:41:47Z,https://microsoft-research.wandb.io/t-jiachentu/july_stratified_upenn_gbm_survival_2year_single_t1gd/runs/7245718187.74623-01c80bf7-1636,,0046b493-fdf9-4ed6-8861-3a018ddb15f4,t-jiachentu,False,0,Classification,200.0,False,brainiac,200.0,False,1.0,multiclass,False,auto,False,3.0,AdamW,16-mixed,CosineAnneal,20.0,1.0,False,200.0,False,True,0.0,gpu,0.2,2.0,16.0,val,False,0.2,1.0,False,0.01,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/nnssl_preprocessed/Dataset004_UPENN_GBM,False,6e-05,1.0,False,0.0,True,False,full,False,0.2,1.0,False,batchgenerators.get_training_transforms,10.0,False,False,survival_2year,True,power,3.0,False,1.0,False,epochwise,cls_token,True,0.0,0.48745596408843994,0.46742022037506104,0.5,0.4433962404727936,0.6244053840637207,0.8554319739341736,0.8763693571090698,0.7585188150405884,0.7924470901489258,0.4696480333805084,0.4685903787612915,0.3911290168762207,0.4818548262119293,0.4776785671710968,0.944447696208954,19029.0,1000.0,1754301534.8881342,200.0,4.5691453082619125e-09,70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
