run_id,run_name,state,created_at,url,tags,group,user,config_lr,config_sam,config_fold,config_name,config_task,config_T_max,config_mixup,config_model,config_epochs,config_compile,config_devices,config_metrics,config_subtask,config_nesterov,config_strategy,config_benchmark,config_input_dim,config_optimizer,config_precision,config_scheduler,config_test_mode,config_warmstart,config_batch_size,config_max_epochs,config_pretrained,config_save_preds,config_warmstart2,config_accelerator,config_mixup_alpha,config_num_classes,config_num_workers,config_result_plot,config_adaptive_sam,config_dropout_prob,config_modality_idx,config_undecay_norm,config_weight_decay,config_data_root_dir,config_deterministic,config_learning_rate,config_input_channels,config_random_batches,config_resnet_dropout,config_sync_batchnorm,config_apply_shakedrop,config_finetune_method,config_freeze_backbone,config_label_smoothing,config_pretrained_path,config_stochastic_depth,config_train_transforms,config_log_every_n_steps,config_squeeze_excitation,config_zero_init_residual,config_classification_task,config_use_single_modality,config_prepare_data_per_node,config_accumulate_grad_batches,config_metric_computation_mode,config_token_aggregation_method,config_use_brainiac_preprocessing,config_classification_head_dropout,metric__runtime,metric__step,metric__timestamp,metric_epoch,metric_lr-AdamW,metric_train_acc_epoch,metric_train_acc_step,metric_train_loss_epoch,metric_train_loss_step,metric_trainer/global_step,metric_val_acc,metric_val_loss
7247775123.86165-9cc0427c-6134,brainiac_finetune_2025-07-11_09-19-47,finished,2025-07-11T09:20:15Z,https://microsoft-research.wandb.io/t-jiachentu/tcga_gbm_dss_1year_brainiac_finetune/runs/7247775123.86165-9cc0427c-6134,,6f35ccd2-3aae-4c9a-b692-d38b22e236c8,t-jiachentu,0.001,False,0,BrainIACModel,Classification,100,False,BrainIACModel,100,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,2,SGD,16-mixed,CosineAnneal,False,0,4,100,True,True,0,gpu,0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,False,batchgenerators.get_training_transforms,1,False,False,dss_1year,True,False,1,epochwise,cls_token,True,0,4725,2799,1752230340.9275725,99,1.0244252618962855e-06,0.7857142686843872,1,0.5192633867263794,0.3801422119140625,2499,0.5714285969734192,0.8578136563301086
7247632532.71165-fc3f82ba-3b27,brainiac_finetune_2025-07-13_00-57-09,finished,2025-07-13T00:57:37Z,https://microsoft-research.wandb.io/t-jiachentu/tcga_gbm_dss_1year_brainiac_finetune/runs/7247632532.71165-fc3f82ba-3b27,,c28477b3-e882-4bee-97e1-6e1681b0f9f0,t-jiachentu,0.001,False,0,BrainIACModel,Classification,300,False,BrainIACModel,300,False,1,"['f1', 'balanced_acc', 'ap', 'auroc']",multiclass,False,auto,False,2,SGD,16-mixed,CosineAnneal,False,0,8,300,True,True,0,gpu,0.2,2,16,val,False,0.2,0,False,0.01,/mnt/hanoverlimitedwus2/mri/data/tcga-gbm,False,0.0001,1,False,0,True,False,full,False,0.1,/mnt/hanoverlimitedwus2/scratch/t-jiachentu/nnssl_data/pretrained_ckpts/BrainIAC/BrainIAC.ckpt,False,batchgenerators.get_training_transforms,1,False,False,dss_1year,True,False,1,epochwise,cls_token,True,0,4508,2999,1752372766.9909842,299,1.002714116407149e-06,0.8799999952316284,1,0.3441106677055359,0.20692139863967896,2099,0.380952388048172,1.1423134803771973
